,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_SILENT
484,002128.SZ,002128,露天煤业,煤炭开采,10.6,True
485,002129.SZ,002129,中环股份,半导体,27.0,True
486,002131.SZ,002131,利欧股份,互联网,3.06,True
487,002132.SZ,002132,恒星科技,钢加工,3.43,True
488,002133.SZ,002133,广宇集团,全国地产,2.97,True
489,002134.SZ,002134,天津普林,元器件,8.96,True
490,002135.SZ,002135,东南网架,建筑工程,7.1,True
491,002136.SZ,002136,安纳达,化工原料,10.44,True
492,002137.SZ,002137,实益达,通信设备,5.54,True
493,002138.SZ,002138,顺络电子,元器件,33.69,True
494,002139.SZ,002139,拓邦股份,元器件,11.68,True
495,002140.SZ,002140,东华科技,建筑工程,7.2,True
496,002141.SZ,002141,贤丰控股,元器件,2.48,True
497,002142.SZ,002142,宁波银行,银行,42.25,True
498,002144.SZ,002144,宏达高科,纺织,9.18,True
499,002145.SZ,002145,中核钛白,化工原料,9.8,True
500,002146.SZ,002146,荣盛发展,全国地产,6.66,True
501,002148.SZ,002148,北纬科技,互联网,4.12,True
502,002149.SZ,002149,西部材料,小金属,12.74,True
503,002150.SZ,002150,通润装备,机械基件,6.25,True
504,002151.SZ,002151,北斗星通,通信设备,41.27,True
505,002152.SZ,002152,广电运通,IT设备,9.25,True
506,002153.SZ,002153,石基信息,软件服务,31.14,True
507,002154.SZ,002154,报喜鸟,服饰,3.49,True
508,002155.SZ,002155,湖南黄金,黄金,9.27,True
509,002156.SZ,002156,通富微电,半导体,20.18,True
510,002157.SZ,002157,正邦科技,饲料,16.1,True
511,002158.SZ,002158,汉钟精机,工程机械,21.29,True
512,002159.SZ,002159,三特索道,旅游服务,12.34,True
513,002160.SZ,002160,常铝股份,铝,4.17,True
514,002161.SZ,002161,远望谷,通信设备,4.61,True
515,002162.SZ,002162,悦心健康,医疗保健,3.96,True
516,002163.SZ,002163,海南发展,装修装饰,16.64,True
517,002164.SZ,002164,宁波东力,电气设备,10.09,True
518,002165.SZ,002165,红宝丽,化工原料,5.62,True
519,002166.SZ,002166,莱茵生物,中成药,7.72,True
520,002167.SZ,002167,东方锆业,小金属,5.65,True
521,002169.SZ,002169,智光电气,电气设备,7.08,True
522,002170.SZ,002170,芭田股份,农药化肥,4.03,True
523,002171.SZ,002171,楚江新材,铜,7.96,True
524,002172.SZ,002172,澳洋健康,化纤,3.44,True
525,002173.SZ,002173,创新医疗,医疗保健,6.42,True
526,002174.SZ,002174,游族网络,互联网,10.47,True
527,002177.SZ,002177,御银股份,IT设备,5.03,True
528,002179.SZ,002179,中航光电,元器件,61.11,True
529,002180.SZ,002180,纳思达,IT设备,25.7,True
530,002181.SZ,002181,粤传媒,出版业,4.21,True
531,002182.SZ,002182,云海金属,小金属,10.75,True
532,002183.SZ,002183,怡亚通,仓储物流,4.49,True
533,002184.SZ,002184,海得控制,软件服务,19.5,True
534,002185.SZ,002185,华天科技,半导体,11.43,True
535,002186.SZ,002186,全聚德,酒店餐饮,10.82,True
536,002187.SZ,002187,广百股份,百货,7.94,True
537,002189.SZ,002189,中光学,元器件,15.93,True
538,002190.SZ,002190,成飞集成,汽车配件,23.88,True
539,002191.SZ,002191,劲嘉股份,广告包装,10.28,True
540,002193.SZ,002193,如意集团,纺织,5.95,True
541,002194.SZ,002194,武汉凡谷,通信设备,12.3,True
542,002195.SZ,002195,二三四五,软件服务,2.0,True
543,002196.SZ,002196,方正电机,纺织机械,7.03,True
544,002197.SZ,002197,证通电子,电器仪表,7.6,True
545,002198.SZ,002198,嘉应制药,中成药,5.13,True
546,002199.SZ,002199,东晶电子,元器件,5.97,True
547,002201.SZ,002201,九鼎新材,玻璃,11.36,True
548,002202.SZ,002202,金风科技,电气设备,13.71,True
549,002203.SZ,002203,海亮股份,铜,8.84,True
550,002204.SZ,002204,大连重工,专用机械,3.75,True
551,002205.SZ,002205,国统股份,其他建材,7.45,True
552,002206.SZ,002206,海利得,化纤,5.88,True
553,002207.SZ,002207,准油股份,石油开采,7.28,True
554,002208.SZ,002208,合肥城建,区域地产,7.65,True
555,002209.SZ,002209,达意隆,轻工机械,6.14,True
556,002211.SZ,002211,宏达新材,橡胶,5.87,True
557,002212.SZ,002212,天融信,软件服务,19.82,True
558,002213.SZ,002213,大为股份,汽车配件,13.4,True
559,002214.SZ,002214,大立科技,电器仪表,23.39,True
560,002215.SZ,002215,诺普信,农药化肥,5.61,True
561,002216.SZ,002216,三全食品,食品,21.35,True
562,002217.SZ,002217,合力泰,元器件,3.48,True
563,002218.SZ,002218,拓日新能,电气设备,5.12,True
564,002221.SZ,002221,东华能源,石油贸易,11.56,True
565,002222.SZ,002222,福晶科技,元器件,13.55,True
566,002223.SZ,002223,鱼跃医疗,医疗保健,27.01,True
567,002224.SZ,002224,三力士,橡胶,5.56,True
568,002225.SZ,002225,濮耐股份,其他建材,4.79,True
569,002226.SZ,002226,江南化工,化工原料,6.9,True
570,002227.SZ,002227,奥特迅,电气设备,14.98,True
571,002228.SZ,002228,合兴包装,广告包装,4.04,True
572,002229.SZ,002229,鸿博股份,广告包装,5.74,True
573,002230.SZ,002230,科大讯飞,软件服务,45.17,True
574,002231.SZ,002231,奥维通信,通信设备,4.47,True
575,002232.SZ,002232,启明信息,软件服务,11.02,True
576,002233.SZ,002233,塔牌集团,水泥,12.37,True
577,002234.SZ,002234,民和股份,农业综合,14.25,True
578,002236.SZ,002236,大华股份,电器仪表,21.02,True
579,002237.SZ,002237,恒邦股份,黄金,12.29,True
580,002239.SZ,002239,奥特佳,汽车配件,3.87,True
581,002240.SZ,002240,盛新锂能,小金属,21.36,True
582,002241.SZ,002241,歌尔股份,元器件,27.65,True
583,002242.SZ,002242,九阳股份,家用电器,29.59,True
584,002243.SZ,002243,力合科创,塑料,9.56,True
585,002244.SZ,002244,滨江集团,区域地产,4.84,True
586,002245.SZ,002245,蔚蓝锂芯,仓储物流,10.21,True
587,002246.SZ,002246,北化股份,化工原料,6.5,True
588,002248.SZ,002248,华东数控,机床制造,4.91,True
589,002249.SZ,002249,大洋电机,电气设备,5.16,True
590,002250.SZ,002250,联化科技,化工原料,22.65,True
591,002251.SZ,002251,步步高,超市连锁,8.0,True
592,002252.SZ,002252,上海莱士,生物制药,7.72,True
593,002253.SZ,002253,川大智胜,软件服务,13.33,True
594,002254.SZ,002254,泰和新材,化纤,17.04,True
595,002258.SZ,002258,利尔化学,农药化肥,24.59,True
596,002261.SZ,002261,拓维信息,互联网,6.56,True
597,002262.SZ,002262,恩华药业,化学制药,13.97,True
598,002263.SZ,002263,大东南,塑料,3.07,True
599,002264.SZ,002264,新华都,超市连锁,4.24,True
600,002265.SZ,002265,西仪股份,汽车配件,6.77,True
601,002266.SZ,002266,浙富控股,环境保护,5.18,True
602,002267.SZ,002267,陕天然气,供气供热,6.42,True
603,002268.SZ,002268,卫士通,软件服务,17.58,True
604,002270.SZ,002270,华明装备,电气设备,5.24,True
605,002271.SZ,002271,东方雨虹,其他建材,46.6,True
606,002273.SZ,002273,水晶光电,元器件,11.02,True
607,002274.SZ,002274,华昌化工,农药化肥,7.21,True
608,002275.SZ,002275,桂林三金,中成药,13.21,True
609,002276.SZ,002276,万马股份,电气设备,6.89,True
610,002277.SZ,002277,友阿股份,百货,3.47,True
611,002278.SZ,002278,神开股份,化工机械,6.06,True
612,002279.SZ,002279,久其软件,软件服务,4.75,True
613,002281.SZ,002281,光迅科技,通信设备,21.78,True
614,002282.SZ,002282,博深股份,轻工机械,10.23,True
615,002283.SZ,002283,天润工业,汽车配件,6.49,True
616,002284.SZ,002284,亚太股份,汽车配件,5.3,True
617,002285.SZ,002285,世联行,房产服务,4.46,True
618,002287.SZ,002287,奇正藏药,中成药,23.45,True
619,002288.SZ,002288,超华科技,元器件,7.0,True
620,002291.SZ,002291,星期六,服饰,19.7,True
621,002292.SZ,002292,奥飞娱乐,影视音像,5.57,True
622,002293.SZ,002293,罗莱生活,纺织,12.1,True
623,002294.SZ,002294,信立泰,化学制药,36.1,True
624,002295.SZ,002295,精艺股份,铜,6.56,True
625,002296.SZ,002296,辉煌科技,通信设备,6.82,True
626,002297.SZ,002297,博云新材,矿物制品,6.81,True
627,002298.SZ,002298,中电兴发,软件服务,8.21,True
628,002299.SZ,002299,圣农发展,农业综合,31.45,True
629,002301.SZ,002301,齐心集团,文教休闲,10.76,True
630,002302.SZ,002302,西部建设,水泥,8.8,True
631,002303.SZ,002303,美盈森,造纸,3.67,True
632,002304.SZ,002304,洋河股份,白酒,162.9,True
633,002305.SZ,002305,南国置业,区域地产,2.24,True
634,002307.SZ,002307,北新路桥,建筑工程,4.91,True
635,002310.SZ,002310,东方园林,建筑工程,4.33,True
636,002311.SZ,002311,海大集团,饲料,71.27,True
637,002312.SZ,002312,三泰控股,化工原料,7.28,True
638,002313.SZ,002313,日海智能,通信设备,10.3,True
639,002314.SZ,002314,南山控股,区域地产,3.62,True
640,002315.SZ,002315,焦点科技,互联网,17.76,True
641,002317.SZ,002317,众生药业,中成药,8.28,True
642,002318.SZ,002318,久立特材,特种钢,13.78,True
643,002320.SZ,002320,海峡股份,水运,9.1,True
644,002321.SZ,002321,华英农业,农业综合,3.23,True
645,002322.SZ,002322,理工环科,软件服务,11.46,True
646,002324.SZ,002324,普利特,塑料,17.69,True
647,002325.SZ,002325,洪涛股份,装修装饰,2.41,True
648,002326.SZ,002326,永太科技,化工原料,8.88,True
649,002327.SZ,002327,富安娜,纺织,8.29,True
650,002328.SZ,002328,新朋股份,汽车配件,4.62,True
651,002329.SZ,002329,皇氏集团,乳制品,4.09,True
652,002330.SZ,002330,得利斯,食品,5.83,True
653,002331.SZ,002331,皖通科技,软件服务,15.49,True
654,002332.SZ,002332,仙琚制药,生物制药,12.04,True
655,002335.SZ,002335,科华数据,电气设备,18.83,True
656,002337.SZ,002337,赛象科技,化工机械,2.99,True
657,002338.SZ,002338,奥普光电,电器仪表,15.06,True
658,002339.SZ,002339,积成电子,电气设备,6.17,True
659,002340.SZ,002340,格林美,小金属,9.07,True
660,002342.SZ,002342,巨力索具,机械基件,4.45,True
661,002343.SZ,002343,慈文传媒,影视音像,6.29,True
662,002344.SZ,002344,海宁皮城,商品城,3.84,True
663,002345.SZ,002345,潮宏基,服饰,4.67,True
664,002346.SZ,002346,柘中股份,电气设备,10.69,True
665,002347.SZ,002347,泰尔股份,机械基件,4.0,True
666,002348.SZ,002348,高乐股份,文教休闲,1.96,True
667,002349.SZ,002349,精华制药,中成药,4.41,True
668,002350.SZ,002350,北京科锐,电气设备,5.67,True
669,002351.SZ,002351,漫步者,IT设备,14.18,True
670,002352.SZ,002352,顺丰控股,仓储物流,92.0,True
671,002353.SZ,002353,杰瑞股份,化工机械,35.1,True
672,002355.SZ,002355,兴民智通,汽车配件,5.35,True
673,002357.SZ,002357,富临运业,公路,4.83,True
674,002358.SZ,002358,森源电气,电气设备,3.77,True
675,002360.SZ,002360,同德化工,化工原料,7.95,True
676,002361.SZ,002361,神剑股份,化工原料,4.72,True
677,002362.SZ,002362,汉王科技,软件服务,19.06,True
678,002363.SZ,002363,隆基机械,汽车配件,5.69,True
679,002365.SZ,002365,永安药业,化学制药,9.12,True
680,002367.SZ,002367,康力电梯,运输设备,10.49,True
681,002368.SZ,002368,太极股份,软件服务,19.94,True
682,002370.SZ,002370,亚太药业,化学制药,3.67,True
683,002371.SZ,002371,北方华创,半导体,139.55,True
684,002372.SZ,002372,伟星新材,其他建材,22.38,True
685,002373.SZ,002373,千方科技,软件服务,15.68,True
686,002374.SZ,002374,中锐股份,建筑工程,2.48,True
687,002375.SZ,002375,亚厦股份,装修装饰,8.73,True
688,002376.SZ,002376,新北洋,IT设备,9.73,True
689,002377.SZ,002377,国创高新,房产服务,4.15,True
690,002378.SZ,002378,章源钨业,小金属,8.18,True
691,002380.SZ,002380,科远智慧,电气设备,16.25,True
692,002381.SZ,002381,双箭股份,橡胶,9.77,True
693,002382.SZ,002382,蓝帆医疗,医疗保健,19.31,True
694,002383.SZ,002383,合众思壮,通信设备,5.48,True
695,002384.SZ,002384,东山精密,元器件,18.97,True
696,002385.SZ,002385,大北农,饲料,8.87,True
697,002386.SZ,002386,天原股份,化工原料,6.43,True
698,002387.SZ,002387,维信诺,元器件,10.03,True
699,002388.SZ,002388,新亚制程,元器件,4.8,True
700,002389.SZ,002389,航天彩虹,元器件,20.25,True
701,002390.SZ,002390,信邦制药,中成药,8.28,True
702,002391.SZ,002391,长青股份,农药化肥,7.25,True
703,002392.SZ,002392,北京利尔,其他建材,4.74,True
704,002393.SZ,002393,力生制药,化学制药,18.41,True
705,002394.SZ,002394,联发股份,纺织,10.05,True
706,002395.SZ,002395,双象股份,塑料,13.05,True
707,002396.SZ,002396,星网锐捷,通信设备,20.21,True
708,002397.SZ,002397,梦洁股份,纺织,3.98,True
709,002398.SZ,002398,垒知集团,其他建材,7.94,True
710,002399.SZ,002399,海普瑞,化学制药,17.45,True
711,002400.SZ,002400,省广集团,广告包装,5.1,True
712,002401.SZ,002401,中远海科,软件服务,12.11,True
713,002402.SZ,002402,和而泰,元器件,20.43,True
714,002403.SZ,002403,爱仕达,家用电器,7.42,True
715,002404.SZ,002404,嘉欣丝绸,纺织,6.49,True
716,002405.SZ,002405,四维图新,软件服务,14.68,True
717,002406.SZ,002406,远东传动,汽车配件,6.46,True
718,002407.SZ,002407,多氟多,化工原料,20.21,True
719,002409.SZ,002409,雅克科技,化工原料,53.58,True
720,002411.SZ,002411,延安必康,化学制药,4.38,True
721,002412.SZ,002412,汉森制药,中成药,5.96,True
722,002413.SZ,002413,雷科防务,通信设备,6.11,True
723,002414.SZ,002414,高德红外,电器仪表,34.41,True
724,002415.SZ,002415,海康威视,电器仪表,53.3,True
725,002416.SZ,002416,爱施德,电器连锁,10.47,True
726,002417.SZ,002417,深南股份,软件服务,6.82,True
727,002419.SZ,002419,天虹股份,百货,8.2,True
728,002421.SZ,002421,达实智能,软件服务,3.75,True
729,002422.SZ,002422,科伦药业,化学制药,19.72,True
730,002423.SZ,002423,中粮资本,多元金融,8.97,True
731,002425.SZ,002425,凯撒文化,互联网,7.44,True
732,002428.SZ,002428,云南锗业,小金属,10.42,True
733,002429.SZ,002429,兆驰股份,家用电器,5.93,True
734,002430.SZ,002430,杭氧股份,化工机械,28.78,True
735,002431.SZ,002431,棕榈股份,建筑工程,3.25,True
736,002432.SZ,002432,九安医疗,医疗保健,8.39,True
737,002433.SZ,002433,太安堂,中成药,3.57,True
738,002434.SZ,002434,万里扬,汽车配件,8.18,True
739,002435.SZ,002435,长江健康,化学制药,4.2,True
740,002436.SZ,002436,兴森科技,元器件,8.62,True
741,002437.SZ,002437,誉衡药业,化学制药,2.66,True
742,002438.SZ,002438,江苏神通,机械基件,12.36,True
743,002439.SZ,002439,启明星辰,软件服务,30.36,True
744,002440.SZ,002440,闰土股份,染料涂料,10.22,True
745,002441.SZ,002441,众业达,批发业,7.54,True
746,002442.SZ,002442,龙星化工,化工原料,4.81,True
747,002443.SZ,002443,金洲管道,钢加工,7.24,True
748,002444.SZ,002444,巨星科技,轻工机械,32.79,True
749,002446.SZ,002446,盛路通信,通信设备,5.8,True
750,002448.SZ,002448,中原内配,汽车配件,5.65,True
751,002449.SZ,002449,国星光电,半导体,8.53,True
752,002451.SZ,002451,摩恩电气,电气设备,6.56,True
753,002453.SZ,002453,华软科技,软件服务,5.27,True
754,002454.SZ,002454,松芝股份,汽车配件,6.08,True
755,002455.SZ,002455,百川股份,化工原料,5.65,True
756,002456.SZ,002456,欧菲光,元器件,10.15,True
757,002457.SZ,002457,青龙管业,塑料,7.83,True
758,002458.SZ,002458,益生股份,农业综合,10.04,True
759,002459.SZ,002459,晶澳科技,电气设备,27.28,True
760,002460.SZ,002460,赣锋锂业,小金属,96.55,True
761,002461.SZ,002461,珠江啤酒,啤酒,9.26,True
762,002462.SZ,002462,嘉事堂,医药商业,14.11,True
763,002463.SZ,002463,沪电股份,元器件,16.64,True
764,002465.SZ,002465,海格通信,通信设备,9.27,True
765,002466.SZ,002466,天齐锂业,小金属,39.9,True
766,002467.SZ,002467,二六三,电信运营,5.66,True
767,002468.SZ,002468,申通快递,仓储物流,9.56,True
768,002469.SZ,002469,三维工程,建筑工程,7.35,True
769,002472.SZ,002472,双环传动,机械基件,8.65,True
770,002474.SZ,002474,榕基软件,软件服务,5.17,True
771,002475.SZ,002475,立讯精密,元器件,38.42,True
772,002476.SZ,002476,宝莫股份,化工原料,3.89,True
773,002478.SZ,002478,常宝股份,钢加工,4.32,True
774,002479.SZ,002479,富春环保,火力发电,6.1,True
775,002480.SZ,002480,新筑股份,机械基件,5.1,True
776,002481.SZ,002481,双塔食品,食品,10.42,True
777,002482.SZ,002482,广田集团,装修装饰,2.85,True
778,002483.SZ,002483,润邦股份,工程机械,4.92,True
779,002484.SZ,002484,江海股份,元器件,13.54,True
780,002485.SZ,002485,希努尔,服饰,4.32,True
781,002486.SZ,002486,嘉麟杰,服饰,3.03,True
782,002487.SZ,002487,大金重工,钢加工,9.73,True
783,002488.SZ,002488,金固股份,汽车配件,7.46,True
784,002489.SZ,002489,浙江永强,家居用品,3.68,True
785,002490.SZ,002490,山东墨龙,化工机械,3.69,True
786,002491.SZ,002491,通鼎互联,通信设备,4.22,True
787,002492.SZ,002492,恒基达鑫,仓储物流,5.16,True
788,002493.SZ,002493,荣盛石化,化纤,29.23,True
789,002494.SZ,002494,华斯股份,服饰,3.58,True
790,002495.SZ,002495,佳隆股份,食品,2.26,True
791,002497.SZ,002497,雅化集团,化工原料,18.33,True
792,002500.SZ,002500,山西证券,证券,7.11,True
793,002503.SZ,002503,搜于特,服饰,1.87,True
794,002504.SZ,002504,弘高创意,装修装饰,1.97,True
795,002505.SZ,002505,鹏都农牧,农业综合,2.46,True
796,002506.SZ,002506,协鑫集成,电气设备,3.43,True
797,002507.SZ,002507,涪陵榨菜,食品,40.63,True
798,002508.SZ,002508,老板电器,家用电器,35.18,True
799,002510.SZ,002510,天汽模,汽车配件,4.27,True
800,002511.SZ,002511,中顺洁柔,造纸,24.3,True
801,002515.SZ,002515,金字火腿,食品,4.8,True
802,002516.SZ,002516,旷达科技,纺织,3.37,True
803,002517.SZ,002517,恺英网络,互联网,4.32,True
804,002518.SZ,002518,科士达,电气设备,11.83,True
805,002519.SZ,002519,银河电子,通信设备,3.92,True
806,002520.SZ,002520,日发精机,机床制造,6.28,True
807,002521.SZ,002521,齐峰新材,造纸,6.41,True
808,002522.SZ,002522,浙江众成,塑料,6.34,True
809,002523.SZ,002523,天桥起重,工程机械,2.38,True
810,002524.SZ,002524,光正眼科,医疗保健,10.1,True
811,002526.SZ,002526,山东矿机,工程机械,2.2,True
812,002527.SZ,002527,新时达,电器仪表,6.19,True
813,002528.SZ,002528,英飞拓,IT设备,3.77,True
814,002530.SZ,002530,金财互联,软件服务,9.08,True
815,002531.SZ,002531,天顺风能,电气设备,8.52,True
816,002533.SZ,002533,金杯电工,电气设备,5.56,True
817,002536.SZ,002536,飞龙股份,汽车配件,5.33,True
818,002537.SZ,002537,海联金汇,汽车整车,5.5,True
819,002538.SZ,002538,司尔特,农药化肥,6.02,True
820,002539.SZ,002539,云图控股,农药化肥,9.95,True
821,002540.SZ,002540,亚太科技,铝,4.98,True
822,002541.SZ,002541,鸿路钢构,钢加工,50.84,True
823,002542.SZ,002542,中化岩土,建筑工程,2.86,True
824,002543.SZ,002543,万和电气,家用电器,8.14,True
825,002544.SZ,002544,杰赛科技,软件服务,13.02,True
826,002545.SZ,002545,东方铁塔,农药化肥,8.08,True
827,002546.SZ,002546,新联电子,电气设备,3.9,True
828,002547.SZ,002547,春兴精工,通信设备,3.94,True
829,002548.SZ,002548,金新农,饲料,7.25,True
830,002550.SZ,002550,千红制药,生物制药,3.95,True
831,002551.SZ,002551,尚荣医疗,医疗保健,5.38,True
832,002552.SZ,002552,宝鼎科技,机械基件,11.82,True
833,002553.SZ,002553,南方轴承,汽车配件,11.16,True
834,002555.SZ,002555,三七互娱,互联网,24.26,True
835,002556.SZ,002556,辉隆股份,其他商业,9.73,True
836,002557.SZ,002557,洽洽食品,食品,49.3,True
837,002558.SZ,002558,巨人网络,互联网,14.97,True
838,002559.SZ,002559,亚威股份,机床制造,5.67,True
839,002560.SZ,002560,通达股份,电气设备,7.58,True
840,002561.SZ,002561,徐家汇,百货,7.16,True
841,002562.SZ,002562,兄弟科技,化学制药,5.05,True
842,002563.SZ,002563,森马服饰,服饰,10.19,True
843,002564.SZ,002564,天沃科技,建筑工程,3.4,True
844,002565.SZ,002565,顺灏股份,造纸,4.26,True
845,002566.SZ,002566,益盛药业,中成药,6.21,True
846,002567.SZ,002567,唐人神,饲料,8.0,True
847,002568.SZ,002568,百润股份,红黄酒,93.15,True
848,002570.SZ,002570,贝因美,乳制品,4.96,True
849,002571.SZ,002571,德力股份,玻璃,8.58,True
850,002572.SZ,002572,索菲亚,家居用品,32.86,True
851,002573.SZ,002573,清新环境,环境保护,6.09,True
852,002574.SZ,002574,明牌珠宝,服饰,4.03,True
853,002576.SZ,002576,通达动力,电气设备,11.11,True
854,002577.SZ,002577,雷柏科技,IT设备,10.4,True
855,002578.SZ,002578,闽发铝业,铝,3.61,True
856,002579.SZ,002579,中京电子,元器件,11.82,True
857,002580.SZ,002580,圣阳股份,电气设备,5.58,True
858,002581.SZ,002581,未名医药,生物制药,9.91,True
859,002582.SZ,002582,好想你,食品,11.88,True
860,002583.SZ,002583,海能达,通信设备,6.09,True
861,002584.SZ,002584,西陇科学,化工原料,5.45,True
862,002587.SZ,002587,奥拓电子,元器件,4.32,True
863,002588.SZ,002588,史丹利,农药化肥,5.8,True
864,002589.SZ,002589,瑞康医药,医药商业,4.54,True
865,002590.SZ,002590,万安科技,汽车配件,6.6,True
866,002591.SZ,002591,恒大高新,化工原料,5.07,True
867,002593.SZ,002593,日上集团,汽车配件,3.57,True
868,002594.SZ,002594,比亚迪,汽车整车,176.47,True
869,002595.SZ,002595,豪迈科技,专用机械,28.78,True
870,002596.SZ,002596,海南瑞泽,其他建材,5.41,True
871,002597.SZ,002597,金禾实业,食品,38.88,True
872,002598.SZ,002598,山东章鼓,机械基件,6.62,True
873,002599.SZ,002599,盛通股份,广告包装,3.82,True
874,002600.SZ,002600,领益智造,元器件,9.49,True
875,002601.SZ,002601,龙蟒佰利,化工原料,34.17,True
876,002603.SZ,002603,以岭药业,中成药,21.33,True
877,002605.SZ,002605,姚记科技,互联网,23.3,True
878,002606.SZ,002606,大连电瓷,电气设备,7.36,True
879,002607.SZ,002607,中公教育,文教休闲,29.49,True
880,002608.SZ,002608,江苏国信,火力发电,7.12,True
881,002609.SZ,002609,捷顺科技,软件服务,8.97,True
882,002610.SZ,002610,爱康科技,电气设备,2.85,True
883,002611.SZ,002611,东方精工,轻工机械,4.05,True
884,002612.SZ,002612,朗姿股份,服饰,28.52,True
885,002613.SZ,002613,北玻股份,专用机械,3.41,True
886,002614.SZ,002614,奥佳华,医疗保健,13.2,True
887,002616.SZ,002616,长青集团,环境保护,8.12,True
888,002617.SZ,002617,露笑科技,电气设备,7.3,True
889,002618.SZ,002618,丹邦科技,元器件,4.63,True
890,002619.SZ,002619,艾格拉斯,互联网,1.68,True
891,002620.SZ,002620,瑞和股份,装修装饰,6.32,True
892,002621.SZ,002621,美吉姆,文教休闲,4.99,True
893,002622.SZ,002622,融钰集团,综合类,2.41,True
894,002623.SZ,002623,亚玛顿,玻璃,33.47,True
895,002624.SZ,002624,完美世界,影视音像,19.96,True
896,002625.SZ,002625,光启技术,汽车配件,21.45,True
897,002626.SZ,002626,金达威,食品,36.13,True
898,002627.SZ,002627,宜昌交运,公共交通,5.6,True
899,002628.SZ,002628,成都路桥,建筑工程,3.84,True
900,002631.SZ,002631,德尔未来,家居用品,6.1,True
901,002632.SZ,002632,道明光学,化工原料,6.53,True
902,002633.SZ,002633,申科股份,机械基件,6.44,True
903,002634.SZ,002634,棒杰股份,服饰,6.04,True
904,002635.SZ,002635,安洁科技,IT设备,14.82,True
905,002636.SZ,002636,金安国纪,元器件,9.5,True
906,002637.SZ,002637,赞宇科技,日用化工,14.72,True
907,002639.SZ,002639,雪人股份,专用机械,6.15,True
908,002640.SZ,002640,跨境通,互联网,4.59,True
909,002641.SZ,002641,永高股份,塑料,6.81,True
910,002642.SZ,002642,荣联科技,软件服务,4.26,True
911,002643.SZ,002643,万润股份,化工原料,16.82,True
912,002644.SZ,002644,佛慈制药,中成药,6.98,True
913,002646.SZ,002646,青青稞酒,白酒,14.06,True
914,002648.SZ,002648,卫星石化,化工原料,38.86,True
915,002649.SZ,002649,博彦科技,软件服务,10.07,True
916,002651.SZ,002651,利君股份,专用机械,9.38,True
917,002652.SZ,002652,扬子新材,其他建材,3.54,True
918,002653.SZ,002653,海思科,化学制药,23.67,True
919,002654.SZ,002654,万润科技,互联网,3.46,True
920,002655.SZ,002655,共达电声,元器件,6.78,True
921,002657.SZ,002657,中科金财,软件服务,11.26,True
922,002659.SZ,002659,凯文教育,文教休闲,4.26,True
923,002660.SZ,002660,茂硕电源,电气设备,7.02,True
924,002661.SZ,002661,克明面业,食品,15.22,True
925,002662.SZ,002662,京威股份,汽车配件,3.3,True
926,002663.SZ,002663,普邦股份,建筑工程,1.88,True
927,002664.SZ,002664,长鹰信质,汽车配件,12.96,True
928,002666.SZ,002666,德联集团,化工原料,4.95,True
929,002667.SZ,002667,鞍重股份,工程机械,6.75,True
930,002668.SZ,002668,奥马电器,家用电器,5.86,True
931,002669.SZ,002669,康达新材,化工原料,13.96,True
932,002670.SZ,002670,国盛金控,证券,8.95,True
933,002671.SZ,002671,龙泉股份,其他建材,4.09,True
934,002672.SZ,002672,东江环保,环境保护,8.97,True
935,002673.SZ,002673,西部证券,证券,8.9,True
936,002674.SZ,002674,兴业科技,纺织,11.57,True
937,002675.SZ,002675,东诚药业,化学制药,18.94,True
938,002676.SZ,002676,顺威股份,塑料,3.19,True
939,002677.SZ,002677,浙江美大,家用电器,17.82,True
940,002678.SZ,002678,珠江钢琴,文教休闲,6.8,True
941,002679.SZ,002679,福建金森,林业,12.4,True
942,002682.SZ,002682,龙洲股份,公路,3.35,True
943,002683.SZ,002683,宏大爆破,化工原料,31.06,True
944,002685.SZ,002685,华东重机,工程机械,4.05,True
945,002686.SZ,002686,亿利达,专用机械,5.33,True
946,002687.SZ,002687,乔治白,服饰,5.57,True
947,002688.SZ,002688,金河生物,化学制药,6.25,True
948,002689.SZ,002689,远大智能,运输设备,3.29,True
949,002690.SZ,002690,美亚光电,专用机械,44.52,True
950,002691.SZ,002691,冀凯股份,专用机械,4.08,True
951,002693.SZ,002693,双成药业,化学制药,3.85,True
952,002694.SZ,002694,顾地科技,塑料,2.38,True
953,002695.SZ,002695,煌上煌,食品,18.29,True
954,002696.SZ,002696,百洋股份,渔业,5.47,True
955,002697.SZ,002697,红旗连锁,超市连锁,6.1,True
956,002698.SZ,002698,博实股份,化工机械,13.76,True
957,002699.SZ,002699,美盛文化,服饰,4.55,True
958,002701.SZ,002701,奥瑞金,广告包装,5.31,True
959,002702.SZ,002702,海欣食品,食品,6.84,True
960,002703.SZ,002703,浙江世宝,汽车配件,5.36,True
961,002705.SZ,002705,新宝股份,家用电器,39.11,True
962,002706.SZ,002706,良信股份,电气设备,25.3,True
963,002707.SZ,002707,众信旅游,旅游服务,8.2,True
964,002708.SZ,002708,光洋股份,汽车配件,5.94,True
965,002709.SZ,002709,天赐材料,化工原料,84.48,True
966,002713.SZ,002713,东易日盛,装修装饰,7.56,True
967,002714.SZ,002714,牧原股份,农业综合,101.47,True
968,002715.SZ,002715,登云股份,汽车配件,17.13,True
969,002717.SZ,002717,岭南股份,环境保护,3.21,True
970,002718.SZ,002718,友邦吊顶,家居用品,16.09,True
