code,name,past_p_change,past_positive
002595,豪迈科技,-6.95800133112,★
603788,宁波高发,-6.93948081776,★
002275,桂林三金,-6.9350000783,★
000796,凯撒旅游,-6.92971083332,★
600933,爱柯迪,-6.92215528536,★
300070,碧水源,-6.92129936949,
000166,申万宏源,-6.91949222041,
002679,福建金森,-6.91850747576,★
600448,华纺股份,-6.91733686477,★
300006,莱美药业,-6.90684639081,★
000089,深圳机场,-6.90548461421,★
002462,嘉事堂,-6.89631176237,★
000711,京蓝科技,-6.89252793625,★
000630,铜陵有色,-6.87450971707,★
002737,葵花药业,-6.87356275141,★
300251,光线传媒,-6.87046289011,★
002564,天沃科技,-6.86864607217,★
002222,福晶科技,-6.84887176439,★
603898,好莱客,-6.84442617013,★
600016,民生银行,-6.84399166933,★
600406,国电南瑞,-6.84375598052,★
603233,大参林,-6.84197297244,★
300558,贝达药业,-6.83380106858,★
002316,键桥通讯,-6.83076681742,★
002542,中化岩土,-6.82222479084,★
600079,人福医药,-6.81891541575,
000613,*ST东海A,-6.81870665712,
002256,兆新股份,-6.79530879961,
000559,万向钱潮,-6.79064870324,★
002158,汉钟精机,-6.78741609607,★
300275,梅安森,-6.78033577371,★
300700,岱勒新材,-6.77198408193,★
002273,水晶光电,-6.76690269742,★
000538,云南白药,-6.76363737625,★
600674,川投能源,-6.76025843205,★
300125,易世达,-6.74927518738,★
002518,科士达,-6.7490374484,★
600106,重庆路桥,-6.74098812351,★
002087,新野纺织,-6.73887595053,
000882,华联股份,-6.73703835981,★
600307,酒钢宏兴,-6.73690845373,★
600613,神奇制药,-6.73657069659,★
300434,金石东方,-6.73163372516,
600271,航天信息,-6.73096142827,★
600835,上海机电,-6.72939153539,★
000338,潍柴动力,-6.72527717349,★
600816,安信信托,-6.72412193317,
601818,光大银行,-6.72073684,
603707,健友股份,-6.71908661117,★
000005,世纪星源,-6.70073838826,★
002083,孚日股份,-6.6998791335,★
600054,黄山旅游,-6.69657426576,★
002639,雪人股份,-6.6960618484,★
300236,上海新阳,-6.67752517225,
600310,桂东电力,-6.66803389528,
600704,物产中大,-6.66623948928,★
600012,皖通高速,-6.6653721816,★
603987,康德莱,-6.65448386784,★
300049,福瑞股份,-6.64716451998,
600461,洪城水业,-6.64439700424,★
600201,生物股份,-6.63472182138,★
002537,海联金汇,-6.6344841232,
300279,和晶科技,-6.62497828798,
002530,金财互联,-6.62322533414,★
002050,三花智控,-6.61496569574,★
000539,粤电力Ａ,-6.60872450758,★
300197,铁汉生态,-6.60328271897,★
603037,凯众股份,-6.58877042052,★
000890,法 尔 胜,-6.57804766839,★
603100,川仪股份,-6.57563440633,★
300440,运达科技,-6.57305109591,★
600612,老凤祥,-6.57288936926,★
002225,濮耐股份,-6.56987500858,★
601058,赛轮金宇,-6.56544043206,★
002751,易尚展示,-6.55870783065,
000429,粤高速Ａ,-6.55795088326,★
600062,华润双鹤,-6.55675110221,★
300358,楚天科技,-6.5482280555,
600176,中国巨石,-6.54538803546,★
300069,金利华电,-6.53687846786,
002503,搜于特,-6.52478056583,★
002445,中南文化,-6.51068096664,★
002454,松芝股份,-6.50321113027,★
002418,康盛股份,-6.49017151634,
000906,浙商中拓,-6.4748935523,★
300245,天玑科技,-6.4741387112,★
002477,雏鹰农牧,-6.46565753557,
002310,东方园林,-6.4610264559,
600538,国发股份,-6.44916404139,★
002185,华天科技,-6.44888694483,★
000955,欣龙控股,-6.4487004255,★
002356,赫美集团,-6.4485078517,★
600773,西藏城投,-6.44725210618,★
300320,海达股份,-6.44621922104,★
300154,瑞凌股份,-6.44606670216,★
600740,山西焦化,-6.44470200246,
601985,中国核电,-6.4402641892,
000513,丽珠集团,-6.42767081589,★
000937,冀中能源,-6.42439532529,★
300138,晨光生物,-6.4148770298,★
000899,赣能股份,-6.41388400378,★
002549,凯美特气,-6.41242147955,★
002014,永新股份,-6.40565198322,★
000720,新能泰山,-6.40499759099,★
600009,上海机场,-6.39957060087,
000680,山推股份,-6.38406498972,★
002508,老板电器,-6.37842799326,★
600690,青岛海尔,-6.37626164655,★
300280,南通锻压,-6.36699378462,
002419,天虹股份,-6.36285577459,★
002067,景兴纸业,-6.35230240251,★
002325,洪涛股份,-6.34685596046,★
002472,双环传动,-6.34610740514,★
600350,山东高速,-6.33492478407,★
002717,岭南园林,-6.33409370249,★
600754,锦江股份,-6.33000930039,★
600497,驰宏锌锗,-6.30484433034,★
002206,海 利 得,-6.29370471601,★
600358,国旅联合,-6.27918523123,★
600269,赣粤高速,-6.27189738523,★
300407,凯发电气,-6.26624490003,★
002605,姚记扑克,-6.26486442735,★
300335,迪森股份,-6.26480801976,
600629,华建集团,-6.26249957096,★
300673,佩蒂股份,-6.24561027636,★
600540,*ST新赛,-6.23991287285,★
002039,黔源电力,-6.22599307428,★
600481,双良节能,-6.22117071547,★
300545,联得装备,-6.206583469,★
000403,ST生化,-6.20574341068,★
600366,宁波韵升,-6.20563567828,★
300211,亿通科技,-6.19633207824,★
002897,意华股份,-6.19529894956,★
601258,庞大集团,-6.19290083684,★
603368,柳州医药,-6.18716996219,
600926,杭州银行,-6.18279179296,★
300262,巴安水务,-6.18158135499,★
603128,华贸物流,-6.1653985532,★
300339,润和软件,-6.14984011372,★
300318,博晖创新,-6.1489349691,★
300119,瑞普生物,-6.14615361973,★
000792,盐湖股份,-6.14005563309,★
300693,盛弘股份,-6.13977417253,★
600279,重庆港九,-6.13736608286,★
002330,得利斯,-6.13620556978,
601088,中国神华,-6.13382006102,★
600418,江淮汽车,-6.12923152992,★
002632,道明光学,-6.12753256686,★
603505,金石资源,-6.10977918237,★
002274,华昌化工,-6.10546907617,★
600860,*ST京城,-6.10170027998,★
002672,东江环保,-6.0899808007,★
000938,紫光股份,-6.08602538399,★
002002,鸿达兴业,-6.0836876552,★
600077,宋都股份,-6.06905018409,★
002241,歌尔股份,-6.06818542667,★
002179,中航光电,-6.05944733692,★
600774,汉商集团,-6.05606347606,★
000780,*ST平能,-6.0539581686,★
600015,华夏银行,-6.0309920446,★
601216,君正集团,-6.02015047823,
601998,中信银行,-6.01465383745,
002163,中航三鑫,-6.01463436495,
300303,聚飞光电,-6.00870477499,★
600519,贵州茅台,-6.00556868605,★
002654,万润科技,-6.00394387803,★
600502,安徽水利,-5.99594024294,★
300257,开山股份,-5.99175374757,★
600405,动力源,-5.98940040555,★
601016,节能风电,-5.98749534702,★
002381,双箭股份,-5.9795414675,★
600595,中孚实业,-5.95901343442,★
300685,艾德生物,-5.95705644194,★
300021,大禹节水,-5.9543419042,
002619,艾格拉斯,-5.947015715,
300131,英唐智控,-5.9465590516,★
600090,同济堂,-5.94465142283,★
000722,湖南发展,-5.94275100861,★
600354,敦煌种业,-5.94260360135,★
300633,开立医疗,-5.92722903498,★
300091,金通灵,-5.922232228,★
600767,*ST运盛,-5.92077151973,★
603356,华菱精工,-5.9181804658,
300457,赢合科技,-5.90675471948,★
002655,共达电声,-5.8935650192,★
600033,福建高速,-5.8909995737,★
002441,众业达,-5.88083057478,★
002118,紫鑫药业,-5.87384210177,★
300111,向日葵,-5.86852228571,★
002156,通富微电,-5.86514606025,★
600863,内蒙华电,-5.85914519236,★
002892,科力尔,-5.85876550141,★
300017,网宿科技,-5.84839080491,★
002850,科达利,-5.84298223568,★
300597,吉大通信,-5.83792614485,★
600166,福田汽车,-5.83589057973,★
002489,浙江永强,-5.82597261958,★
300362,天翔环境,-5.82554476583,
000830,鲁西化工,-5.80531107944,★
002152,广电运通,-5.80405162832,★
600004,白云机场,-5.80116421661,★
600552,凯盛科技,-5.79980235565,★
002586,围海股份,-5.79673313391,
002352,顺丰控股,-5.79419563652,★
600110,诺德股份,-5.79324171473,★
002328,新朋股份,-5.78671939127,★
300012,华测检测,-5.781322474,★
002272,川润股份,-5.77746088405,★
600888,新疆众和,-5.7689421133,★
300328,宜安科技,-5.76019337119,★
300203,聚光科技,-5.75916788085,
000913,钱江摩托,-5.75876611264,★
002160,常铝股份,-5.75416949338,
600510,黑牡丹,-5.74982080405,★
000726,鲁 泰Ａ,-5.74911432484,★
000877,天山股份,-5.7476978977,★
000999,华润三九,-5.73600163201,★
600432,*ST吉恩,-5.73148457067,
002695,煌上煌,-5.72971482702,★
002643,万润股份,-5.70702715436,★
600231,凌钢股份,-5.7045156028,★
601929,吉视传媒,-5.70259180422,★
601006,大秦铁路,-5.69616319169,
600359,新农开发,-5.69278043111,
000953,*ST河化,-5.67480907848,★
002464,众应互联,-5.67051320815,
600988,赤峰黄金,-5.66795533761,★
000862,银星能源,-5.6629506095,★
002810,山东赫达,-5.65462629839,★
300406,九强生物,-5.6474403663,★
300630,普利制药,-5.63313187348,★
603520,司太立,-5.63159643923,★
600731,湖南海利,-5.61735880028,★
002053,云南能投,-5.60982864676,
600477,杭萧钢构,-5.59718732681,★
002370,亚太药业,-5.59406737904,
601166,兴业银行,-5.59187339853,
603559,中通国脉,-5.5852522212,
002450,康得新,-5.58200626214,
600141,兴发集团,-5.56869488041,★
000157,中联重科,-5.56290796446,★
000708,大冶特钢,-5.53846442083,★
600551,时代出版,-5.53133451008,★
600085,同仁堂,-5.51226237783,★
600726,华电能源,-5.50516222576,★
000988,华工科技,-5.49488432437,★
002521,齐峰新材,-5.49009569716,
603816,顾家家居,-5.48529321484,★
600648,外高桥,-5.46904327909,★
603757,大元泵业,-5.46415276113,★
002770,科迪乳业,-5.45171242605,★
300568,星源材质,-5.44596302177,★
600455,博通股份,-5.44590953686,★
002007,华兰生物,-5.43656913317,★
300400,劲拓股份,-5.42922149818,★
002645,华宏科技,-5.41804438184,
300651,金陵体育,-5.41663249915,★
600811,东方集团,-5.41495026934,★
002099,海翔药业,-5.41405393068,★
600746,江苏索普,-5.41106776881,★
600298,安琪酵母,-5.40305302404,★
600535,天士力,-5.38519583568,★
000661,长春高新,-5.37854527679,★
603228,景旺电子,-5.37629845217,★
000673,当代东方,-5.37258997819,
300097,智云股份,-5.35785056842,★
300327,中颖电子,-5.35484824929,★
002223,鱼跃医疗,-5.35205028949,★
300676,华大基因,-5.34169996332,★
002534,杭锅股份,-5.34118149577,★
300088,长信科技,-5.34083077613,
002411,必康股份,-5.32716736819,
600352,浙江龙盛,-5.32186033722,★
603203,快克股份,-5.32037276903,★
603138,海量数据,-5.31479542648,★
300179,四方达,-5.31017651809,★
002663,普邦股份,-5.30718699778,
002164,宁波东力,-5.30437124323,★
600887,伊利股份,-5.30413214001,★
600000,浦发银行,-5.30036239917,
002397,梦洁股份,-5.29927768688,★
002355,兴民智通,-5.29826083596,
600515,海航基础,-5.29818408224,
300433,蓝思科技,-5.29703525591,★
300178,腾邦国际,-5.26742090794,★
000980,众泰汽车,-5.26616008869,★
000968,蓝焰控股,-5.26087616882,★
300297,蓝盾股份,-5.26037038542,★
002394,联发股份,-5.25971997733,★
603018,中设集团,-5.2580780153,★
002263,大 东 南,-5.24658550682,★
300172,中电环保,-5.2438521674,★
300593,新雷能,-5.23691238616,★
002383,合众思壮,-5.23194134038,★
300116,坚瑞沃能,-5.22912548502,
601011,宝泰隆,-5.21911375094,★
002044,美年健康,-5.20014042017,★
300214,日科化学,-5.19608337506,★
603456,九洲药业,-5.19427282454,★
002766,索菱股份,-5.19037364248,★
002249,大洋电机,-5.17796495545,★
603990,麦迪科技,-5.16843330787,
000880,潍柴重机,-5.16805643444,★
600439,瑞贝卡,-5.15921440369,
603056,德邦股份,-5.14808031909,
002372,伟星新材,-5.14718064361,★
002266,浙富控股,-5.12860466494,★
002721,金一文化,-5.12200808519,
300296,利亚德,-5.10994038504,★
002730,电光科技,-5.10774942853,★
300668,杰恩设计,-5.10108250248,★
600017,日照港,-5.09851122969,★
300036,超图软件,-5.09069557909,★
601988,中国银行,-5.07471464113,
300364,中文在线,-5.06993276042,
601139,深圳燃气,-5.04784641411,★
300570,太辰光,-5.03371052812,★
601106,*ST一重,-5.02748362735,★
002333,罗普斯金,-5.02605415844,★
000616,海航投资,-4.99484915281,
000821,京山轻机,-4.989231312,★
600642,申能股份,-4.97578265909,★
600276,恒瑞医药,-4.96802859097,★
603885,吉祥航空,-4.96181225477,★
300604,长川科技,-4.96097294755,
000709,河钢股份,-4.95938056331,★
600649,城投控股,-4.95807348351,
603517,绝味食品,-4.95583468173,★
600177,雅戈尔,-4.9501350623,
603878,武进不锈,-4.94761045098,★
002227,奥 特 迅,-4.92404378417,★
300396,迪瑞医疗,-4.91827118809,★
300583,赛托生物,-4.9043925135,★
002049,紫光国芯,-4.88429892271,★
002139,拓邦股份,-4.87231414748,★
002034,旺能环境,-4.85650501119,★
002228,合兴包装,-4.85176148326,★
000333,美的集团,-4.84182037086,★
600600,青岛啤酒,-4.84018681809,★
600157,永泰能源,-4.83586144317,
600163,中闽能源,-4.83538283784,
600138,中青旅,-4.83055741108,★
600429,三元股份,-4.81790951988,★
002617,露笑科技,-4.81660711387,★
300217,东方电热,-4.81293613404,★
600997,开滦股份,-4.7994200878,★
300011,鼎汉技术,-4.79455126055,★
002863,今飞凯达,-4.79420436889,★
300199,翰宇药业,-4.78849178063,★
002793,东音股份,-4.78688343652,★
300185,通裕重工,-4.7711525572,★
002254,泰和新材,-4.76315117974,★
002100,天康生物,-4.75527978346,★
000423,东阿阿胶,-4.74574297053,★
300122,智飞生物,-4.74526341822,★
300525,博思软件,-4.74248698388,★
300401,花园生物,-4.72736645595,★
600978,宜华生活,-4.71159849202,
002511,中顺洁柔,-4.69714851532,★
002532,新界泵业,-4.68874489475,
000540,中天金融,-4.6759921333,★
000727,华东科技,-4.67497855009,★
600643,爱建集团,-4.66781730252,
600023,浙能电力,-4.66038179487,
300289,利德曼,-4.64434563938,★
002707,众信旅游,-4.64369502864,★
603838,四通股份,-4.63933904585,★
600252,中恒集团,-4.63151528441,★
601515,东风股份,-4.62970568645,★
000809,*ST新城,-4.62758483063,★
300418,昆仑万维,-4.62190255176,★
000757,浩物股份,-4.61524758386,
600126,杭钢股份,-4.60175610303,★
300234,开尔新材,-4.59780165453,★
002798,帝王洁具,-4.59559252917,★
600479,千金药业,-4.59319548041,★
002497,雅化集团,-4.59147283487,★
002175,东方网络,-4.58964913837,
600807,天业股份,-4.58014619052,★
600397,安源煤业,-4.57922623969,★
600808,马钢股份,-4.57541414127,★
600172,黄河旋风,-4.57344180976,★
300246,宝莱特,-4.56837336503,★
300475,聚隆科技,-4.56344539696,★
002250,联化科技,-4.56343392741,★
600219,南山铝业,-4.55617849411,★
600663,陆家嘴,-4.54334188414,
603567,珍宝岛,-4.49994177468,★
000078,海王生物,-4.49783394733,★
601918,新集能源,-4.48591050508,★
601311,骆驼股份,-4.47741993801,★
002093,国脉科技,-4.47420979237,★
600560,金自天正,-4.46171582414,★
300438,鹏辉能源,-4.46102538885,★
601566,九牧王,-4.45511681373,★
002583,海能达,-4.44159280773,★
601678,滨化股份,-4.43875732661,★
600330,天通股份,-4.4376062952,★
600382,广东明珠,-4.43453308647,★
603877,太平鸟,-4.42887598163,★
601369,陕鼓动力,-4.42045927887,★
000413,东旭光电,-4.40528170296,★
002215,诺 普 信,-4.404878655,★
002584,西陇科学,-4.40223553691,★
603599,广信股份,-4.40079984422,★
000909,数源科技,-4.38620632131,★
600809,山西汾酒,-4.37176853661,★
000710,贝瑞基因,-4.36477732467,★
603936,博敏电子,-4.35294849892,★
600705,中航资本,-4.33154727446,★
000498,山东路桥,-4.33150755773,★
002387,黑牛食品,-4.32106628552,★
601111,中国国航,-4.31290880752,★
600285,羚锐制药,-4.3104784221,★
600011,华能国际,-4.27471767605,★
603556,海兴电力,-4.26477407385,★
300497,富祥股份,-4.25757772779,★
600039,四川路桥,-4.25548548266,★
000546,金圆股份,-4.25166535948,★
601107,四川成渝,-4.23736620782,★
300559,佳发安泰,-4.23077629474,★
600645,中源协和,-4.23063007359,★
002368,太极股份,-4.22787836115,★
600070,浙江富润,-4.2171500804,★
600585,海螺水泥,-4.21143625753,★
600828,茂业商业,-4.20193924892,★
603288,海天味业,-4.19303186957,★
002059,云南旅游,-4.18050026799,
002029,七 匹 狼,-4.16966663126,
002507,涪陵榨菜,-4.16134665593,★
300423,鲁亿通,-4.13782122892,
600558,大西洋,-4.1222361938,★
600103,青山纸业,-4.11820748048,★
603601,再升科技,-4.115388473,★
300081,恒信东方,-4.10672253452,
002685,华东重机,-4.10408196683,★
603021,山东华鹏,-4.09698789079,
002789,建艺集团,-4.0948082694,★
300642,透景生命,-4.09158226927,★
002640,跨境通,-4.08985315688,★
600202,哈空调,-4.0851085779,★
603598,引力传媒,-4.07979252673,
600802,福建水泥,-4.06767396192,★
601699,潞安环能,-4.06335121022,★
002126,银轮股份,-4.05972295847,★
300141,和顺电气,-4.05839438228,★
600710,ST常林,-4.05558038433,★
300071,华谊嘉信,-4.05111524263,★
000534,万泽股份,-4.04308502274,★
002391,长青股份,-4.03166728264,★
002594,比亚迪,-4.02651410041,★
000408,藏格控股,-4.0234388147,★
600567,山鹰纸业,-4.01986121981,★
002173,创新医疗,-4.01903759439,★
601118,海南橡胶,-4.00238820245,★
600529,山东药玻,-3.99700636163,★
000040,东旭蓝天,-3.95819397548,★
002304,洋河股份,-3.95768278437,★
000892,欢瑞世纪,-3.93816965947,★
000716,黑芝麻,-3.93359762574,★
300509,新美星,-3.9330709652,★
600094,大名城,-3.92897031472,★
002242,九阳股份,-3.92725486242,★
600829,人民同泰,-3.92549100201,★
600725,ST云维,-3.92122242466,★
000038,深大通,-3.92099543481,★
300478,杭州高新,-3.90998257398,★
000895,双汇发展,-3.90970002272,★
600865,百大集团,-3.90579009885,★
002455,百川股份,-3.88382234543,★
002107,沃华医药,-3.88082211106,★
300118,东方日升,-3.86809367275,★
300014,亿纬锂能,-3.86460267247,★
000902,新洋丰,-3.85462634022,★
000008,神州高铁,-3.85366574876,★
600370,三房巷,-3.82405733088,★
600067,冠城大通,-3.82373063044,★
000034,神州数码,-3.82156041325,★
002268,卫 士 通,-3.82053982398,★
000683,远兴能源,-3.81220274549,★
000723,美锦能源,-3.79767914149,
601669,中国电建,-3.79302520379,
603899,晨光文具,-3.77656045798,★
600892,大晟文化,-3.77473050001,★
600029,南方航空,-3.7664404428,★
000996,中国中期,-3.76384798354,★
600727,鲁北化工,-3.76030917771,★
600420,现代制药,-3.75994243138,★
603308,应流股份,-3.75270511814,★
603919,金徽酒,-3.74310651973,★
600136,当代明诚,-3.73072600064,★
300208,恒顺众昇,-3.70970674982,
603638,艾迪精密,-3.70818672785,
000861,海印股份,-3.70581268724,★
300058,蓝色光标,-3.69344628271,
002080,中材科技,-3.69050374448,★
002110,三钢闽光,-3.68149266138,★
300148,天舟文化,-3.67842331306,
600232,金鹰股份,-3.66755122525,★
002396,星网锐捷,-3.66527346319,★
601188,龙江交通,-3.66031995779,★
002382,蓝帆医疗,-3.65823791871,★
601328,交通银行,-3.65154170119,
600410,华胜天成,-3.64939583301,★
000100,TCL 集团,-3.64784462223,★
600605,汇通能源,-3.64542923835,★
603318,派思股份,-3.64294953528,
600858,银座股份,-3.64275458627,
603806,福斯特,-3.64043192594,★
002311,海大集团,-3.63791191922,★
603337,杰克股份,-3.6152676721,★
300039,上海凯宝,-3.60369420859,
002084,海鸥住工,-3.60290554981,★
603568,伟明环保,-3.60066840237,★
300601,康泰生物,-3.59526596304,★
002653,海思科,-3.59370768665,★
000420,吉林化纤,-3.58486630105,★
002004,华邦健康,-3.584603677,
603602,纵横通信,-3.57821241302,
600998,九州通,-3.57129440644,★
603636,南威软件,-3.56210460779,
002072,凯瑞德,-3.55945826688,
002819,东方中科,-3.5559043386,★
002351,漫步者,-3.54259377537,★
000525,红 太 阳,-3.53915004106,★
000949,新乡化纤,-3.53066593952,★
300381,溢多利,-3.52810031177,★
603369,今世缘,-3.51520963473,★
002255,海陆重工,-3.51111287341,★
603686,龙马环卫,-3.50439737917,★
002516,旷达科技,-3.50421293359,★
002468,申通快递,-3.50028931259,★
002350,北京科锐,-3.49676878716,★
300061,康旗股份,-3.48657253735,★
600104,上汽集团,-3.48587191984,★
300470,日机密封,-3.48511185077,★
600798,宁波海运,-3.48181301882,★
300255,常山药业,-3.47013269992,★
600153,建发股份,-3.46476806349,★
000883,湖北能源,-3.42673715298,★
600018,上港集团,-3.42039683162,★
600081,东风科技,-3.41435466275,★
000731,四川美丰,-3.4018603008,★
002358,森源电气,-3.38164953859,
002705,新宝股份,-3.3726371855,★
002082,万邦德,-3.37123839208,★
600170,上海建工,-3.36667420748,★
002443,金洲管道,-3.36512879148,★
002610,爱康科技,-3.34344409585,★
601137,博威合金,-3.3416794771,★
600195,中牧股份,-3.33385680781,★
000552,靖远煤电,-3.3337404862,★
000418,小天鹅Ａ,-3.32844556361,★
000573,粤宏远Ａ,-3.32209880293,★
300356,光一科技,-3.32042052443,
600189,吉林森工,-3.3185655157,★
300625,三雄极光,-3.31755555318,★
002435,长江润发,-3.3172706115,
600532,宏达矿业,-3.31029901554,★
600258,首旅酒店,-3.30880330671,★
600299,安迪苏,-3.30645539857,★
002726,龙大肉食,-3.28786709638,
300142,沃森生物,-3.28502840456,★
600960,渤海活塞,-3.28175426016,
600056,中国医药,-3.27369345951,★
600260,凯乐科技,-3.27156396225,
002055,得润电子,-3.27045434276,
600602,云赛智联,-3.26731627522,★
300616,尚品宅配,-3.26203276669,★
300300,汉鼎宇佑,-3.25448163647,★
002078,太阳纸业,-3.25445607418,★
300378,鼎捷软件,-3.2453483472,★
002064,华峰氨纶,-3.23363221484,★
600653,申华控股,-3.22549421915,★
300077,国民技术,-3.22403645124,★
002859,洁美科技,-3.1988504072,★
002625,光启技术,-3.19274680866,★
600795,国电电力,-3.18722210977,★
002602,世纪华通,-3.18550542224,
002120,韵达股份,-3.17495986827,★
002572,索菲亚,-3.16416507034,★
300365,恒华科技,-3.15819435469,★
002585,双星新材,-3.1544016939,★
600117,西宁特钢,-3.14854514171,
600516,方大炭素,-3.13933958996,★
002075,沙钢股份,-3.11547821851,
603658,安图生物,-3.11401081996,★
300503,昊志机电,-3.10311603506,★
002408,齐翔腾达,-3.09858928523,★
600565,迪马股份,-3.09637566038,★
002828,贝肯能源,-3.09129452423,★
600660,福耀玻璃,-3.08830329748,★
002302,西部建设,-3.08340028994,★
002848,高斯贝尔,-3.08074713018,★
002074,国轩高科,-3.07549129487,★
002627,宜昌交运,-3.05513389392,★
300261,雅本化学,-3.05379809018,★
000651,格力电器,-3.04306559454,★
600323,瀚蓝环境,-3.04072619161,★
300108,吉药控股,-3.03424922691,
600114,东睦股份,-3.02241462537,★
600071,凤凰光学,-3.0144511874,★
002031,巨轮智能,-3.01045511171,★
600761,安徽合力,-2.99958327321,★
002023,海特高新,-2.99108411896,
002001,新 和 成,-2.98659166262,★
601003,柳钢股份,-2.98621252371,★
300233,金城医药,-2.98418531825,
002668,奥马电器,-2.97987545448,★
002412,汉森制药,-2.96657154318,★
002630,华西能源,-2.94425293642,★
002463,沪电股份,-2.94422751833,★
601677,明泰铝业,-2.94195103395,★
601877,正泰电器,-2.93239553058,★
600665,天地源,-2.91504619425,★
002506,协鑫集成,-2.91162024906,★
002167,东方锆业,-2.89666002936,★
600586,金晶科技,-2.88655753882,★
002652,扬子新材,-2.88565066604,★
601633,长城汽车,-2.84678732859,
300370,安控科技,-2.84081320087,
002056,横店东磁,-2.83521144316,★
002124,天邦股份,-2.83519905325,★
600569,安阳钢铁,-2.79741211561,★
300567,精测电子,-2.77182501092,★
601229,上海银行,-2.76885345174,★
600462,九有股份,-2.7553458092,★
603399,吉翔股份,-2.75253747362,★
603096,新经典,-2.74895767841,★
600563,法拉电子,-2.74591118194,★
603609,禾丰牧业,-2.73976661103,
300094,国联水产,-2.73333646103,★
600309,万华化学,-2.72221790967,
601000,唐山港,-2.71880061386,★
002130,沃尔核材,-2.71089136282,
300169,天晟新材,-2.7023376799,★
601113,华鼎股份,-2.69791554826,★
002239,奥特佳,-2.67960342853,★
603866,桃李面包,-2.67903268166,★
002342,巨力索具,-2.66842022311,★
002570,贝因美,-2.65288998471,★
300437,清水源,-2.65264601927,
300353,东土科技,-2.64689108828,★
603111,康尼机电,-2.64358748279,★
600706,曲江文旅,-2.63102941962,★
600853,龙建股份,-2.62706031566,
000049,德赛电池,-2.62399142268,★
300134,大富科技,-2.61322366585,
002550,千红制药,-2.59012154599,★
002580,圣阳股份,-2.57236610364,★
601158,重庆水务,-2.57012297143,★
600167,联美控股,-2.56047547114,★
600712,南宁百货,-2.56038082213,★
002691,冀凯股份,-2.54134965969,★
601169,北京银行,-2.53932492336,★
002166,莱茵生物,-2.52596044995,★
002599,盛通股份,-2.50382550431,★
002761,多喜爱,-2.48868174923,★
300221,银禧科技,-2.47990333409,★
603355,莱克电气,-2.47899817293,★
603825,华扬联众,-2.47684468216,★
601908,京运通,-2.47125861717,★
300080,易成新能,-2.4633013472,★
603728,鸣志电器,-2.45428548032,★
600884,杉杉股份,-2.45261337702,★
300459,金科文化,-2.45158700717,★
002768,国恩股份,-2.44619240393,
300363,博腾股份,-2.42523055234,
002390,信邦制药,-2.42407201419,★
600262,北方股份,-2.41745707811,★
002607,亚夏汽车,-2.40489366265,★
300427,红相电力,-2.39959754789,★
002688,金河生物,-2.39435181272,★
000566,海南海药,-2.34475308586,
002505,大康农业,-2.33965609174,
002601,龙蟒佰利,-2.33391547127,★
002259,升达林业,-2.31554147037,
002131,利欧股份,-2.29616890771,★
002345,潮宏基,-2.28821345628,
300532,今天国际,-2.27497561429,★
000931,中 关 村,-2.24626457134,★
300187,永清环保,-2.23177853081,★
002660,茂硕电源,-2.21855063564,★
300648,星云股份,-2.21403349968,★
002548,金新农,-2.19983525355,★
002656,摩登大道,-2.19953432015,
300367,东方网力,-2.19888311379,★
600734,实达集团,-2.19669837997,
600182,S佳通,-2.19602005217,★
002829,星网宇达,-2.18792667054,★
002872,天圣制药,-2.18238563674,★
300537,广信材料,-2.17112218129,★
600196,复星医药,-2.15074616283,★
600987,航民股份,-2.14452086699,★
300314,戴维医疗,-2.14157241108,★
002841,视源股份,-2.13139937496,★
300527,华舟应急,-2.1021111012,
601018,宁波港,-2.09217340761,
300628,亿联网络,-2.06484062028,★
300322,硕贝德,-2.05297871469,★
002540,亚太科技,-2.03986296691,★
002065,东华软件,-2.03903205975,★
002624,完美世界,-2.01178789249,
600623,华谊集团,-2.00518791852,
300319,麦捷科技,-1.99864556135,★
000063,中兴通讯,-1.98513440534,★
002698,博实股份,-1.97539240416,
002319,乐通股份,-1.96423789593,★
002192,融捷股份,-1.95510663863,★
600779,水井坊,-1.94974617702,★
603338,浙江鼎力,-1.9452513844,★
002837,英维克,-1.94363389229,★
601882,海天精工,-1.93542365155,
300272,开能环保,-1.93289414983,★
300681,英搏尔,-1.92955170976,★
600857,宁波中百,-1.9253766715,★
002838,道恩股份,-1.91378935348,★
002343,慈文传媒,-1.859889373,★
000963,华东医药,-1.85573918891,★
601886,江河集团,-1.8444980685,★
300032,金龙机电,-1.83545087603,
600022,山东钢铁,-1.81745327258,★
603968,醋化股份,-1.81511435521,★
600890,中房股份,-1.77330297227,★
600060,海信电器,-1.72979683133,★
002523,天桥起重,-1.70170061431,
002027,分众传媒,-1.68425232801,★
603200,上海洗霸,-1.68415375429,★
600203,福日电子,-1.66286263214,★
300001,特锐德,-1.64645907506,★
002286,保龄宝,-1.62172872562,★
002404,嘉欣丝绸,-1.619597192,★
300473,德尔股份,-1.61319724123,★
002442,龙星化工,-1.60414204481,
600522,中天科技,-1.58557547512,★
603883,老百姓,-1.57291312737,★
600186,莲花健康,-1.56959425118,★
002833,弘亚数控,-1.56885405581,★
600487,亨通光电,-1.56663256039,★
600318,新力金融,-1.56388987913,
600687,刚泰控股,-1.53430093289,★
603007,花王股份,-1.46929490919,★
002247,帝龙文化,-1.45533714677,★
002210,飞马国际,-1.436436478,
