code,name,past_p_change,past_positive
002219,恒康医疗,-1.42928711268,★
300010,立思辰,-1.40408482579,
601601,中国太保,-1.38769209882,★
000415,渤海金控,-1.3482710183,
600741,华域汽车,-1.34058830977,★
603309,维力医疗,-1.33844764469,
002119,康强电子,-1.31736429434,★
601567,三星医疗,-1.31622532234,★
002252,上海莱士,-1.31609175081,★
300373,扬杰科技,-1.30745633401,
600146,商赢环球,-1.30333287698,★
600785,新华百货,-1.30206020638,★
600080,金花股份,-1.28566436018,★
600436,片仔癀,-1.28415174722,★
300038,梅泰诺,-1.25430640687,★
002448,中原内配,-1.23766864716,
300529,健帆生物,-1.21687591897,★
000632,三木集团,-1.21268849242,★
002614,奥佳华,-1.19575495652,★
000981,银亿股份,-1.19233512704,
002112,三变科技,-1.18507007919,★
600707,彩虹股份,-1.16970651683,★
000656,金科股份,-1.15586549365,★
002410,广联达,-1.1534885445,★
300230,永利股份,-1.15325633538,★
002415,海康威视,-1.12604524639,★
000022,深赤湾Ａ,-1.11205978873,
600882,广泽股份,-1.10537788891,★
002097,山河智能,-1.0939452779,★
300463,迈克生物,-1.08544503221,★
300133,华策影视,-1.08412568061,★
600150,中国船舶,-1.0829368055,★
002560,通达股份,-1.07957957345,
601689,拓普集团,-1.07735837857,★
603696,安记食品,-1.07648667818,
300502,新易盛,-1.06629390332,★
600527,江南高纤,-1.06621758677,★
002701,奥瑞金,-1.03512833501,★
600664,哈药股份,-1.02757128602,
600306,商业城,-1.02723825017,★
002294,信立泰,-1.02580510465,★
300050,世纪鼎利,-1.0248265581,★
300040,九洲电气,-1.01739464727,★
002862,实丰文化,-0.99189936221,★
000509,华塑控股,-0.990849883858,★
300083,劲胜智能,-0.987043951129,
002032,苏 泊 尔,-0.968525969017,★
300595,欧普康视,-0.967943725723,★
002725,跃岭股份,-0.955072149837,
603077,和邦生物,-0.944912697132,★
600537,亿晶光电,-0.944011352745,★
600896,览海投资,-0.931735623474,★
600666,奥瑞德,-0.927965003488,★
000788,北大医药,-0.920271777985,★
603730,岱美股份,-0.917254327117,
002248,*ST东数,-0.911518428534,★
603997,继峰股份,-0.909114247294,★
600377,宁沪高速,-0.908766104035,★
600766,园城黄金,-0.907979613634,
603818,曲美家居,-0.878876224323,★
002842,翔鹭钨业,-0.839235715924,★
002493,荣盛石化,-0.837506451527,★
002591,恒大高新,-0.821084634715,★
002558,巨人网络,-0.811216615325,★
300103,达刚路机,-0.789904276897,
000939,凯迪生态,-0.786321537985,★
603678,火炬电子,-0.783742398708,★
300602,飞荣达,-0.758481346675,★
601021,春秋航空,-0.754690358163,★
600977,中国电影,-0.745214478541,★
002529,海源机械,-0.726765197563,★
300626,华瑞股份,-0.695962487282,★
002142,宁波银行,-0.687247670625,★
600885,宏发股份,-0.685379966811,★
600739,辽宁成大,-0.663161548002,★
600107,美尔雅,-0.648336284279,★
600967,内蒙一机,-0.618662052959,★
600867,通化东宝,-0.61309412534,★
002121,科陆电子,-0.597099476643,
002312,*ST三泰,-0.58965458614,★
603040,新坐标,-0.589401677417,★
000611,天首发展,-0.581927278816,★
002236,大华股份,-0.56199462248,★
002664,长鹰信质,-0.543131322681,★
600782,新钢股份,-0.52731565097,★
002334,英威腾,-0.515968792258,★
600100,同方股份,-0.5036494378,★
300002,神州泰岳,-0.483290362,
300282,汇冠股份,-0.475084776147,★
600408,安泰集团,-0.47094738334,★
600338,西藏珠峰,-0.468993079264,
000889,茂业通信,-0.464333128246,★
300371,汇中股份,-0.403318692341,★
300299,富春股份,-0.399359487332,
002061,浙江交科,-0.397862088337,★
300232,洲明科技,-0.366350890503,★
600979,广安爱众,-0.357052443683,★
300411,金盾股份,-0.331692788453,★
002729,好利来,-0.328172435861,★
300656,民德电子,-0.31400284987,★
600525,长园集团,-0.307796417327,★
002867,周大生,-0.304436966802,★
300195,长荣股份,-0.288398883426,★
300031,宝通科技,-0.282200866392,★
300357,我武生物,-0.262027939734,★
603716,塞力斯,-0.244460098981,★
300580,贝斯特,-0.220563463228,
600282,南钢股份,-0.217798459758,★
603019,中科曙光,-0.211596799228,★
603789,星光农机,-0.195970489031,★
002678,珠江钢琴,-0.19560406462,★
600236,桂冠电力,-0.181933751116,★
600482,中国动力,-0.151755792495,★
300270,中威电子,-0.145766942217,★
600841,上柴股份,-0.138000119714,★
600566,济川药业,-0.135851074912,★
002422,科伦药业,-0.132934399433,★
300271,华宇软件,-0.127115047939,★
600658,电子城,-0.089358233622,★
002713,东易日盛,-0.0447507231301,★
300518,盛讯达,-0.041536162721,
000888,峨眉山Ａ,-0.0128958807212,★
000976,华铁股份,-0.00608835775875,★
002015,霞客环保,0.00147106659349,★
000029,深深房Ａ,0.00231154793471,★
002666,德联集团,0.00358345811426,★
600742,一汽富维,0.00674787881914,★
600152,维科精华,0.00995693932691,★
600603,广汇物流,0.0100150731672,★
002439,启明星辰,0.0102587438071,★
600617,国新能源,0.0130432944913,★
300409,道氏技术,0.0171600376443,★
000004,国农科技,0.0184792891601,★
300389,艾比森,0.0686861539939,
000096,广聚能源,0.0837822689908,
002465,海格通信,0.105686818829,★
002073,软控股份,0.131368722964,★
002719,麦趣尔,0.146399751709,
600315,上海家化,0.148900467046,★
600685,中船防务,0.149029768656,★
300650,太龙照明,0.150490103811,★
000587,金洲慈航,0.153812006575,★
603799,华友钴业,0.186154335035,★
002647,民盛金科,0.20979922688,★
002545,东方铁塔,0.224816338921,★
603626,科森科技,0.229944361373,★
300144,宋城演艺,0.269622628428,★
600351,亚宝药业,0.289925693905,★
002303,美盈森,0.310704010598,★
600806,*ST昆机,0.320828964394,★
300015,爱尔眼科,0.328047498258,★
603508,思维列控,0.3426495478,★
300654,世纪天鸿,0.342814218248,★
600498,烽火通信,0.357764567907,★
000766,通化金马,0.360743602548,★
300301,长方集团,0.361557104767,★
000550,江铃汽车,0.377010354685,★
600545,卓郎智能,0.387134632688,★
600900,长江电力,0.438996432973,★
603158,腾龙股份,0.510750406078,★
600870,厦华电子,0.521831646296,★
600738,兰州民百,0.524675606025,★
603959,百利科技,0.534714255477,★
300340,科恒股份,0.53806848183,★
002690,美亚光电,0.538641203288,★
603667,五洲新春,0.550428697439,★
002047,宝鹰股份,0.552875185312,★
002089,新 海 宜,0.567454218091,
300136,信维通信,0.584610854954,
600511,国药股份,0.586906561669,★
600388,龙净环保,0.591349267941,★
002440,闰土股份,0.615262578451,★
600088,中视传媒,0.627423674911,
600486,扬农化工,0.630997619022,★
300067,安诺其,0.651327351298,
002638,勤上股份,0.65692068956,★
300174,元力股份,0.696025425823,★
600283,钱江水利,0.703223237189,★
600365,通葡股份,0.714783226158,★
600399,抚顺特钢,0.718224958469,
600337,美克家居,0.734619905078,★
002193,如意集团,0.74522110811,★
601799,星宇股份,0.776654303491,★
002891,中宠股份,0.805736826864,★
000620,新华联,0.816850491113,★
300385,雪浪环境,0.852564679855,★
600518,康美药业,0.878527554866,★
002271,东方雨虹,0.888551789006,★
600083,博信股份,0.897850021507,★
002423,中原特钢,0.909695765558,★
002491,通鼎互联,0.911545306781,★
603085,天成自控,0.920456870039,★
603515,欧普照明,0.930535963127,★
002815,崇达技术,0.937618282849,★
300202,聚龙股份,0.941108244353,★
603688,石英股份,0.951751409583,★
603588,高能环境,0.973781064399,★
002098,浔兴股份,0.985229838446,★
300315,掌趣科技,1.01360115591,
600872,中炬高新,1.05189415144,★
600784,鲁银投资,1.11123494466,
002735,王子新材,1.12268674659,★
600521,华海药业,1.16680660782,★
000752,西藏发展,1.16818303266,
002718,友邦吊顶,1.19675876633,★
002071,长城影视,1.2021406351,
000056,皇庭国际,1.21415106037,
600130,波导股份,1.23803106906,
300376,易事特,1.25131275945,★
002309,中利集团,1.27001564841,★
002459,天业通联,1.29218929205,★
002873,新天药业,1.33852234481,★
000035,中国天楹,1.34519473262,★
603939,益丰药房,1.36908275315,★
000989,九 芝 堂,1.36992724645,★
000411,英特集团,1.37320343668,★
600638,新黄浦,1.37591956334,★
002734,利民股份,1.3901684151,★
300431,暴风集团,1.39122207793,★
601005,*ST重钢,1.39646265339,★
000898,鞍钢股份,1.39740898302,★
002665,首航节能,1.40054803684,★
600898,国美通讯,1.42798616918,★
300037,新宙邦,1.45651406412,★
300074,华平股份,1.49061838891,★
000977,浪潮信息,1.49270155163,★
300044,赛为智能,1.49755344445,★
002626,金达威,1.51325757793,★
300424,航新科技,1.51366269665,
002102,冠福股份,1.55733102066,★
603268,松发股份,1.56633674081,★
600216,浙江医药,1.57144662918,★
002832,比音勒芬,1.57827558673,★
300259,新天科技,1.58833928617,★
600499,科达洁能,1.59556677948,★
002756,永兴特钢,1.6000299787,★
002020,京新药业,1.66008171737,★
002033,丽江旅游,1.67313687116,
300429,强力新材,1.67330651031,★
002920,德赛西威,1.71637274176,★
600877,*ST嘉陵,1.72762676467,★
601888,中国国旅,1.81873289608,★
002722,金轮股份,1.86862763972,★
002777,久远银海,1.91046141613,★
600257,大湖股份,1.94121492598,
300170,汉得信息,1.94134360254,★
600346,恒力股份,1.94951394782,★
002589,瑞康医药,1.98208813667,★
603199,九华旅游,2.04928972682,★
002519,银河电子,2.08461022258,★
600215,长春经开,2.11228135938,★
002609,捷顺科技,2.11694182716,★
002008,大族激光,2.14629584731,★
600229,城市传媒,2.1491155414,
300003,乐普医疗,2.15440743184,★
002870,香山股份,2.15579025657,
603787,新日股份,2.1573106907,★
002905,金逸影视,2.23962202879,★
000900,现代投资,2.2919150859,★
601100,恒立液压,2.31392279981,★
300180,华峰超纤,2.32036221372,★
600051,宁波联合,2.32296930724,★
002478,常宝股份,2.328733457,
002681,奋达科技,2.33457911167,★
603833,欧派家居,2.34500127229,★
300113,顺网科技,2.36100936641,★
600753,东方银星,2.3870380509,★
300219,鸿利智汇,2.40541830088,★
300004,南风股份,2.45062484165,
000755,*ST三维,2.49877768825,★
002712,思美传媒,2.52345263819,★
002480,新筑股份,2.560863098,★
002095,生 意 宝,2.59140500651,★
002417,深南股份,2.59493432324,★
300661,圣邦股份,2.60899021032,
000932,*ST华菱,2.61573298526,★
603025,大豪科技,2.62567116872,★
600577,精达股份,2.63621786853,★
300189,神农基因,2.63947571287,★
300168,万达信息,2.64519892571,★
300510,金冠电气,2.68090249079,★
002180,纳思达,2.7202403632,★
002138,顺络电子,2.73894788167,★
600539,狮头股份,2.78863646415,
300258,精锻科技,2.81628015803,★
600187,国中水务,2.8590226444,★
600703,三安光电,2.86025104122,★
300308,中际旭创,2.8930640082,★
600348,阳泉煤业,2.90837719613,★
300392,腾信股份,2.95853877311,★
600019,宝钢股份,2.97290545544,★
002217,合力泰,2.97314300578,★
601966,玲珑轮胎,3.05697564193,★
000950,*ST建峰,3.08337362185,
300441,鲍斯股份,3.08598341021,★
600671,天目药业,3.14344566514,★
300196,长海股份,3.18266780512,★
300455,康拓红外,3.22712529729,★
600270,外运发展,3.23524343458,★
603180,金牌厨柜,3.33978213196,★
600636,*ST爱富,3.3763202885,★
300073,当升科技,3.41593766917,★
603822,嘉澳环保,3.42693647291,★
603858,步长制药,3.42921849205,★
300483,沃施股份,3.42942070465,★
300292,吴通控股,3.46495438625,★
603039,泛微网络,3.4870454934,
603117,万林股份,3.53858104024,★
600228,*ST昌九,3.60141124579,★
603895,天永智能,3.63334115898,
002621,三垒股份,3.64819170476,★
002251,步 步 高,3.66206914654,★
603377,东方时尚,3.72972352791,★
002488,金固股份,3.75494335676,★
002127,南极电商,3.76667880971,★
002399,海普瑞,3.7901291046,★
600844,*ST丹科,3.87217886774,★
300492,山鼎设计,3.88155234693,
300176,鸿特精密,3.93809645957,★
603555,贵人鸟,3.95039021755,★
300101,振芯科技,3.98527654079,★
000567,海德股份,4.08580092781,★
002588,史丹利,4.13745480649,★
300547,川环科技,4.14929822382,
600686,金龙汽车,4.15942574726,★
002723,金莱特,4.16019464728,
600221,海航控股,4.16931512467,★
000584,哈工智能,4.19752624874,★
300188,美亚柏科,4.19938941584,★
300324,旋极信息,4.25728463361,★
600965,福成股份,4.26151742325,★
601069,西部黄金,4.27538713749,★
600634,富控互动,4.40293749941,★
600745,闻泰科技,4.42976975448,★
002341,新纶科技,4.47462162521,★
601339,百隆东方,4.47501773653,★
603328,依顿电子,4.48508668328,★
300393,中来股份,4.58524875057,★
002279,久其软件,4.60108701018,★
002240,威华股份,4.62192854097,★
300240,飞力达,4.67788914061,
300124,汇川技术,4.69405494862,★
002426,胜利精密,4.71968394899,★
600183,生益科技,4.85935324179,★
601700,风范股份,4.88762957565,★
002644,佛慈制药,4.91277050511,★
002203,海亮股份,4.93851149729,★
603033,三维股份,5.01849188725,★
002153,石基信息,5.02252671012,★
600273,嘉化能源,5.0589126292,★
603889,新澳股份,5.11986333131,★
300641,正丹股份,5.12772103562,★
300068,南都电源,5.40706109241,★
000528,柳 工,5.49337907086,★
000825,太钢不锈,5.51564831856,★
002851,麦格米特,5.62784093421,★
300348,长亮科技,5.67764230418,
000031,中粮地产,5.68537769619,★
601600,中国铝业,5.75795922414,★
600608,*ST沪科,5.79202314338,★
002485,希努尔,5.84040383346,★
002524,光正集团,5.84376995769,★
002176,江特电机,5.98355821208,★
600207,安彩高科,5.99198242157,★
000516,国际医学,6.07792062075,★
002878,元隆雅图,6.11241913671,
000301,东方市场,6.21406255934,★
600313,农发种业,6.23309412604,
002575,群兴玩具,6.30144224718,
000046,泛海控股,6.31396493184,
002043,兔 宝 宝,6.3268842233,★
000155,川化股份,6.42316849808,★
300408,三环集团,6.44743826096,★
300047,天源迪科,6.55590366733,★
002094,青岛金王,6.65252961176,★
000019,深深宝Ａ,6.68841964618,★
600460,士兰微,6.75757039469,★
603801,志邦股份,6.75906666202,★
603660,苏州科达,6.76635617451,★
601231,环旭电子,6.7819394106,
002769,普路通,6.92932543385,★
002189,利达光电,6.97576820605,★
300253,卫宁健康,7.21951990492,★
600695,绿庭投资,7.40979979808,★
002543,万和电气,7.54444702027,★
300682,朗新科技,7.54829306983,
002324,普利特,7.83337528128,★
600378,天科股份,7.99471601459,★
300369,绿盟科技,8.01671504449,
000007,全新好,8.05472701057,★
600751,天海投资,8.17933794592,★
002398,建研集团,8.28586608969,
002727,一心堂,8.36939436927,★
002449,国星光电,8.40231348359,★
300277,海联讯,8.41200828319,
002699,美盛文化,8.43273601644,★
600084,中葡股份,8.50855956611,★
600661,新南洋,8.60198313742,★
300425,环能科技,8.73983191139,★
002600,江粉磁材,8.8029291024,★
300146,汤臣倍健,8.81218231649,★
002520,日发精机,8.84727310816,★
002028,思源电气,8.87185505184,★
000681,视觉中国,8.93597781617,★
600165,新日恒力,9.1683001553,★
600593,大连圣亚,9.287830806,★
600066,宇通客车,9.35141008735,★
002136,安 纳 达,9.43965079408,★
300287,飞利信,9.51364909468,★
300323,华灿光电,9.5770048883,★
600280,中央商场,9.62342362982,★
300226,上海钢联,9.72387228676,★
300578,会畅通讯,9.75044000975,★
600789,鲁抗医药,9.97482566512,★
300450,先导智能,10.2913326125,★
002709,天赐材料,10.3117236637,★
603738,泰晶科技,10.4587020356,★
000636,风华高科,10.5937147987,★
300285,国瓷材料,10.7501965103,★
002376,新北洋,10.8420315144,★
300514,友讯达,10.9340822742,★
000048,康达尔,10.9686129668,
002475,立讯精密,10.992465185,★
300571,平治信息,11.1903764125,★
300212,易华录,11.2607859353,★
603269,海鸥股份,11.3928999332,★
002456,欧菲科技,11.4920753645,★
002466,天齐锂业,11.9083907773,★
002738,中矿资源,11.9476783356,★
600845,宝信软件,12.6487713122,★
600733,S*ST前锋,12.9125136402,★
300413,快乐购,12.9240534614,★
002359,北讯集团,13.0899930375,★
000912,*ST天化,13.1721521767,
300166,东方国信,13.6067630912,★
600673,东阳光科,13.7912926492,★
002147,新光圆成,13.8784049854,★
600794,保税科技,14.0005680668,★
002460,赣锋锂业,14.2796128343,★
603887,城地股份,14.4337058511,★
600398,海澜之家,14.5396366253,★
600810,神马股份,14.7064122674,★
002258,利尔化学,14.829603122,★
300343,联创互联,14.8484578555,
002840,华统股份,14.9632652603,★
002336,人人乐,15.0555004361,★
300659,中孚信息,15.3120705374,
300677,英科医疗,15.5477481576,★
600581,八一钢铁,15.7900725437,★
002812,创新股份,15.9667838013,★
002547,春兴精工,16.7782637724,★
300582,英飞特,16.9079712773,★
300586,美联新材,16.9531526221,
000576,广东甘化,17.0456574276,★
300476,胜宏科技,17.0852896028,★
000006,深振业Ａ,17.6933406609,★
603032,德新交运,18.0805015893,★
600588,用友网络,18.3203086029,★
000629,*ST钒钛,18.9923743883,
601838,成都银行,21.4246383586,
603156,养元饮品,22.09616,★
601313,江南嘉捷,23.2544778503,★
002925,盈趣科技,24.3952622422,★
300451,创业软件,27.0151564153,★
600507,方大特钢,28.1384466208,★
603986,兆易创新,28.543925202,★
603578,三星新材,30.7979596832,★
000703,恒逸石化,34.7678274032,★
002926,华西证券,47.9718303759,
000816,智慧农业,48.8613891807,★
603871,嘉友国际,61.4226722331,
300739,明阳电路,63.3903318618,
603709,中源家居,72.7169564242,★
603506,南都物业,89.4354994298,
300740,御家汇,110.815757258,★
300644,南京聚隆,113.555054004,★
603516,淳中科技,137.644955226,★
002928,华夏航空,,
002929,润建通信,,
002927,泰永长征,,
603712,七一二,,
603680,今创集团,,
603059,倍加洁,,
600901,江苏租赁,,
300741,华宝股份,,
