code,name,past_p_change,past_positive,pe
000547,航天发展,-7.66551368970233,★,65.09
600122,宏图高科,-7.576399575282478,★,16.49
000558,莱茵体育,-7.432466212587374,★,309.11
600866,星湖科技,-7.4243658697015995,,0.0
002926,华西证券,-7.30062019737181,★,33.97
603557,起步股份,-7.246092113805935,,39.27
002453,天马精化,-7.208223589463225,★,612.39
600711,盛屯矿业,-7.177086821930956,,28.76
601988,中国银行,-6.988166855876809,,6.33
000796,凯撒旅游,-6.92971083332491,★,22.88
300069,金利华电,-6.928268859162589,★,132.23
002010,传化智联,-6.883337561936664,★,159.64
603444,吉比特,-6.727240541569845,,19.03
603506,南都物业,-6.70144816380478,,35.62
300737,科顺股份,-6.688653461414407,,41.3
002857,三晖电气,-6.6767744708845385,★,75.27
300049,福瑞股份,-6.647164519980986,,53.68
300280,南通锻压,-6.366993784624409,,357.37
601997,贵阳银行,-6.310249130505596,,8.17
002330,得利斯,-6.244181887349621,★,645.41
601216,君正集团,-6.0201504782259825,,18.52
002163,中航三鑫,-6.014634364946514,,0.0
002619,艾格拉斯,-5.947015715001436,,35.22
600130,波导股份,-5.833405535207358,,0.0
603226,菲林格尔,-5.800697768111318,★,27.37
002256,兆新股份,-5.752640286276711,★,71.14
600432,*ST吉恩,-5.731484570671109,★,0.0
002464,众应互联,-5.670513208145744,,38.71
603520,司太立,-5.631596439226671,★,37.13
002450,康得新,-5.582006262135519,,27.9
603356,华菱精工,-5.366663939037563,,46.08
002087,新野纺织,-5.301531725967601,,13.81
600515,海航基础,-5.2981840822362125,,21.8
300593,新雷能,-5.236912386161851,★,57.57
300116,坚瑞沃能,-5.229125485020269,,18.5
603676,卫信康,-5.227965018379111,★,62.0
603393,新天然气,-5.218757554471376,★,25.36
300522,世名科技,-5.169602083923519,,32.85
603108,润达医疗,-5.117130176915019,,36.36
300477,合纵科技,-5.074448181906865,,74.05
002071,长城影视,-5.062547269858264,★,31.6
000910,大亚圣象,-5.001782157078393,,23.96
000616,海航投资,-4.994849152808156,,819.57
002053,云南能投,-4.892374567944646,,35.63
600157,永泰能源,-4.8358614431658005,,76.08
603323,吴江银行,-4.712639975260258,,15.26
000540,中天金融,-4.6759921333015875,★,15.64
000815,美利云,-4.66828898163929,★,1856.08
000757,浩物股份,-4.615247583862969,★,84.89
600807,天业股份,-4.580146190516155,★,70.54
601101,昊华能源,-4.488607460114524,,10.9
000018,神州长城,-4.462998657219186,,17.97
600532,宏达矿业,-4.4537613842391295,,0.0
002584,西陇科学,-4.40223553691127,★,119.17
603043,广州酒家,-4.337774398884708,,27.34
002175,东方网络,-4.266502667148497,★,88.23
603816,顾家家居,-4.223131371922162,,31.15
300547,川环科技,-4.218658285322929,,35.04
002507,涪陵榨菜,-4.161346655925113,★,32.67
600688,上海石化,-4.118292027397718,,11.52
603021,山东华鹏,-4.0969878907928585,,66.74
603598,引力传媒,-4.079792526731197,★,98.69
300071,华谊嘉信,-4.051115242630332,★,29.37
000534,万泽股份,-4.043085022736603,★,367.51
603136,天目湖,-3.9820350764169454,,27.2
600019,宝钢股份,-3.89691116243841,,13.75
300363,博腾股份,-3.854560036662169,,56.08
002586,围海股份,-3.8274919308062816,,99.82
000034,神州数码,-3.8215604132493697,★,33.88
002210,飞马国际,-3.813310041014728,,83.23
002663,普邦股份,-3.775710789611353,★,55.18
300208,恒顺众昇,-3.7097067498190306,,19.99
601838,成都银行,-3.650346844598651,★,12.47
603318,派思股份,-3.642949535280038,,82.39
002004,华邦健康,-3.5846036770006973,,22.34
002072,凯瑞德,-3.559458266880744,,796.28
601088,中国神华,-3.5375281821162674,,9.77
600798,宁波海运,-3.481813018817559,★,38.27
002742,三圣股份,-3.451309503637623,★,53.42
601328,交通银行,-3.441030030215164,,6.59
600383,金地集团,-3.4000875960860433,,18.22
002358,森源电气,-3.3816495385918133,,24.98
002082,万邦德,-3.3712383920842193,★,41.19
000096,广聚能源,-3.3665927825627606,,44.53
300356,光一科技,-3.3204205244276586,,169.23
002726,龙大肉食,-3.287867096382746,,35.38
600960,渤海活塞,-3.2817542601634164,,32.25
600959,江苏有线,-3.252791678925493,★,32.29
002666,德联集团,-3.2088049486330705,,38.34
600393,粤泰股份,-3.1978148624950853,★,9.78
600117,西宁特钢,-3.1485451417125776,★,0.0
603655,朗博科技,-3.130920470691012,★,63.5
600000,浦发银行,-3.1260336309423375,,6.52
002075,沙钢股份,-3.115478218507317,,72.13
002547,春兴精工,-3.1084292822184723,,174.23
300247,乐金健康,-3.099975247934894,★,64.08
601985,中国核电,-3.0907822396833096,,20.34
600958,东方证券,-3.0490812819706115,,26.5
300067,安诺其,-2.9360155990422188,★,44.74
002018,华信国际,-2.934192564800653,,22.18
600074,ST保千里,-2.832309032809621,★,10.74
603031,安德利,-2.7437151418647887,,55.13
601818,光大银行,-2.7348046513876234,,6.61
600309,万华化学,-2.7222179096722865,,9.57
002304,洋河股份,-2.7127578634442373,★,24.24
300134,大富科技,-2.6132236658467645,,0.0
300262,巴安水务,-2.607801578653457,★,19.47
000983,西山煤电,-2.5929923334287786,,15.5
002580,圣阳股份,-2.5723661036359813,★,86.58
601989,中国重工,-2.530754939269775,★,72.77
002521,齐峰新材,-2.4483125844502296,,25.21
002387,黑牛食品,-2.4218442680659313,★,0.0
002607,亚夏汽车,-2.404893662654961,★,45.04
000566,海南海药,-2.3447530858597743,,73.34
002259,升达林业,-2.3155414703697197,★,270.31
002345,潮宏基,-2.2882134562823064,,31.51
600036,招商银行,-2.243914023770488,,9.66
000038,深大通,-2.2289272050076248,,27.22
002656,摩登大道,-2.199534320148988,,67.94
600734,实达集团,-2.1966983799724393,,52.47
603300,华铁科技,-2.147256189532587,,60.56
600892,大晟文化,-2.1230558836354385,,46.29
603536,惠发股份,-1.9780974304464793,,53.46
002799,环球印务,-1.9734220154594029,★,97.02
603711,香飘飘,-1.9630966735055932,,81.39
600023,浙能电力,-1.947014743366371,,14.98
601939,建设银行,-1.9140717219652381,,7.65
000587,金洲慈航,-1.8421216767773974,,15.2
300032,金龙机电,-1.8354508760254462,,27.23
002673,西部证券,-1.7723345628636422,★,36.99
002069,獐子岛,-1.7653541930744643,★,30.76
002471,中超控股,-1.7118743367777967,,50.93
002523,天桥起重,-1.7017006143116187,,50.71
601390,中国中铁,-1.688523838903122,,11.75
601288,农业银行,-1.6642754563650275,,6.26
300738,奥飞数据,-1.6592135749193049,★,57.27
600695,绿庭投资,-1.640279863413474,★,133.13
002719,麦趣尔,-1.6100088177753435,,96.27
002442,龙星化工,-1.6041420448051014,,63.53
600031,三一重工,-1.5935639041213756,,25.99
603289,泰瑞机器,-1.5175615959962307,,37.39
002691,冀凯股份,-1.4998875842076043,,432.91
000756,新华制药,-1.478938522091433,★,26.03
002435,长江润发,-1.4646930651820322,,25.45
600177,雅戈尔,-1.4404856852429315,,8.96
002676,顺威股份,-1.4394072032563487,,327.52
000998,隆平高科,-1.4340827389399569,★,142.0
002219,恒康医疗,-1.4292871126789786,,65.02
600061,国投资本,-1.4253058470862445,★,20.5
300174,元力股份,-1.3822261416482018,,156.08
000415,渤海金控,-1.3482710183015167,,14.46
603309,维力医疗,-1.338447644687546,★,51.09
002923,润都股份,-1.2981831830457313,,37.02
300651,金陵体育,-1.287724276490121,,94.24
300038,梅泰诺,-1.2543064068743504,★,47.97
002892,科力尔,-1.2360251288670576,★,43.19
600766,园城黄金,-1.1479468217741484,,538.44
601766,中国中车,-1.1433043548037092,,32.4
000022,深赤湾Ａ,-1.1120597887277484,,26.51
000723,美锦能源,-1.1062457979166385,,22.61
603917,合力科技,-1.0837774156259972,,35.6
600150,中国船舶,-1.0829368054972477,★,0.0
603696,安记食品,-1.076486678182742,★,128.82
600575,皖江物流,-1.043258768458255,,35.22
603359,东珠景观,-1.0398062943129505,,31.71
600306,商业城,-1.0272382501704702,★,12.16
300273,和佳股份,-1.0100231903145462,★,70.5
300412,迦南科技,-0.9931335962075072,★,39.57
000509,华塑控股,-0.9908498838582025,★,0.0
000948,南天信息,-0.9812060532192968,★,0.0
603661,恒林股份,-0.9776584251802833,,25.9
002252,上海莱士,-0.960474063430361,★,77.54
002146,荣盛发展,-0.9444540253059963,,12.39
600649,城投控股,-0.9397662905008985,,15.55
002048,宁波华翔,-0.9356296575575018,,15.07
600666,奥瑞德,-0.9279650034876297,★,207.42
002546,新联电子,-0.8882482334821695,★,37.16
603157,拉夏贝尔,-0.8696850385031207,,19.62
603679,华体科技,-0.8275480889233799,,54.2
601669,中国电建,-0.82165503159215,,14.52
300279,和晶科技,-0.8014207580838928,★,47.49
300103,达刚路机,-0.7899042768972353,,95.27
000939,凯迪生态,-0.7863215379854793,★,84.05
600875,东方电气,-0.7171918902859065,★,39.32
002124,天邦股份,-0.6950406515237262,★,25.65
601628,中国人寿,-0.6890677470614781,,21.16
600971,恒源煤电,-0.6796352850912957,,7.9
603919,金徽酒,-0.6282363102851019,,26.22
601398,工商银行,-0.6071000867033938,,7.83
002121,科陆电子,-0.597099476642704,,33.48
600658,电子城,-0.5966057165282979,,29.69
300108,吉药控股,-0.5921242181712305,★,41.01
002312,*ST三泰,-0.5896545861401981,★,17.92
603306,华懋科技,-0.5599801405572036,★,22.6
600708,光明地产,-0.42284207104443805,,15.2
603378,亚士创能,-0.4146730655986919,,35.33
000166,申万宏源,-0.4137775095740648,,23.53
002875,安奈儿,-0.3974128908492136,★,37.56
002086,东方海洋,-0.391711698337438,,47.56
002714,牧原股份,-0.3553335207529207,,23.82
601006,大秦铁路,-0.3486114022467679,,9.05
603161,科华控股,-0.34806666942696074,,32.16
601919,中远海控,-0.3330615445074181,,16.72
300411,金盾股份,-0.3316927884534082,,199.36
600028,中国石化,-0.3288190734563323,,14.98
601001,大同煤业,-0.32374334208116196,,11.39
000848,承德露露,-0.32317067186120596,,21.02
300571,平治信息,-0.3231151862871817,,60.27
300656,民德电子,-0.3140028498703984,★,97.28
600999,招商证券,-0.3006086999327917,,20.43
601991,大唐发电,-0.2644122571093144,★,20.13
002070,*ST众和,-0.2505392690834607,,0.0
002130,沃尔核材,-0.1819192076885856,★,48.39
002565,顺灏股份,-0.1791032263317449,,77.88
002725,跃岭股份,-0.14560730279372658,★,82.78
002798,帝王洁具,-0.14364703390243871,,134.46
600126,杭钢股份,-0.12638562023402633,,10.78
002129,中环股份,-0.11141551172263453,,38.82
603167,渤海轮渡,-0.077937709192899,,11.01
600188,兖州煤业,-0.04036618365045319,,11.61
600163,中闽能源,-0.009718484697629481,,37.73
600319,亚星化学,-0.0023871615484005737,,243.8
000029,深深房Ａ,0.0023115479347080026,★,56.66
002054,德美化工,0.004636252827561194,,61.27
600978,宜华生活,0.011722754221499265,,13.48
002833,弘亚数控,0.028999936449092267,,29.87
600085,同仁堂,0.07739725421229693,,40.22
603779,威龙股份,0.11263466172011238,,77.83
002100,天康生物,0.12485596310567448,,18.01
603012,创力集团,0.14514109082632842,,32.02
600685,中船防务,0.14902976865551754,★,0.0
603533,掌阅科技,0.15898354637513545,,117.74
600337,美克家居,0.1852481156514152,,28.4
002647,民盛金科,0.20979922687991426,★,1258.19
002199,东晶电子,0.21513965467807594,★,0.0
002545,东方铁塔,0.2248163389208635,,62.02
603456,九洲药业,0.2504812206266971,,51.15
002873,新天药业,0.25492963825901604,,31.84
601857,中国石油,0.25593045713356855,,62.93
603169,兰石重装,0.270628319460986,★,375.57
300423,鲁亿通,0.3128802672321962,★,188.78
600409,三友化工,0.31542070375458753,,10.12
600806,*ST昆机,0.32082896439418196,★,0.0
002101,广东鸿图,0.3227837518183785,,21.01
603569,长久物流,0.35054457928909155,,29.89
300612,宣亚国际,0.35695106624362705,,82.97
000766,通化金马,0.36074360254827464,,56.5
600197,伊力特,0.3853159655663685,,26.67
002505,大康农业,0.4010084338123887,★,433.27
600010,包钢股份,0.4556473727564958,,56.88
603600,永艺股份,0.5052243774695375,★,24.21
600870,厦华电子,0.5218316462959338,★,0.0
002735,王子新材,0.524921813322532,,65.86
600919,江苏银行,0.5312579599038303,,7.05
601238,广汽集团,0.5325196715637359,,12.89
002810,山东赫达,0.5328971557754691,★,39.46
600559,老白干酒,0.5336083723498586,,73.86
603909,合诚股份,0.536059265584754,★,47.38
300729,乐歌股份,0.5448208173517433,★,37.96
603667,五洲新春,0.5504286974391093,★,42.82
002652,扬子新材,0.5505451439044462,,45.05
002047,宝鹰股份,0.5528751853122404,★,26.22
600234,ST山水,0.5536147912589273,,0.0
603997,继峰股份,0.5574441513854778,★,23.41
000596,古井贡酒,0.5639393880321197,★,29.1
603970,中农立华,0.5684810293302256,,33.11
600153,建发股份,0.5697314982629598,,15.78
002617,露笑科技,0.5734469874475456,,37.03
601166,兴业银行,0.615931853491225,★,5.91
002840,华统股份,0.6251313787414725,,52.28
600687,刚泰控股,0.6377215820962068,,35.31
000008,神州高铁,0.6731187501675118,★,131.93
600350,山东高速,0.676167758130819,,8.07
000593,大通燃气,0.7120532605598529,★,383.31
600365,通葡股份,0.7147832261577669,★,923.99
600399,抚顺特钢,0.7182249584694933,,79.49
000711,京蓝科技,0.718379458167484,,48.24
000518,四环生物,0.7308996090054309,,127.47
600738,兰州民百,0.7506788110823726,,42.25
300074,华平股份,0.7549211560767377,,207.86
600816,安信信托,0.8013376767365576,,15.84
603278,大业股份,0.8135080139064943,,25.6
603609,禾丰牧业,0.8181339467227211,,20.34
601336,新华保险,0.8311808495691686,,24.13
300063,天龙集团,0.842959188761605,★,21.7
603828,柯利达,0.8597084152428991,★,51.99
000069,华侨城Ａ,0.8689561692028391,,10.89
600694,大商股份,0.8888494127582636,,11.9
002423,中原特钢,0.9096957655575943,★,0.0
603818,曲美家居,0.9194852026444211,,26.94
600973,宝胜股份,0.9279249487546881,,39.98
603885,吉祥航空,0.974605108176263,,17.48
601969,海南矿业,0.977880179940338,,337.56
002711,欧浦智网,0.9784561952675741,,28.8
002098,浔兴股份,0.9852298384461999,★,50.86
601099,太平洋,0.9953765398993175,,180.43
002286,保龄宝,1.0004468113612663,,65.43
300498,温氏股份,1.053958826555479,,21.5
600984,建设机械,1.0606644201932802,★,36.2
603856,东宏股份,1.0817960822536055,,24.4
603708,家家悦,1.1023962050622504,,30.72
600784,鲁银投资,1.1112349446618985,,386.52
600785,新华百货,1.1443096792185248,★,43.92
601018,宁波港,1.1454405146893665,,22.69
600882,广泽股份,1.1475969367657157,★,0.0
000625,长安汽车,1.1721092541542077,★,7.46
000656,金科股份,1.1840323406675513,,21.55
600896,览海投资,1.1988260894215452,,0.0
601618,中国中冶,1.2044142596181917,,18.13
600299,安迪苏,1.2052952385595228,,26.43
600015,华夏银行,1.2101972679487316,★,6.3
000056,皇庭国际,1.2141510603677075,,72.33
603990,麦迪科技,1.2475831269890714,★,71.71
300155,安居宝,1.2495395361493689,★,380.34
000889,茂业通信,1.2629781837775411,,33.46
600837,海通证券,1.2655364927226964,,16.86
002309,中利集团,1.2700156484137581,★,180.22
002136,安 纳 达,1.3019074045362178,,19.93
601666,平煤股份,1.3052740268429286,,10.66
601965,中国汽研,1.3130039061314713,,28.1
603566,普莱柯,1.3239732935166115,,54.38
000035,中国天楹,1.3451947326213576,★,48.54
603086,先达股份,1.3452655290649096,,24.67
000981,银亿股份,1.351012365652271,★,46.0
601788,光大证券,1.354000928097454,★,19.7
600007,中国国贸,1.35484260505212,,23.78
002856,美芝股份,1.35889424859863,,60.31
601169,北京银行,1.3768179467548158,★,7.49
600638,新黄浦,1.4147408985385912,,9.73
002478,常宝股份,1.4357603360105164,,38.37
603077,和邦生物,1.4611672761545513,,35.49
600853,龙建股份,1.471549830517227,,51.64
601688,华泰证券,1.4842874867466938,,19.58
000783,长江证券,1.496270919224707,,20.65
601229,上海银行,1.511754626840256,,7.6
300424,航新科技,1.513662696651319,★,103.3
603668,天马科技,1.5140775226725856,,32.56
000926,福星股份,1.5418055192780056,,9.31
600054,黄山旅游,1.567750141151536,★,22.25
600642,申能股份,1.5822921967675319,,13.46
300716,国立科技,1.5922571979732458,★,46.68
600170,上海建工,1.6137967990153212,,13.29
002402,和而泰,1.620657759707278,★,40.44
000876,新 希 望,1.629908095665944,★,12.36
600606,绿地控股,1.630198740541422,,10.46
600858,银座股份,1.6470223993915845,,88.63
002033,丽江旅游,1.67313687116053,,20.42
002768,国恩股份,1.6762841923520178,★,35.21
000423,东阿阿胶,1.7205561811734382,,23.62
000776,广发证券,1.7247963103641295,,14.76
600877,*ST嘉陵,1.7276267646665566,★,104.41
600115,东方航空,1.7408227881997584,,10.3
002761,多喜爱,1.7461410561517399,,374.9
603076,乐惠国际,1.7482783148720094,,30.58
000632,三木集团,1.7716135902801522,,991.12
000750,国海证券,1.7751915178147115,,25.74
000539,粤电力Ａ,1.787301586965584,★,22.91
600269,赣粤高速,1.821573714329472,,10.65
300121,阳谷华泰,1.824268417670849,,26.85
002477,雏鹰农牧,1.8464688476953484,★,13.92
600489,中金黄金,1.8630898379026428,★,74.89
603663,三祥新材,1.8687146067413618,★,44.78
000042,中洲控股,1.8776532465395013,,31.05
002734,利民股份,1.878986495141155,,26.42
300315,掌趣科技,1.8832779294187807,,34.26
603589,口子窖,1.8882809756094687,,21.45
600897,厦门空港,1.9170889908254773,,14.53
600162,香江控股,1.9183907121974375,,17.84
600012,皖通高速,1.920459000032837,,15.99
000571,新大洲Ａ,1.9260827974438843,★,44.58
600016,民生银行,1.9330817362101183,,5.73
600257,大湖股份,1.9412149259841138,,431.98
600240,华业资本,1.947004356323423,,9.3
600518,康美药业,1.9500442775606475,,24.79
002059,云南旅游,1.9503347201840882,★,109.15
603963,大理药业,1.9710395722265073,,48.15
600546,山煤国际,1.991548119726616,,37.18
603689,皖天然气,1.9966749450420318,,32.77
600657,信达地产,2.010534410696807,,20.89
300733,西菱动力,2.018595007697521,,41.23
600026,中远海能,2.021658986542074,,13.67
601668,中国建筑,2.0331259141473934,,7.86
300148,天舟文化,2.035118000006575,★,36.55
000059,华锦股份,2.0472480627456324,,9.27
300449,汉邦高科,2.0497513186132466,,1349.88
600083,博信股份,2.069187444933651,★,0.0
601886,江河集团,2.070926921652272,★,22.21
002306,*ST云网,2.07665684238052,,0.0
600497,驰宏锌锗,2.076881539234421,,30.19
601211,国泰君安,2.0841145481761636,,16.47
300006,莱美药业,2.0858118924670377,,58.36
601877,正泰电器,2.1051013406851116,★,19.2
603869,北部湾旅,2.1085168816899813,,28.93
600615,丰华股份,2.117700332142025,,15.51
603636,南威软件,2.1245635249882655,★,97.62
601225,陕西煤业,2.1298961882240564,,7.9
002254,泰和新材,2.1343779181766775,,78.95
002917,金奥博,2.1512743005380974,★,42.78
002870,香山股份,2.155790256567114,,35.22
600395,盘江股份,2.158956262718381,,12.76
002356,赫美集团,2.1598132674030657,★,54.04
002388,新亚制程,2.1618244726257174,★,47.09
300282,汇冠股份,2.1704479404663912,★,41.1
603357,设计总院,2.1805722303703368,,28.11
601567,三星医疗,2.180736480410128,★,23.94
601677,明泰铝业,2.1867967311227643,,19.81
300607,拓斯达,2.1879320231521726,★,59.75
002848,高斯贝尔,2.212199473753196,,231.19
000631,顺发恒业,2.2174668441607093,,11.93
002918,蒙娜丽莎,2.225730419186278,,22.42
000001,平安银行,2.2269505991173277,,8.03
603848,好太太,2.2375020337167317,,36.26
603737,三棵树,2.2433340924734146,,53.93
600809,山西汾酒,2.251764944987422,★,44.79
603886,元祖股份,2.2572234493250187,★,16.88
600979,广安爱众,2.2594134170326186,★,17.4
000402,金 融 街,2.2805734293363855,★,16.04
601866,中远海发,2.2904359141309616,★,24.22
000900,现代投资,2.291915085899743,★,10.85
600597,光明乳业,2.3036414925513338,,22.33
603619,中曼石油,2.3142833571626387,,30.66
600051,宁波联合,2.32296930723912,★,22.03
600123,兰花科创,2.3254276963576404,,9.7
000869,张 裕Ａ,2.327328510944837,,22.4
601828,美凯龙,2.3321605941480694,,17.75
300204,舒泰神,2.348800523932759,★,22.13
002609,捷顺科技,2.360280735682263,★,60.34
002498,汉缆股份,2.374344780030535,,33.33
601377,兴业证券,2.381507141318573,,17.4
600671,天目药业,2.3818952376169156,★,238.31
600753,东方银星,2.38703805090128,★,194.95
603158,腾龙股份,2.3877889950520093,,32.32
