,ts_code,name,main_business,business_scope
2322,600217.SH,中再资环,主要业务:废弃电器电子产品的回收与拆解处理.,开发、回收、加工、销售可利用资源；日用百货、针纺织品、日用杂品、家具、五金交电、化工产品(易制毒、危险、监控化学品除外)、建筑材料、钢材、矿产品、金属材料、塑料制品、橡胶制品、纸制品、电子产品、汽车零部件的销售；固体废物处理；环境工程；设备租赁；货物进出口、技术进出口、代理进出口服务；资产管理；经济信息咨询；技术开发、技术服务、技术咨询、技术转让。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2323,600218.SH,全柴动力,"主要产品:柴油机,新型化学建材.",内燃机、农业装备、工程机械、环保机械、生物工程机械、发电机组及其零配件的设计、开发、生产、销售、售后服务、技术咨询以及进出口等；塑料制品、建筑材料、塑料管材、管件、节水农业工程、塑料原辅材料、零配件设计、开发、生产、销售、管道安装、施工、售后服务、技术服务以及进出口等；自营和代理各类商品和技术的进出口业务。
2324,600219.SH,南山铝业,"主要产品:上游产品电力,蒸汽,氧化铝,铝合金锭,下游产品铝板带箔,挤压型材,压延材及大型机械深加工结构件.主营业务:铝土矿冶炼,电解铝生产,铝挤压材和铝压延材研发,加工与销售等.",许可证范围内电力生产(有效期限以许可证为准)；天然气销售(限分支机构经营)；锻造产品、石墨和碳素制品、铝及铝合金制品开发、生产、加工、销售；批准范围的自营进出口、进料加工和“三来一补”业务；装饰装修及铝合金结构制品、铝门窗的安装(须凭资质证书经营)；模具设计与制造；燃气灶具、金属材料、机械设备、塑料制品、化工产品(不含危险化学品)销售；包装箱、托盘、玻纤增强尼龙隔热条生产、销售；铝合金压力加工工程和技术研究开发、技术咨询、技术服务；检验测试。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2325,600220.SH,江苏阳光,"主要产品为精纺呢绒面料,服装和毛纺等.",许可经营项目：无。一般经营项目：呢绒、毛纱、毛线、针纺织品、服装、纺织机械及配件制造、销售；毛洗净分梳；纺织原料(不含棉花、蚕茧)、金属材料、建筑用材料、装饰装修材料、五金、电子产品、通讯及广播电视设备(不含卫星电视广播地面接受设施及发射装置)、玻璃销售；自营和代理各类商品和技术的进出口业务(国家限定企业经营或禁止进出口的商品及技术除外)。
2326,600221.SH,海航控股,"主营业务:国际,国内(含港澳)航空客货邮运输业务;与航空运输相关的服务业务;航空旅游;机上供应品,航空器材,航空地面设备及零配件的生产;候机楼服务和经营;保险兼业代理服务(限人身意外险).其中,定期,不定期航空客,货运输是公司的主营业务.",经营范围：国际、国内(含港澳)航空客货邮运3输业务；与航空运输相关的服务业务；航空旅游；机上供应品；航空器材；航空地面设备及零配件的生产；候机楼服务和经营；保险兼业代理服务(限人身意外险)。
2327,600222.SH,太龙药业,"主要产品:口服液,输液.",药品的生产、销售(限公司及分支机构凭有效许可证经营)；保健食品的生产、销售；预包装食品的销售；药用植物的种植、销售(按国家有关规定)；医疗器械的销售；卫生消毒用品的销售；化妆品的销售；咨询服务，技术服务；经营本企业自产产品及相关技术的进出口业务(国家限定公司经营或禁止进出口的商品及技术除外)(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2328,600223.SH,鲁商置业,主营业务:房地产开发与经营管理,房地产开发与经营管理，物业管理；建筑安装及建筑装饰(以上凭资质经营)；房地产销售代理及咨询；工程管理服务；日用品、服装、鞋帽、纺织品、五金交电、工艺美术品、家具、电子设备、办公用品、皮革制品、建材销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2329,600225.SH,天津松江,主营业务:房地产开发与经营.,以自有资金对房地产、高新技术产业、公用事业、环保业、物流业、能源、建材、建筑行业、文化体育卫生行业、旅游业、餐饮娱乐业、传媒业、园林绿化业、证券业、城市基础设施进行投资；房屋租赁；房地产开发；商品房销售；云计算技术、互联网、物联网、传感网通信技术的开发、转让、咨询、服务；信息系统集成服务；通信工程、电子系统工程的设计、施工、技术咨询；货物及技术的进出口业务；房地产信息咨询；批发和零售业；房屋代理销售；工程项目管理。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2330,600226.SH,瀚叶股份,"主营业务:农药原料药及其制品,兽药和饲料添加剂产品的生产与销售以及锆系列产品生产与销售,网络游戏研发,代理发行及IP与源代码合作业务",计算机软硬件开发及销售，信息技术开发、技术咨询及技术服务，广播电视节目制作；影视策划；动漫设计；数据处理服务；培训服务(不含办班培训)；会务会展服务；电子商务技术服务；经济信息咨询，企业管理咨询；物流信息咨询；文化艺术交流活动策划，公关活动策划，企业形象策划、市场营销策划；设计、制作、发布各类国内广告；设备租赁；销售装饰材料、电器设备、机械设备、通讯器材(卫星接收设备除外)、办公用品、服装、影视灯光设备、摄影材料；马杜霉素、阿维菌素、盐霉素兽药、农药原料药及制品，相关饲料添加剂的生产、销售，兽药生产(范围详见《中华人民共和国兽药生产许可证》)，肥料生产、热电联供(均凭有关许可证经营)，农药的销售(详见《农药经营许可证》)，兽药的经营(凭许可证经营)；投资管理，实业投资；从事进出口业务。(未经金融等监管部门批准，不得从事向公众融资存款、融资担保、代客理财等金融服务)
2331,600227.SH,圣济堂,"主营业务是尿素和甲醇的生产,销售;药品,医疗器械和保健品的生产与销售.",法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可(审批)的，经审批机关批准后凭许可(审批)文件经营；法律、法规、国务院决定规定无需许可(审批)的，市场主体自主选择经营。(医药、医疗、健康产业领域的投资；生物、基因、细胞药品研发生产；大健康医药产业项目运营；特需医疗服务开发；氮肥、磷肥、复合(混)肥、合成氨、其它基础化学原料、硫磺、精细化工产品(不含化学危险品)的生产、购销、技术开发；生产工业用氮、生产工业用氧、生产工业用氢；房屋、土地租赁；化工产品及原料、建材产品、包装袋、农膜、纸浆、纸及纸产品购销；资本运营及相关投资业务。)
2332,600228.SH,ST昌九,"主要产品:尿素,丙烯酰胺,粗甲醇,塑料管材.",尿素、白炭黑、聚丙烯酰胺、塑料管材、生物化工及其他化工原料的研制、生产和销售(以上项目不含化学危险品)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2333,600229.SH,城市传媒,"主要业务:从事图书,期刊,电子音像等出版物的出版发行业务以及新兴媒体的开发运营业务.",图书期刊报纸批发零售；自有资金经营管理。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2334,600230.SH,沧州大化,"主要产品:尿素,TDI.",货物进出口；（以下限分支机构经营）化工机械、电气、仪表的技术服务；尿素、合成氨的生产；工业循环水的生产、销售；甲苯-2.4-二异氰酸脂（ TDI）、 2.4-二硝基甲苯（ DNT）、盐酸、邻甲苯二胺（ OTD）、烧碱、液氯、硫酸、次氯酸钠、芒硝、氢气、硝酸（ HNO3）的生产；尿素水溶液的生产与销售； 普通货物道路运输、危险货物道路运输。 以下限沃原分公司经营：批发天然气(无储存经营，且限于工业生产原料等非燃料用途)。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
2335,600231.SH,凌钢股份,"主要产品:热轧中宽带钢,螺纹钢,圆钢,焊接钢管.主营业务:冶金产品(含副产品)生产,经营,开发.",冶金产品生产、经营、开发；经营产品的进出口业务。以下经营项目由取得有关行政审批或许可的本公司独资公司经营：黑色金属矿石开采；黑色金属矿石洗选及深加工；冶金机械制造及备件加工；冶金产品经营项目开发、设计、安装及管理；公路运输；铁矿石及铁精粉收购；住宿、餐饮服务；房地产开发、经营；建筑工程设计、施工；道路与土方工程施工；楼房拆迁；室内外装饰、装修；房屋租赁；物业管理；氧(压缩的液化的)、氮(压缩的液化的)、氩(压缩的液化的)、氢气批发。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2336,600232.SH,金鹰股份,"主要产品:纺机及配件,塑机及配件,绢纺织品,亚麻纺织品,服装.",机械制造、纺织品、丝绸、服装生产、加工，技术咨询服务，黑色及有色金属、机电及机配件、五金化工、轻纺及桑蚕绢纺原料、燃料、木材的购销，自有房屋租赁，设备租赁，饮食服务，经营本企业或本企业成员企业自产产品及相关技术的出口业务，经营本企业或本企业成员企业生产、科研所需原辅材料、机械设备、仪器设备、零配件等商品及相关技术的进口业务，开展“三来一补”业务，亚麻种子的批发、零售(限分支机构经营)
2337,600233.SH,圆通速递,主要业务:快递服务业.,国内、国际快递；从事道路、航空、水路国际货物运输代理业务；普通货物仓储；国内航空运输代理；汽车租赁服务；供应链管理服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2338,600234.SH,ST山水,主营业务:自有房屋租赁业务以及高端红酒贸易业务.,"文化活动策划;文化传播策划;企业形象策划;主题公园和旅游文化项目投资;文艺演出项目投资;电影院线的投资;书刊出版的策划投资;书画艺术创作及展示;文化信息咨询服务;动漫设计;手机游戏设计;设计,制作,代理,发布广告;会展服务;组织文化艺术交流活动;互联网娱乐技术开发及服务;新媒体开发;票务代理;批发零售工艺美术品,百货,土特产品(不含食品),烟酒批发和零售;自营和代理各类商品及技术进出口业务;自有房屋租赁;酒店管理.(以上范围需国家专项审批的除外).音像制品零售(以《出版物经营许可证》为准,有效期至2018年3月31日.)(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
2339,600235.SH,民丰特纸,"主要产品:卷烟纸系列,工业配套用纸,描图纸,电容器纸.",纸浆、纸和纸制品(含烟草专卖生产许可的卷烟纸)的制造、销售，造纸设备的设计、制造、安装、维修和技术服务；机械配件的制造、加工；车船及机械设备维修；化工原料(不含危险品)、热、电、水的生产；按国家对外经济贸易部批准范围从事进出口业务；仓储服务(不含危险品)；包装装潢、其他印刷品印刷(限分支机构，凭《印刷经营许可证》经营)。
2340,600236.SH,桂冠电力,主要业务:水力发电.,开发建设和经营水电站、火电厂及各种类型的电厂；经营房地产；电力、金融有关的经济、技术咨询；宾馆、餐饮、娱乐等服务业；机械、电子、百货等的批发和零售。
2341,600237.SH,铜峰电子,"主要产品:光膜,镀膜,电容器,再生粒子.主营业务:薄膜电容器及其薄膜材料的研发,生产和销售.",电工薄膜、金属化膜、电容器、聚丙烯再生粒子、电力节能装置、电子材料、元器件的生产、研究、开发、销售及科技成果转让，化工产品、日用或精细化工产品、金属材料及制品、机械设备、电子产品、家用电器、包装材料、塑料膜(绝缘材料)、建材生产、销售及加工服务，建筑智能化系统集成，安全防范系统工程的设计、施工与维护，计算机系统集成及信息技术服务，LED用封装支架生产、销售，LED用封装支架材料销售，自营和代理各类商品和技术的进出口业务。
2342,600238.SH,*ST椰岛,"主要业务:酒类,贸易,淀粉,油类,特色食品饮料,房地产开发,其他.",保健酒的生产；粮食、药酒、含酒精饮料、啤酒、不含酒精饮料、医疗保健品、营养食品、粮酒食品、副食品、发酵制品、食品机械、有色金属、黑色金属、农副产品、植物油、保健制品的销售；房地产开发；旅游、酒店管理；物业管理；房屋、土地及机械设备租赁；网上贸易、进出口贸易，供应链管理与服务；养生养老产业项目投资、策划、服务；商品信息咨询服务；酒类、饮料生产工艺及配方技术咨询；房地产信息咨询；淀粉及其制品生产和销售；糖及制品代理销售；道路运输服务。
2343,600239.SH,云南城投,主要产品:房地产,房地产开发与经营、商品房销售、房屋租赁、基础设施建设投资、土地开发、项目投资与管理。
2344,600240.SH,华业资本,"主营业务:房地产开发(不含土地成片开发;高档宾馆,别墅,高档写字楼和国际会议中心的建设,经营;大型主题公园的建设,经营),矿业投资.",投资管理、项目投资(1、不得以公开方式募集资金；2、不得公开交易证券类产品和金融衍生品；3、不得发放贷款；4、不得向所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益。)；企业管理；酒店管理；健康咨询服务(须经审批的诊疗活动除外)；计算机技术培训；技术开发；技术转让；房地产开发(不含土地成片开发；高档宾馆、别墅、高档写字楼和国际会议中心的建设、经营；大型主题公园的建设、经营)。
2345,600241.SH,时代万恒,"主营业务:林业资源开发,新能源电池制造",新能源、新能源电池及新能源电池材料等高新技术产业项目的投资与经营；林业资源开发项目的投资与经营；项目投资与投资管理；写字间出租与仓储业务；货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。(以市场监督管理部门核准为准)
2346,600242.SH,中昌数据,主营业务:大数据营销业务,大数据技术应用及相关产品销售，第二类增值电信业务中的信息服务业务(仅限互联网信息服务，不含新闻、出版、教育、医疗保健、药品和医疗器械，含电子公告服务)，计算机软件、网络、数据、系统集成的技术开发、技术转让、技术服务、技术咨询，策划、设计、制作、代理、发布广告，营销策划，展览服务，计算机技术培训；实业投资；信息技术开发与咨询。
2347,600243.SH,青海华鼎,"主要产品:重型机床,加工中心,数控铣床,食品机械,电梯配件,齿轮箱等产品.",高科技机械产品开发、制造，数控机床、加工中心、专用机械设备、石油机械、环保设备、食品机械的制造和销售；技术服务及咨询；电热设备、电子产品、家用电器、制冷设备、不锈钢制品的制造与销售；经营国家禁止和指定公司经营以外的进出口商品；经营进出口代理业务；经营房屋租赁业务。
2348,600246.SH,万通地产,主营业务:房地产开发;销售商品房;停车场建设及经营管理;信息咨询(不含中介);技术咨询;劳务派遣;股权投资及管理;资产管理.,房地产开发；销售商品房；停车场建设及经营管理；信息咨询(不含中介)；技术咨询；劳务派遣；股权投资及管理；资产管理。
2349,600247.SH,*ST成城,主要业务:市场租赁.,企业利用自有及受托房屋对外出租；机械设备、五金交电及电子产品批发、零售：计算机软件开发及技术咨询、服务；仓储业；污水处理及其再生利用(需专项审批除外)；进出口贸易(国家法律法规禁止的进出口商品除外)、有色金属经销。网络通讯技术咨询、技术服务、技术转让；企业管理咨询；物业管理；对外投资及投资咨询。(依法须经批准的项目，经相关部门核准后方可展开经营活动)
2350,600248.SH,延长化建,主营业务:石油化工安装.,化工石油工程施工、市政公用工程施工、房屋建筑工程施工总承包；机电设备安装工程、防腐保温工程、土石方工程、钢结构工程、消防设施工程专业承包；小型平面定轮闸门、中型弧形闸门的制造、安装；球形储罐现场组焊；第一类压力容器、第二类低、中压容器的制造、销售；设备吊装、运输；汽车大修、总成修理、维修、小修及汽车专项修理；油气勘探开发配套管材、设备、材料销售及对外工程承包；石油化工设备制造、销售；机械制造、安装、销售等业务。土地综合开发，化工、机电、百货的销售；自营和代理各类商品和技术的进出口(国家限定公司经营或禁止进出口的商品和技术除外)；房地产开发及商品房销售、物业管理。
2351,600249.SH,两面针,"主要产品:牙膏,香皂,洗衣粉,洗发露及其他,卫生巾等.",牙膏(国家专项规定的除外)、发用化妆品、香皂、膏霜、香水类、牙刷、旅游用品、家用卫生用品、包装用品、日用化学品、洗涤用品的生产销售；纸及纸制品生产、销售；纸品加工、牙膏原材料生产、销售；自营和代理各类商品和技术的进出口(但国家限定公司经营或禁止进出口的商品和技术除外)；日用百货、五金交电、服装鞋帽、化工产品及原料(不含易燃易爆危险品)、纸及纸制品、塑料及其纸品、金属材料的购销。
2352,600250.SH,南纺股份,"主要产品:纺织面料及辅料,服装,纺织原料.","纺织品进出口及代理进出口业务，“三来一补”，承办中外合资，经营合作生产业务，经营国家放开经营的其他商品进出口业务(按外经贸部批文)；百货，五金交电，电子产品，通讯设备，化工产品，化工原料，金属材料，建筑材料的销售；对外劳务合作业务；对外派遣工程，生产及服务行业的劳务人员(不含海员),煤炭批发经营；金银制品、珠宝首饰的销售与批发。"
2353,600251.SH,冠农股份,"主要产品及提供的劳务:果蔬制品,皮棉,白砂糖.主营业务:白砂糖,酒精,番茄浓缩酱,棉花,干果产品的加工和销售以及仓储业务.",果业种植、仓储、加工及销售；农业综合开发；马鹿养殖；机电设备（汽车及国家有专项审批规定的除外）、五金交电产品、百货、建筑材料、化工产品（有毒除外）、钢材的销售。包装制品的开发、加工、销售。 自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。开展边境小额贸易出口业务。 经营本企业自产产品及相关技术的出口业务、经营本企业生产、科研所需的机械设备、零配件、原辅材料的进口业务，经营进料加工和‘ 三来一补’ 。鹿产品的加工及销售。 房屋租赁业务。
2354,600252.SH,中恒集团,"主营业务;医药制造,食品生产,房地产开发",对医药、能源、基础设施、城市公用事业、酒店旅游业、物流业的投资与管理；房地产开发与经营(二级)、投资；自有资产经营与管理；国内商业贸易(除国家有专项规定以外)。
2355,600255.SH,梦舟股份,"主要产品:铜加工板块的主要产品有高精度铜带材,铜合金线材,光亮铜杆,电线电缆等.影视板块的主要产品有电影,电视剧等.主营业务:铜及铜合金带材,线材,辐照交联电缆,特种电缆等产品的研发,生产与销售以及影视制作和发行,版权开发与转让,影视投资,衍生品销售及再授权业务等.",铜基合金材料、金属基复合材料及制品、超细金属及特种粉末材料、稀有及贵金属材料(不含金银及制品)、粉末冶金及特种材料、特种电缆、电工材料及其它新材料开发、生产、销售；本企业自产产品及技术出口以及本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术进出口业务，电视节目制作，电影发行、摄制；设计、制作、代理、发布国内各类广告，股权投资管理、项目投资管理。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2356,600256.SH,广汇能源,"主营业务:许可经营项目:煤炭销售.一般经营项目:液化天然气,石油,天然气,煤炭,煤化工,清洁燃料汽车应用,加注站建设的项目投资与技术服务等;煤炭批发经营;一般货物与技术的进出口经营;国内商业购销.",煤炭销售；天然气【富含甲烷的】、甲醇的批发、零售(无储存设施经营)；液化天然气、石油、天然气、煤炭、煤化工、清洁燃料汽车应用、加注站建设的项目投资与技术服务；一般货物与技术的进出口经营；国内商业购销。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2357,600257.SH,大湖股份,"主要业务:水产品养殖加工销售和中成药生产,医药贸易,白酒类产品营销.",湖泊、水库鱼类生态放养；水产品生产与加工、种苗繁育、品牌营销；体育项目组织服务、体育项目综合开发、体育场馆服务；文化旅游活动组织与策划、旅游管理服务、旅游项目开发；大湖泊水环境治理、湖泊藻化治理与富营养化控制、水污染治理技术、生态工程及修复技术的研发推广、转让、咨询、工程施工；新能源技术推广服务及技术咨询、光伏发电项目的开发建设与经营管理；食品、饮料的生产与销售；生物工程技术(国家有专项规定的除外)研究、开发；依托互联网等技术手段提供金融中介服务(根据国家规定需要审批的，获得审批后方可经营)；信息咨询(不含限制项目)；投资管理、投资咨询、投资顾问(以上不含限制项目)；经营本企业《中华人民共和国进出口经营企业资格证书》核定范围内的进出口业务(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
2358,600258.SH,首旅酒店,"主营业务:经济连锁型及中高端酒店的投资与运营管理,并兼有景区经营业务.",项目投资与管理；饭店经营与管理；物业管理；出租商业用房；旅游服务；旅游产品开发、销售；出租汽车客运；信息咨询；承办展览展示活动；餐饮服务；设计、制作、代理、发布国内及外商来华广告；信息咨询；技术开发、技术服务、技术咨询。餐饮服务(含凉菜、含裱花蛋糕、含生食海鲜产品)；住宿；酒吧；洗衣服务；零售卷烟、雪茄烟；零售、出租音像制品；销售食品、书刊、二类普通诊察器械(不含未经行业主管部门批准的)、医用橡胶制品；公开发行的国内书刊；戏剧表演、接待文艺演出；健身；棋；牌；台球；保龄球；旅游接洽；代客订购车票、文艺票；出租自行车、三轮车；复印、旅游信息咨询；国内航线除香港、澳门、台湾地区航线外的航空客运销售代理业务；销售百货、工艺美术品、日用品、服装鞋帽、针纺织品、字画、装饰材料、包装食品、五金交电、民用建材、汽车配件；接受委托从事物业管理(含出租写字间)；机动车公共停车场服务；举办展览；美术装饰；展品储存；为举办展览提供服务；会议服务、会议租场；保洁服务；家居装饰。
2359,600259.SH,广晟有色,"主营业务:稀土,钨的采选,冶炼,加工及销售",有色金属(含稀有稀土金属)矿采选与贵金属矿采选项目的投资及管理；有色金属(含稀有稀土金属)冶炼、贵金属冶炼；有色金属合金制造、有色金属压延加工；有色金属产品的收购、加工和销售；物流运输仓储(危险品除外)项目的投资及管理；建筑材料、机械设备及管道安装、维修；有色金属矿冶炼科研设计；有色金属企业管理信息咨询服务；化工产品(危险品除外)、有色金属、建筑材料国内贸易；项目投资。(凡需行政许可的项目凭许可证经营)
2360,600260.SH,凯乐科技,"主要产品:网状数据通讯机等数据链产品.主营业务:网通信产品,通信光纤,光缆,通信硅管,量子保密通信等产品的研发,生产与销售.",网络系统的研究与开发；电子产品、通讯和通信电子设备、计算机软硬件的研发、生产、安装、维护、技术咨询、技术服务；通讯设备的研发、生产、销售；计算机系统集成；塑料硬管及管件、软管、管材、塑料零件及塑料土工合成材料、网络光缆塑料护套材料、装饰材料、建筑材料的制造及销售；化工产品(不含化学危险品及国家限制的化学品)、光纤、光缆产品、通信电缆、化工新材料(不含化学危险品及国家限制经营的化学物品)的制造与销售；市政工程、基础设施工程；饮食服务、文化娱乐服务；兼营钢材销售及对外投资；散装食品、预包装食品批发兼零售(经营期限与许可证核定的经营期限一致)。
2361,600261.SH,阳光照明,"主要产品:一体化电子节能灯,T5大功率节能荧光灯及配套灯具,特种光源及灯具.",照明电器及其仪器设备的开发、制造、销售、服务；电工、电器及其原辅材料、照明电器原辅材料、元器件、仪器设备的销售；生产和销售LED照明产品、LED技术开发与服务；太阳能光伏照明系统的开发、制造、销售、服务；照明系统的设计安装，节能环保工程的承接和综合技术服务，经营进出口业务和对外经济合作业务.
2362,600262.SH,北方股份,主要产品:特雷克斯牌非公路自卸汽车和备件.,开发、制造各种型号的非公路(或工矿两用)自卸汽车，以及铲运机、装载机、推土机、挖掘机等工程机械及相应的零部件，从事产品销售、机械设备销售并提供售后服务、劳务服务、技术服务等，产品及零部件维修(包括大修)，租赁业务，土石方工程业务，保税库业务。
2363,600265.SH,ST景谷,"主要产品:林化产品,林木产品,林板产品等.",经营本企业自产的脂松香、脂松节油、 α 蒎烯、 β 蒎烯等林产化工系列产品及相关技术的出口业务；经营本企业生产科研所需原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务，林产化工产品制造（不含管理商品），人造板，森林资源培育，木材采运、加工、销售，林业技术开发研究，畜牧业。 （依法须经批准的项目，经相关部门批准后方可开展经营活动）
2364,600266.SH,北京城建,"主营业务::房地产开发,销售商品房;投资及投资管理;销售金属材料,木材,建筑材料,机械电器设备等.",房地产开发、销售商品房；投资及投资管理；销售金属材料、木材、建筑材料、机械电器设备；信息咨询(不含中介服务)；环保技术开发、技术服务。(企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
2365,600267.SH,海正药业,"主要产品:抗寄生虫药,抗肿瘤药,心血管药,抗感染药.",许可经营项目：药品的生产，兽药的生产、销售。一般经营项目：经营进出口业务，医药相关产业产品及健康相关产业产品的研发、技术服务，翻译服务，信息技术服务，培训服务。(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目。)
2366,600268.SH,国电南自,"主要产品:电网保护及自动化类产品,电厂保护及自动化类产品.",电动汽车充换电系统设备、设施的研发、生产、销售及服务、配用电自动化设备及系统、继电保护系统、控制系统、电力自动化系统、监测系统、管理信息系统、调度自动化系统、轨道交通、船舶等工业自动化系统、节能减排系统、储能系统、新能源及新技术的利用与开发系统、大坝及岩土工程系统、水电水资源自动化和信息化系统、视频监控及安全技术防范系统、计算机信息集成系统等的开发、设计、生产制造、销售、技术支持和咨询服务；高低压电器及传动设备、智能测试设备、智能仪器仪表等产品的研发、设计、制造、销售和服务；楼宇自动化系统、通信系统、乘客信息系统、隧道及城市管廊监控系统、轨道交通信号系统、交通指挥调度系统；轨道交通工程、市政管廊工程；电力行业(新能源发电)建设工程、环境保护及水处理工程、电力及工矿企业建设工程等的开发、设计、生产、销售、技术支持、咨询服务、项目管理、工程总承包；本企业自产产品和技术的出口业务；公司生产科研用原辅材料、仪器仪表、机械设备、零配件及技术的进口业务，进料加工和“三来一补”；自有设备租赁；自有房屋租赁；职业技能培训；能源工程总承包、设备集成。
2367,600269.SH,赣粤高速,"主营业务:主要从事高速公路的管理,养护,收费和投资",交通基础设施的投资、建设、管理、经营、养护、工程咨询以及附属设施的开发和经营；服务区汽车维修；百货销售；住宿；餐饮；广告；仓储（危险化学品除外）；新能源开发和成品油销售；智能交通系统与信息网络产品的研发与服务；新技术、新材料、新产品研发；房地产开发与经营；酒店经营管理；教育信息咨询服务；文化旅游资源及养老产业开发；苗圃和园林绿化，筑路材料加工与经营；道路清障救援。（以上经营范围凡涉及国家专项专营规定的从其规定）
2368,600271.SH,航天信息,"主要产品:专网通信产品,通信光纤,光缆,通信硅管,量子保密通信等.主营业务:专网通信产品,通信光纤,光缆,通信硅管,量子保密通信等产品的研发,生产与销售.",许可经营项目：第二类增值电信业务中的呼叫中心业务(增值电信业务经营许可证有效期至2020年5月7日)一般经营项目：计算机软件的技术开发、技术咨询和技术服务；企业管理咨询；计算机数据库服务；计算机软件、打印纸的销售；电子及通信设备、计算机及外部设备、智能机电产品、财税专用设备的研制、生产、销售；信息安全技术、信息技术、网络及终端技术、多媒体技术、工业自动化控制技术、环保技术、生物工程技术的开发、转让、咨询、培训；化工材料(不含危险化学品)销售；经济信息咨询；进出口业务；房屋租赁业务；智能卡及电子标签的研制、生产、销售；电子产品专业设备的研制、生产、销售、技术服务；物联网及传感网相关技术研发、生产、销售及服务；有线及无线通讯终端产品和个人数字终端产品的研发、生产和销售；技术服务，售后服务；住宿及会议服务。
2369,600272.SH,开开实业,主要业务:服装生产销售和中医药流通,羊毛衫、针绵织品、服装、鞋帽，纺织面料；内销日用百货，五金交电、一般工艺品、皮革制品、玻璃制品、雨具； 床上用品、卧具用品、家纺产品、座椅套；特种劳动保护用品生产； 销售自产产品并提供产品咨询及售后服务；自有房屋出租（涉及许可证凭许可证经营）；对外投资。
2370,600273.SH,嘉化能源,"主要产品:向浙江省嘉兴市乍浦经济开发区及周边企业提供蒸汽供热,生产并销售邻对位,氯碱,脂肪醇(酸)等系列产品",化学危险品的生产(范围详见《安全生产许可证》)，危险化学品的经营(范围详见《危险化学品经营许可证》)，移动式压力容器充装(凭有效许可证经营)。发电服务，供热服务，实业投资，资产管理，经济信息咨询，化工原料及化工产品(不含危险品及易制毒化学品)的制造与销售，塑料制品、针纺织品、机械设备、自动化控制仪表、五金电器、钢材、机电设备、建筑材料、日化用品、日用百货、工业用脱盐水及其它工业用水、粉煤灰、煤渣、脱硫石膏的销售，经营进出口业务，气瓶检验，合同能源管理服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
2371,600275.SH,ST昌鱼,"主营业务:淡水鱼类养殖加工,销售等及其相关业务",淡水鱼类及其它水产品养殖、畜禽养殖、蔬菜种植及以上产品的销售；饲料、渔需品的生产、销售；经营本企业自产水产品、蔬菜、牲猪(对港、澳地区除外)的出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；科技服务及对相关产业投资。
2372,600276.SH,恒瑞医药,"主要产品:抗肿瘤药,抗感染药.",片剂（含抗肿瘤药）、口服溶液剂、混悬剂、 无菌原料药（抗肿瘤药）、原料药（含抗肿瘤药）、精神药品、软胶囊剂（含抗肿瘤药）、冻干粉针剂（含抗肿瘤药）、粉针剂（抗肿瘤药、头孢菌素类）、吸入粉雾剂、口服混悬剂、口服乳剂、大容量注射剂（含多层共挤输液袋、含抗肿瘤药）、小容量注射剂（含抗肿瘤药、含非最终灭菌），生物工程制品（聚乙二醇重组人粒细胞刺激因子注射液）、硬胶囊剂（含抗肿瘤药）、颗粒剂（抗肿瘤药）、粉雾剂、膜剂、凝胶剂、乳膏剂的制造；中药前处理及提取；医疗器械的研发、制造与销售；一般化工产品的销售；自营和代理各类商品及技术的进出口业务，但国家限定公司经营或禁止进出口的商品和技术除外。
