code,name,past_5_p_change
601881,中国银河,-7.29453206203
600908,无锡银行,-7.29017612111
601919,中远海控,-7.28754044775
600000,浦发银行,-7.28122999152
300109,新开源,-7.26213344048
300338,开元股份,-7.23432878125
601069,西部黄金,-7.22739488496
603157,拉夏贝尔,-7.21819584837
601828,美凯龙,-7.1646898926
002388,新亚制程,-7.15929806121
600048,保利地产,-7.14371360305
002453,天马精化,-7.1409634793
600926,杭州银行,-7.13132110453
300727,润禾材料,-7.12874053478
000001,平安银行,-7.11788760378
000812,陕西金叶,-7.11623676242
603356,华菱精工,-7.10748013982
600308,华泰股份,-7.06474913691
601377,兴业证券,-7.05271337386
600489,中金黄金,-7.0496489194
300624,万兴科技,-6.97247300374
002895,川恒股份,-6.91363592125
002087,新野纺织,-6.90092188278
600015,华夏银行,-6.89280794745
601166,兴业银行,-6.88664922877
601006,大秦铁路,-6.86835305795
000659,*ST中富,-6.82695886774
000564,供销大集,-6.82252651545
601857,中国石油,-6.75280831664
600556,ST慧球,-6.74308158424
000610,西安旅游,-6.72563498442
601288,农业银行,-6.72461065968
300672,国科微,-6.71432823874
600188,兖州煤业,-6.69899543178
603912,佳力图,-6.69335575646
600705,中航资本,-6.68525539299
600376,首开股份,-6.66248457029
600873,梅花生物,-6.66053388979
603043,广州酒家,-6.64963597
601619,嘉泽新能,-6.62678419673
002092,中泰化学,-6.62328440689
300487,蓝晓科技,-6.61771681595
002673,西部证券,-6.61281428305
002750,龙津药业,-6.56302997467
600333,长春燃气,-6.551273512
000625,长安汽车,-6.54847176448
002424,贵州百灵,-6.53024528638
603518,维格娜丝,-6.52858736676
600808,马钢股份,-6.51349286158
000758,中色股份,-6.497006578
603378,亚士创能,-6.4923222872
000156,华数传媒,-6.48297728569
002711,欧浦智网,-6.45737762499
000878,云南铜业,-6.44823294284
600988,赤峰黄金,-6.44569026147
601155,新城控股,-6.43669921266
000876,新 希 望,-6.42415247775
000783,长江证券,-6.4095223632
600177,雅戈尔,-6.38992878294
000761,本钢板材,-6.36645841479
300010,立思辰,-6.36434353984
300251,光线传媒,-6.36428106794
002645,华宏科技,-6.32188537875
000807,云铝股份,-6.24842920401
000829,天音控股,-6.24396175292
300461,田中精机,-6.23876368039
300733,西菱动力,-6.23853187785
600383,金地集团,-6.23513517667
600567,山鹰纸业,-6.2335045807
600598,北大荒,-6.21456397696
601117,中国化学,-6.20998222113
603169,兰石重装,-6.15762737663
600050,中国联通,-6.13610369096
300527,华舟应急,-6.13545316471
600026,中远海能,-6.11461002412
600016,民生银行,-6.10901304033
601988,中国银行,-6.10733164305
000581,威孚高科,-6.10290372658
300423,鲁亿通,-6.0911240086
600160,巨化股份,-6.08481172958
002370,亚太药业,-6.07330497584
600027,华电国际,-6.05954527892
603533,掌阅科技,-6.03716404603
600170,上海建工,-6.02566558009
000059,华锦股份,-6.0071598997
002101,广东鸿图,-6.0037711724
002302,西部建设,-5.9833830653
300069,金利华电,-5.969732447
002357,富临运业,-5.93415248272
000960,锡业股份,-5.93055016114
002353,杰瑞股份,-5.90971051068
600122,宏图高科,-5.90833602238
002067,景兴纸业,-5.88709892992
300526,中潜股份,-5.88235317959
002071,长城影视,-5.87358119557
600031,三一重工,-5.873085353
601801,皖新传媒,-5.8680530678
000982,*ST 中绒,-5.85708968576
603363,傲农生物,-5.85117951971
002435,长江润发,-5.84215556742
000951,中国重汽,-5.80614509923
002619,艾格拉斯,-5.80294108413
300683,海特生物,-5.77865800554
000796,凯撒旅游,-5.77732053787
600010,包钢股份,-5.77009842625
600158,中体产业,-5.76797322312
600109,国金证券,-5.75675519714
300216,千山药机,-5.75660761616
600789,鲁抗医药,-5.72494701012
000623,吉林敖东,-5.7219303841
000511,*ST烯碳,-5.72123587109
000672,上峰水泥,-5.69118018236
002260,德奥通航,-5.67669181114
000713,丰乐种业,-5.66672061888
002848,高斯贝尔,-5.66625627024
000571,新大洲Ａ,-5.65849738221
600866,星湖科技,-5.61857476234
000402,金 融 街,-5.60498933608
002037,久联发展,-5.57623029951
002263,大 东 南,-5.57488232631
000915,山大华特,-5.57001512716
600456,宝钛股份,-5.55351740525
600260,凯乐科技,-5.53773373142
600851,海欣股份,-5.53603565038
002175,东方网络,-5.53298157236
600657,信达地产,-5.53159900032
000425,徐工机械,-5.51083496918
000502,绿景控股,-5.50394015557
000885,同力水泥,-5.4897487798
603600,永艺股份,-5.43976419659
603318,派思股份,-5.42439035333
002842,翔鹭钨业,-5.41251812533
603021,山东华鹏,-5.40770437709
600025,华能水电,-5.40239190869
002499,科林环保,-5.39812461286
300092,科新机电,-5.39392296614
600018,上港集团,-5.38835473292
000975,银泰资源,-5.37546827273
601878,浙商证券,-5.37491208961
603306,华懋科技,-5.33379892749
603300,华铁科技,-5.32540025655
603917,合力科技,-5.28496226902
002380,科远股份,-5.23124595762
601108,财通证券,-5.2258195946
300542,新晨科技,-5.22579567471
603329,上海雅仕,-5.20682093568
300173,智慧松德,-5.15992493951
300358,楚天科技,-5.15341918593
603165,荣晟环保,-5.14931766561
000559,万向钱潮,-5.12883367085
300431,暴风集团,-5.12361405541
300664,鹏鹞环保,-5.1221821952
002676,顺威股份,-5.09669521028
600560,金自天正,-5.08596903119
300133,华策影视,-5.07055346533
300257,开山股份,-5.04946012323
002114,罗平锌电,-5.03587822106
603029,天鹅股份,-5.02740023839
002310,东方园林,-5.01332202992
000026,飞亚达Ａ,-5.01042156526
002667,鞍重股份,-4.99942362197
000686,东北证券,-4.97067378352
002916,深南电路,-4.96541166877
601901,方正证券,-4.95283874586
300140,中环装备,-4.92211621107
603776,永安行,-4.90607468415
300245,天玑科技,-4.89796491633
600246,万通地产,-4.89626440348
002447,晨鑫科技,-4.8919176795
000690,宝新能源,-4.87670017199
600939,重庆建工,-4.86120045132
000778,新兴铸管,-4.85039574762
002201,九鼎新材,-4.84435685121
600240,华业资本,-4.833309254
603108,润达医疗,-4.81418680154
300277,海联讯,-4.80564950211
002053,云南能投,-4.79416640468
603828,柯利达,-4.77410020594
603885,吉祥航空,-4.76871768365
603260,合盛硅业,-4.75477119813
002778,高科石化,-4.75457812344
000780,*ST平能,-4.75382926221
300280,南通锻压,-4.75380563849
603359,东珠景观,-4.75184420735
002163,中航三鑫,-4.72767835871
000543,皖能电力,-4.70849067332
601003,柳钢股份,-4.67924796227
300561,汇金科技,-4.67738411637
600816,安信信托,-4.66624924939
002736,国信证券,-4.64136558992
000603,盛达矿业,-4.62873458775
002005,德豪润达,-4.603339516
603000,人民网,-4.59042469127
002770,科迪乳业,-4.58774444652
600886,国投电力,-4.58498904418
300657,弘信电子,-4.58447421379
601985,中国核电,-4.56725949232
600917,重庆燃气,-4.54892517357
300204,舒泰神,-4.54079727717
300051,三五互联,-4.51482750429
002601,龙蟒佰利,-4.5128970028
600637,东方明珠,-4.49850716589
300735,光弘科技,-4.48860353267
600973,宝胜股份,-4.46941153345
600029,南方航空,-4.4681384877
600606,绿地控股,-4.45080265579
300093,金刚玻璃,-4.43766284196
000517,荣安地产,-4.42726587535
000676,智度股份,-4.42610505724
000166,申万宏源,-4.42522355419
300164,通源石油,-4.42132554954
002160,常铝股份,-4.40949949106
300067,安诺其,-4.40513381336
603569,长久物流,-4.40105308593
601952,苏垦农发,-4.39726575471
603228,景旺电子,-4.36419330971
002921,联诚精密,-4.3591963025
000757,浩物股份,-4.35759255981
002103,广博股份,-4.34455075409
300307,慈星股份,-4.32966329627
600983,惠而浦,-4.3217324582
600984,建设机械,-4.3133478088
600622,光大嘉宝,-4.30834065443
002450,康得新,-4.30413717952
600649,城投控股,-4.30377273637
600208,新湖中宝,-4.28260219337
600217,中再资环,-4.27250961595
600020,中原高速,-4.26282045929
601179,中国西电,-4.25138625213
000630,铜陵有色,-4.2374130348
002908,德生科技,-4.22743383583
300355,蒙草生态,-4.19376737196
002680,长生生物,-4.1906945137
300600,瑞特股份,-4.1815794109
601567,三星医疗,-4.16722228292
000036,华联控股,-4.16573019514
300182,捷成股份,-4.16565030927
600858,银座股份,-4.15743167975
601009,南京银行,-4.15077596762
300116,坚瑞沃能,-4.14906964832
002544,杰赛科技,-4.13945658008
002141,贤丰控股,-4.10706977936
002285,世联行,-4.09989317672
300024,机器人,-4.06591458038
000685,中山公用,-4.03194090168
600582,天地科技,-4.02752368027
600868,梅雁吉祥,-4.02495756582
002725,跃岭股份,-4.01990004942
603536,惠发股份,-4.01511988299
000709,河钢股份,-3.99917853414
300468,四方精创,-3.99610813853
600897,厦门空港,-3.98058680627
000877,天山股份,-3.9705005312
000995,皇台酒业,-3.96870357774
600585,海螺水泥,-3.96361542644
600320,振华重工,-3.9608616417
002739,万达电影,-3.94941977905
000656,金科股份,-3.94568197343
600755,厦门国贸,-3.9306021183
000426,兴业矿业,-3.917336144
601555,东吴证券,-3.9021524184
300049,福瑞股份,-3.89678765863
601038,一拖股份,-3.89576557405
300449,汉邦高科,-3.89268473242
600889,南京化纤,-3.88922448594
600350,山东高速,-3.8873119552
603619,中曼石油,-3.87091513319
600642,申能股份,-3.8617903077
603663,三祥新材,-3.86108927153
002123,梦网集团,-3.8450562241
002517,恺英网络,-3.84008029099
000056,皇庭国际,-3.83999458063
002918,蒙娜丽莎,-3.83179820865
002843,泰嘉股份,-3.80155815577
601398,工商银行,-3.79562410366
000681,视觉中国,-3.7904491778
600823,世茂股份,-3.78216753398
002897,意华股份,-3.76800420808
300414,中光防雷,-3.75083513115
600157,永泰能源,-3.74164361437
601939,建设银行,-3.73310169962
600963,岳阳林纸,-3.72969262656
603993,洛阳钼业,-3.71975055678
002552,宝鼎科技,-3.71922073019
603689,皖天然气,-3.71020624336
300736,百华悦邦,-3.70731624103
600269,赣粤高速,-3.70651404276
002700,新疆浩源,-3.70329685657
300240,飞力达,-3.69523926968
002355,兴民智通,-3.68985390287
600549,厦门钨业,-3.6864025961
601669,中国电建,-3.66733252602
000061,农 产 品,-3.6642471187
300121,阳谷华泰,-3.65801578409
000409,山东地矿,-3.64483103974
002573,清新环境,-3.6346697109
600469,风神股份,-3.63098053844
002002,鸿达兴业,-3.629773168
300726,宏达电子,-3.61601167311
002199,东晶电子,-3.61486569872
002330,得利斯,-3.61262204988
002425,凯撒文化,-3.61256086745
002663,普邦股份,-3.60641683687
300203,聚光科技,-3.59911095649
000736,中交地产,-3.59325940221
000089,深圳机场,-3.57781656467
000718,苏宁环球,-3.5674422085
002072,凯瑞德,-3.56071254842
600663,陆家嘴,-3.5585692064
601633,长城汽车,-3.5551045641
000407,胜利股份,-3.54947873752
600491,龙元建设,-3.54840973973
603186,华正新材,-3.54393621883
002875,安奈儿,-3.50169512149
601318,中国平安,-3.49386903075
600019,宝钢股份,-3.48169615876
002216,三全食品,-3.46788741767
002922,伊戈尔,-3.45904140707
300401,花园生物,-3.45796819599
603661,恒林股份,-3.45725780731
002181,粤 传 媒,-3.45091418539
000069,华侨城Ａ,-3.44023655108
000750,国海证券,-3.4379989318
600432,*ST吉恩,-3.42706087662
601002,晋亿实业,-3.41156810157
000828,东莞控股,-3.41148928159
601866,中远海发,-3.40731913868
002130,沃尔核材,-3.40657291652
002507,涪陵榨菜,-3.4027170643
002041,登海种业,-3.39284415349
002501,利源精制,-3.39078439561
002608,江苏国信,-3.39074349241
603183,建研院,-3.38986423891
603990,麦迪科技,-3.38968378865
300682,朗新科技,-3.38469855345
601238,广汽集团,-3.38266450062
002882,金龙羽,-3.37755223702
600743,华远地产,-3.35679330462
000022,深赤湾Ａ,-3.32791801925
300730,科创信息,-3.3191316536
601169,北京银行,-3.30807359413
000731,四川美丰,-3.2850609818
002726,龙大肉食,-3.28499682939
300697,电工合金,-3.274411266
000090,天健集团,-3.26885609742
000507,珠海港,-3.25918840717
600439,瑞贝卡,-3.2577746253
603167,渤海轮渡,-3.25114279684
600717,天津港,-3.25069319043
601229,上海银行,-3.24777346475
603161,科华控股,-3.22560939959
600089,特变电工,-3.21940366095
300474,景嘉微,-3.21473790814
603679,华体科技,-3.21198151931
000786,北新建材,-3.20510573936
600428,中远海特,-3.20067843173
300424,航新科技,-3.17779409228
600664,哈药股份,-3.16971280758
002307,北新路桥,-3.16499652753
002385,大北农,-3.16376439802
603722,阿科力,-3.15818661692
600036,招商银行,-3.15724855781
600230,沧州大化,-3.14307611855
600697,欧亚集团,-3.13890279994
603598,引力传媒,-3.13251451626
603816,顾家家居,-3.12945354266
002306,*ST云网,-3.12667300832
600137,浪莎股份,-3.11195187465
600729,重庆百货,-3.0884914705
002378,章源钨业,-3.07818622581
000966,长源电力,-3.0728466112
600970,中材国际,-3.07281191163
600352,浙江龙盛,-3.05013864664
000498,山东路桥,-3.03654922707
000949,新乡化纤,-3.03616295541
300516,久之洋,-3.03557600088
600007,中国国贸,-3.03325491273
300729,乐歌股份,-3.0194918254
603278,大业股份,-3.0122835862
600829,人民同泰,-3.00931124312
002021,中捷资源,-3.00462403963
600806,*ST昆机,-2.99643631817
002267,陕天然气,-2.99461021345
300379,东方通,-2.99410793958
600397,安源煤业,-2.98758982874
603829,洛凯股份,-2.9846995397
603110,东方材料,-2.96923371574
000028,国药一致,-2.96249795489
600909,华安证券,-2.95711775084
002411,必康股份,-2.94884016749
002556,辉隆股份,-2.94794220703
002597,金禾实业,-2.93312660153
002909,集泰股份,-2.92428277041
300716,国立科技,-2.92145359662
603238,诺邦股份,-2.9062931957
300384,三联虹普,-2.90596071789
601991,大唐发电,-2.89233404066
300241,瑞丰光电,-2.8885936991
002584,西陇科学,-2.88359659752
603916,苏博特,-2.88243966342
600406,国电南瑞,-2.87606754312
600348,阳泉煤业,-2.87326311675
600716,凤凰股份,-2.85936359889
601566,九牧王,-2.84472149606
000708,大冶特钢,-2.84122210147
002504,*ST弘高,-2.84043672251
600096,云天化,-2.8291140303
300484,蓝海华腾,-2.82720616633
601326,秦港股份,-2.82157181629
600403,*ST大有,-2.81006212862
603848,好太太,-2.80616777234
603856,东宏股份,-2.80482599152
300611,美力科技,-2.80384423664
300038,梅泰诺,-2.80314925967
002915,中欣氟材,-2.79005963059
300722,新余国科,-2.78490054852
000037,深南电A,-2.78374333159
300711,广哈通信,-2.78303971904
600864,哈投股份,-2.78230067196
600223,鲁商置业,-2.77936067484
002917,金奥博,-2.77568437505
300152,科融环境,-2.76141870912
600371,万向德农,-2.74647566917
600261,阳光照明,-2.74263413142
300383,光环新网,-2.73737805502
600500,中化国际,-2.71673506723
600737,中粮糖业,-2.70172441245
000401,冀东水泥,-2.70069669259
000601,韶能股份,-2.6999574365
002752,昇兴股份,-2.69926237428
002039,黔源电力,-2.69807656783
002146,荣盛发展,-2.69433077727
000926,福星股份,-2.69114277155
002433,太安堂,-2.68996369034
000055,方大集团,-2.68790477053
002765,蓝黛传动,-2.68405028419
600064,南京高科,-2.67500206763
300143,星普医科,-2.66495777858
600793,宜宾纸业,-2.65304319817
300402,宝色股份,-2.63757782052
300686,智动力,-2.63138141843
002902,铭普光磁,-2.62741978413
600037,歌华有线,-2.61526834172
603309,维力医疗,-2.6147141608
002630,华西能源,-2.61386956068
600130,波导股份,-2.60884469645
300489,中飞股份,-2.60864004974
002464,众应互联,-2.59906889349
600310,桂东电力,-2.58313188454
300363,博腾股份,-2.57939266608
000898,鞍钢股份,-2.57401428279
002308,威创股份,-2.56982665978
000726,鲁 泰Ａ,-2.54633480811
600332,白云山,-2.53339437407
600668,尖峰集团,-2.53178363807
002040,南 京 港,-2.51412711195
600256,广汇能源,-2.511446309
603636,南威软件,-2.5109893769
000669,金鸿控股,-2.50952916989
002521,齐峰新材,-2.50625771962
000531,穗恒运Ａ,-2.50249297996
000415,渤海金控,-2.49869808169
000550,江铃汽车,-2.4969549438
000751,锌业股份,-2.47870634444
600782,新钢股份,-2.47606720089
002174,游族网络,-2.47099293958
000533,万 家 乐,-2.434880348
603505,金石资源,-2.43477258951
603076,乐惠国际,-2.427097096
002018,华信国际,-2.42619914403
002399,海普瑞,-2.42268596246
600104,上汽集团,-2.41355636352
600978,宜华生活,-2.41275090907
600057,象屿股份,-2.40742249497
600118,中国卫星,-2.40348786301
002646,青青稞酒,-2.39505661336
002486,嘉麟杰,-2.39225252461
600373,中文传媒,-2.3891597889
600874,创业环保,-2.38372016962
002899,英派斯,-2.37737021937
000910,大亚圣象,-2.3761939938
600787,中储股份,-2.37076491219
600792,云煤能源,-2.37055213709
002759,天际股份,-2.36790306894
002802,洪汇新材,-2.36633822214
