code,name,past_5_p_change
002742,三圣股份,-12.104028502
600801,华新水泥,-12.0016268644
002132,恒星科技,-11.9754967435
300278,华昌达,-11.9741174697
603029,天鹅股份,-11.970368682
300708,聚灿光电,-11.9333214101
600069,银鸽投资,-11.8820092699
300159,新研股份,-11.8732985549
300401,花园生物,-11.8516875819
002715,登云股份,-11.8251918927
603066,音飞储存,-11.8251166814
603843,正平股份,-11.8212165715
002428,云南锗业,-11.7971940311
600720,祁连山,-11.7491135836
300041,回天新材,-11.7015608803
000835,长城动漫,-11.6894216806
600115,东方航空,-11.6825209406
601668,中国建筑,-11.6644771693
601818,光大银行,-11.6113954281
002085,万丰奥威,-11.5929228334
002512,达华智能,-11.5119298512
000688,建新矿业,-11.4987151704
601288,农业银行,-11.4888763562
600398,海澜之家,-11.4681264844
600568,中珠医疗,-11.4587860396
600340,华夏幸福,-11.4522660608
002538,司尔特,-11.39971399
001979,招商蛇口,-11.3394285221
603009,北特科技,-11.3257843745
601003,柳钢股份,-11.3213917933
300093,金刚玻璃,-11.3142104024
603157,拉夏贝尔,-11.3117927044
300697,电工合金,-11.2960575673
600546,山煤国际,-11.1942566755
002070,*ST众和,-11.1400394497
002016,世荣兆业,-11.1237718251
600531,豫光金铅,-11.1077849632
000552,靖远煤电,-11.0843013027
300086,康芝药业,-11.0422493136
000830,鲁西化工,-11.0080038374
601015,陕西黑猫,-10.9954657291
603333,明星电缆,-10.9353924536
600999,招商证券,-10.8981081966
600319,亚星化学,-10.8820965913
002237,恒邦股份,-10.8665243988
600086,东方金钰,-10.8586590585
600851,海欣股份,-10.7903794957
000150,宜华健康,-10.7887853619
002384,东山精密,-10.7859708568
600036,招商银行,-10.7791317732
601211,国泰君安,-10.6717480514
600158,中体产业,-10.6636075305
000672,上峰水泥,-10.6595653738
600212,江泉实业,-10.6099500901
300607,拓斯达,-10.60693927
300198,纳川股份,-10.6009407567
600395,盘江股份,-10.5459029065
600958,东方证券,-10.5355238052
300739,明阳电路,-10.5318114512
600688,上海石化,-10.5057663303
000537,广宇发展,-10.4881771397
002895,川恒股份,-10.4593230636
601398,工商银行,-10.4422295056
601898,中煤能源,-10.4279973692
600715,文投控股,-10.4118059023
002451,摩恩电气,-10.3956576044
000960,锡业股份,-10.3906223709
300727,润禾材料,-10.3865528902
603729,龙韵股份,-10.3610220286
002923,润都股份,-10.3257410222
000633,合金投资,-10.3035057225
000610,西安旅游,-10.2771639129
000786,北新建材,-10.1934581052
600068,葛洲坝,-10.0998828089
300279,和晶科技,-10.0881033835
600997,开滦股份,-10.0833903257
600485,信威集团,-10.0495013275
601766,中国中车,-10.038376926
600959,江苏有线,-10.0230829642
600019,宝钢股份,-10.0224511181
600596,新安股份,-10.0178466556
601939,建设银行,-10.0015994019
600606,绿地控股,-9.97773338878
002320,海峡股份,-9.97656968365
600185,格力地产,-9.95356820248
600515,海航基础,-9.93384872922
300208,恒顺众昇,-9.91347373606
300469,信息发展,-9.90559133553
000982,*ST 中绒,-9.90355883175
300325,德威新材,-9.89449971104
601601,中国太保,-9.86509832883
600506,香梨股份,-9.80034889002
000488,晨鸣纸业,-9.78329336651
601688,华泰证券,-9.77540749181
601101,昊华能源,-9.77384624721
600031,三一重工,-9.73692546166
601828,美凯龙,-9.71495819056
600231,凌钢股份,-9.69949999643
601098,中南传媒,-9.66955896139
601988,中国银行,-9.66706565239
601997,贵阳银行,-9.60514429197
002051,中工国际,-9.56774695138
600179,安通控股,-9.56625551933
002911,佛燃股份,-9.54368420561
300449,汉邦高科,-9.52773356514
601857,中国石油,-9.51534357149
000776,广发证券,-9.49980568058
300090,盛运环保,-9.49813000487
600621,华鑫股份,-9.48559008394
600782,新钢股份,-9.46926036323
600123,兰花科创,-9.3552666784
601198,东兴证券,-9.34396585912
002500,山西证券,-9.34008632975
300191,潜能恒信,-9.27496946951
300033,同花顺,-9.23616833121
601318,中国平安,-9.23034592755
002471,中超控股,-9.21163046759
002692,睿康股份,-9.20306288084
002263,大 东 南,-9.19249707645
603363,傲农生物,-9.17542764543
000951,中国重汽,-9.15346803369
002373,千方科技,-9.14980552286
002922,伊戈尔,-9.14462140875
300487,蓝晓科技,-9.14156230741
603043,广州酒家,-9.1327556532
300456,耐威科技,-9.11596461172
000971,高升控股,-9.07281338565
000662,天夏智慧,-9.04418818427
000728,国元证券,-9.00585784885
000790,泰合健康,-8.97550041957
600808,马钢股份,-8.95537286607
603017,中衡设计,-8.90281920484
002302,西部建设,-8.8074350162
002708,光洋股份,-8.79916624146
002081,金 螳 螂,-8.79673395859
000898,鞍钢股份,-8.79446676754
600556,ST慧球,-8.79095310351
600018,上港集团,-8.78409294298
600009,上海机场,-8.74697796257
600348,阳泉煤业,-8.73643538903
600585,海螺水泥,-8.72813897179
000676,智度股份,-8.72693032966
002301,齐心集团,-8.72244418797
600208,新湖中宝,-8.68362108138
002778,高科石化,-8.6796831062
000002,万 科Ａ,-8.62813657299
601328,交通银行,-8.62484215468
600121,*ST郑煤,-8.61386529676
002492,恒基达鑫,-8.59991620382
600449,宁夏建材,-8.59817724803
600080,金花股份,-8.5873009174
300326,凯利泰,-8.54658233828
002155,湖南黄金,-8.47634893842
002366,台海核电,-8.47317381673
603683,晶华新材,-8.45445231283
002458,益生股份,-8.42368600057
600029,南方航空,-8.41685312727
002504,*ST弘高,-8.40978581958
600129,太极集团,-8.3993324329
600569,安阳钢铁,-8.39415705918
000878,云南铜业,-8.37656736392
000048,康达尔,-8.3704269785
300423,鲁亿通,-8.37019906921
601969,海南矿业,-8.36692831744
600015,华夏银行,-8.36390158188
603993,洛阳钼业,-8.3631600291
603136,天目湖,-8.35085927146
000402,金 融 街,-8.32227800815
600200,江苏吴中,-8.29785075923
002207,*ST准油,-8.29163596273
600837,海通证券,-8.27054596335
601618,中国中冶,-8.23122558798
601377,兴业证券,-8.22785577321
600226,瀚叶股份,-8.21418532055
000426,兴业矿业,-8.17539080105
000717,韶钢松山,-8.11484816626
000876,新 希 望,-8.09994434493
300434,金石东方,-8.09884450953
601808,中海油服,-8.09697938277
300338,开元股份,-8.08488107866
600099,林海股份,-8.06409348213
300337,银邦股份,-8.06306773597
300313,天山生物,-8.03954812036
603169,兰石重装,-8.02814670401
300356,光一科技,-8.02702329268
001965,招商公路,-8.01995742697
601009,南京银行,-8.01558630819
300059,东方财富,-7.9723509273
600376,首开股份,-7.91458458706
601678,滨化股份,-7.8887161907
600988,赤峰黄金,-7.87079252875
600970,中材国际,-7.84541293657
002256,兆新股份,-7.84462874094
601919,中远海控,-7.82797488534
600711,盛屯矿业,-7.77162033608
000937,冀中能源,-7.73766751018
603600,永艺股份,-7.71119497184
002592,八菱科技,-7.70136680798
000407,胜利股份,-7.66975061071
000933,神火股份,-7.66213731018
601128,常熟银行,-7.64168335383
603677,奇精机械,-7.60697872288
600614,鹏起科技,-7.5929207395
600016,民生银行,-7.57781385268
601788,光大证券,-7.57125986616
000616,海航投资,-7.56930397181
002424,贵州百灵,-7.56171328583
002910,庄园牧场,-7.49169689567
600409,三友化工,-7.475695323
600508,上海能源,-7.46675383248
002216,三全食品,-7.4609328444
000789,万年青,-7.45510749758
300081,恒信东方,-7.43250467715
601117,中国化学,-7.37472555659
002010,传化智联,-7.35531658201
002747,埃斯顿,-7.35287735998
600352,浙江龙盛,-7.32621045871
300083,劲胜智能,-7.31921487736
600126,杭钢股份,-7.30379280955
300294,博雅生物,-7.30233111691
600966,博汇纸业,-7.294696423
600489,中金黄金,-7.26294414786
600308,华泰股份,-7.22223510827
603505,金石资源,-7.21302404583
000975,银泰资源,-7.20219668446
600919,江苏银行,-7.20073177499
600137,浪莎股份,-7.19524705194
600297,广汇汽车,-7.19498247319
002388,新亚制程,-7.15929806121
600696,ST匹凸,-7.12608312222
000812,陕西金叶,-7.11623676242
600000,浦发银行,-7.11366594934
601166,兴业银行,-7.10177801508
600583,海油工程,-7.06659974187
601111,中国国航,-7.03858727439
603323,吴江银行,-7.00627304482
600743,华远地产,-6.98970674805
300382,斯莱克,-6.9727062109
000166,申万宏源,-6.94786456596
601168,西部矿业,-6.91977544608
002087,新野纺织,-6.90092188278
601006,大秦铁路,-6.89656906894
002053,云南能投,-6.88826083232
000860,顺鑫农业,-6.85531964422
600640,号百控股,-6.83959473301
000564,供销大集,-6.82252651545
002174,游族网络,-6.81320485973
002353,杰瑞股份,-6.80151710566
603828,柯利达,-6.80079338497
002633,申科股份,-6.79555747404
300072,三聚环保,-6.79106082163
600466,蓝光发展,-6.76424077956
600238,海南椰岛,-6.74974249626
000338,潍柴动力,-6.70346274168
600217,中再资环,-6.68572753815
601989,中国重工,-6.6643421301
600061,国投资本,-6.63622057
601619,嘉泽新能,-6.62678419673
002435,长江润发,-6.60880666895
002142,宁波银行,-6.60476703219
002601,龙蟒佰利,-6.58023913565
002092,中泰化学,-6.51168988571
002848,高斯贝尔,-6.48378510372
000156,华数传媒,-6.48297728569
002190,成飞集成,-6.47310307355
002597,金禾实业,-6.46833067701
002711,欧浦智网,-6.45737762499
300085,银之杰,-6.45335780302
600926,杭州银行,-6.42917032896
000783,长江证券,-6.4095223632
600333,长春燃气,-6.40175554962
000026,飞亚达Ａ,-6.38626268148
002673,西部证券,-6.37025016431
600023,浙能电力,-6.36755317216
300010,立思辰,-6.36434353984
600176,中国巨石,-6.34382866751
000761,本钢板材,-6.33902403401
600582,天地科技,-6.30942648148
002776,柏堡龙,-6.29853850423
000625,长安汽车,-6.24533452134
000623,吉林敖东,-6.21051515787
300257,开山股份,-6.19952574656
002807,江阴银行,-6.18377862017
600010,包钢股份,-6.173552152
600050,中国联通,-6.15481472382
603012,创力集团,-6.13149561396
000425,徐工机械,-6.12797682278
002285,世联行,-6.10277954499
002370,亚太药业,-6.07330497584
600868,梅雁吉祥,-6.07306020834
600109,国金证券,-6.06888155989
000758,中色股份,-6.05754250892
603228,景旺电子,-6.03608228937
000559,万向钱潮,-6.00491533788
601212,白银有色,-6.00099025537
002101,广东鸿图,-5.99435648602
000603,盛达矿业,-5.99077866189
300164,通源石油,-5.98448416617
002110,三钢闽光,-5.97489170399
300069,金利华电,-5.969732447
000581,威孚高科,-5.96236726239
002114,罗平锌电,-5.95627758409
002357,富临运业,-5.93415248272
600122,宏图高科,-5.90833602238
002501,利源精制,-5.895254526
002544,杰赛科技,-5.84180595154
600917,重庆燃气,-5.83584169225
002608,江苏国信,-5.82224875925
601878,浙商证券,-5.80884231032
002619,艾格拉斯,-5.80294108413
601881,中国银河,-5.77755062713
000796,凯撒旅游,-5.77732053787
600359,新农开发,-5.74051507242
000926,福星股份,-5.73995881885
000511,*ST烯碳,-5.72123587109
603912,佳力图,-5.70233839397
600873,梅花生物,-5.685611275
002260,德奥通航,-5.67669181114
603167,渤海轮渡,-5.67322823447
000416,民生控股,-5.67193036962
603289,泰瑞机器,-5.66748692199
603808,歌力思,-5.65634825352
600866,星湖科技,-5.61857476234
002499,科林环保,-5.60020368753
002037,久联发展,-5.57623029951
300600,瑞特股份,-5.56562326385
600823,世茂股份,-5.5621974346
601901,方正证券,-5.53937442793
600170,上海建工,-5.53567606943
000736,中交地产,-5.53460335861
601375,中原证券,-5.52978729815
002199,东晶电子,-5.48353752102
000517,荣安地产,-5.48073140764
002582,好想你,-5.47578287628
603711,香飘飘,-5.42832564657
603318,派思股份,-5.42439035333
300398,飞凯材料,-5.4198030894
603021,山东华鹏,-5.40770437709
300027,华谊兄弟,-5.39759130904
603557,起步股份,-5.36026382628
600406,国电南瑞,-5.35025840634
000037,深南电A,-5.33753519802
600858,银座股份,-5.32182057988
002839,张家港行,-5.32041846981
000592,平潭发展,-5.3147725347
600827,百联股份,-5.30350946903
000016,深康佳Ａ,-5.28477457409
600883,博闻科技,-5.24370796731
603329,上海雅仕,-5.23701305132
300523,辰安科技,-5.2166707626
600332,白云山,-5.18215591886
300084,海默科技,-5.16471422203
300173,智慧松德,-5.15992493951
000720,新能泰山,-5.13817292051
002297,博云新材,-5.13753193099
002843,泰嘉股份,-5.12974177097
300527,华舟应急,-5.10542843854
000735,罗 牛 山,-5.04962109337
000686,东北证券,-5.04727944754
300474,景嘉微,-5.04327337097
000709,河钢股份,-5.029209988
600160,巨化股份,-5.02788838892
300121,阳谷华泰,-5.01997886554
000791,甘肃电投,-5.0091428409
002058,威 尔 泰,-5.00490395826
600282,南钢股份,-4.99003208336
600657,信达地产,-4.97663422183
600027,华电国际,-4.9570470244
000961,中南建设,-4.95701056466
600939,重庆建工,-4.94782151312
002355,兴民智通,-4.94499010847
601985,中国核电,-4.93143343681
000089,深圳机场,-4.9196759763
000778,新兴铸管,-4.87876474114
300448,浩云科技,-4.87368692572
600886,国投电力,-4.85215107485
600781,辅仁药业,-4.83244711004
603569,长久物流,-4.8128698278
601567,三星医疗,-4.81052227155
600983,惠而浦,-4.80572290103
000779,三毛派神,-4.79836694711
002651,利君股份,-4.79523039665
600026,中远海能,-4.76456188472
300280,南通锻压,-4.75380563849
600598,北大荒,-4.75211502489
603885,吉祥航空,-4.74937745572
002502,骅威文化,-4.73446026957
002163,中航三鑫,-4.72767835871
000671,阳 光 城,-4.72657025247
600690,青岛海尔,-4.70041073611
603776,永安行,-4.68775163741
002453,天马精化,-4.65612356832
601555,东吴证券,-4.6306079034
000690,宝新能源,-4.61883580498
002005,德豪润达,-4.603339516
002369,卓翼科技,-4.59260878689
000630,铜陵有色,-4.59042844953
002765,蓝黛传动,-4.58242074621
000685,中山公用,-4.55531653385
002293,罗莱生活,-4.5470912546
603611,诺力股份,-4.54206376522
603970,中农立华,-4.54028275237
002327,富安娜,-4.53419048485
601333,广深铁路,-4.50480930114
600697,欧亚集团,-4.46364776514
600973,宝胜股份,-4.45983645192
600573,惠泉啤酒,-4.4436819287
002160,常铝股份,-4.40949949106
300067,安诺其,-4.40513381336
300182,捷成股份,-4.36736639061
000757,浩物股份,-4.35759255981
002103,广博股份,-4.34455075409
000526,*ST紫学,-4.33836970954
600338,西藏珠峰,-4.33742539652
002307,北新路桥,-4.31997122355
600705,中航资本,-4.31989817572
600089,特变电工,-4.31383754476
603689,皖天然气,-4.31357375944
600984,建设机械,-4.3133478088
601169,北京银行,-4.30669671855
002450,康得新,-4.30413717952
600649,城投控股,-4.30377273637
601607,上海医药,-4.2813126366
600881,亚泰集团,-4.27686557766
002115,三维通信,-4.27531911986
600250,南纺股份,-4.26480619568
600025,华能水电,-4.26437557075
000768,中航飞机,-4.24740306869
600963,岳阳林纸,-4.24588730416
000910,大亚圣象,-4.24205488719
600469,风神股份,-4.23944398062
000718,苏宁环球,-4.23449448796
002039,黔源电力,-4.17865282692
600674,川投能源,-4.16168498099
300116,坚瑞沃能,-4.14906964832
002380,科远股份,-4.1175618862
600007,中国国贸,-4.10914173536
000543,皖能电力,-4.07672376066
002385,大北农,-4.05760744762
000885,同力水泥,-4.05410282518
601179,中国西电,-4.041264606
002295,精艺股份,-4.03794860702
300023,宝德股份,-4.03253952304
603030,全筑股份,-4.03192610917
600240,华业资本,-4.02640963171
600149,*ST坊展,-4.02346681894
000708,大冶特钢,-4.02294730593
300140,中环装备,-4.01624930104
000756,新华制药,-4.01054107728
600908,无锡银行,-3.99610789472
000852,石化机械,-3.98819683482
000059,华锦股份,-3.97982637025
000877,天山股份,-3.96109601652
600247,ST成城,-3.95373702127
603010,万盛股份,-3.95113914837
002739,万达电影,-3.94941977905
603979,金诚信,-3.94062475919
600825,新华传媒,-3.92674105475
300049,福瑞股份,-3.89678765863
601021,春秋航空,-3.88418517564
600230,沧州大化,-3.86167037032
000753,漳州发展,-3.85575337627
002517,恺英网络,-3.84008029099
000056,皇庭国际,-3.83999458063
600153,建发股份,-3.8325493155
000505,珠江控股,-3.82306100376
000780,*ST平能,-3.81483594384
600118,中国卫星,-3.76293421906
002425,凯撒文化,-3.75673832925
300364,中文在线,-3.75177065011
300725,药石科技,-3.74188182047
600157,永泰能源,-3.74164361437
600266,北京城建,-3.74152094591
600533,栖霞建设,-3.73975390475
300240,飞力达,-3.69523926968
002181,粤 传 媒,-3.69113384556
600104,上汽集团,-3.66181131931
000507,珠海港,-3.66040437309
002100,天康生物,-3.65893418821
600699,均胜电子,-3.64355492121
002042,华孚时尚,-3.63711653958
600897,厦门空港,-3.63491691877
600848,上海临港,-3.63303683398
000825,太钢不锈,-3.62879837944
603679,华体科技,-3.61792287903
000932,*ST华菱,-3.60758886803
002663,普邦股份,-3.60641683687
600755,厦门国贸,-3.56822003378
002072,凯瑞德,-3.56071254842
000090,天健集团,-3.54114643916
002752,昇兴股份,-3.53396196887
300013,新宁物流,-3.53006356993
002405,四维图新,-3.52187850887
600004,白云机场,-3.52133541231
600500,中化国际,-3.52080905542
600271,航天信息,-3.51179158571
600269,赣粤高速,-3.50346522208
600246,万通地产,-3.50022860053
601633,长城汽车,-3.4778868736
000750,国海证券,-3.4476339349
600064,南京高科,-3.44556478929
300466,赛摩电气,-3.44535208998
600432,*ST吉恩,-3.42706087662
600439,瑞贝卡,-3.41399945433
000068,华控赛格,-3.40691813032
002130,沃尔核材,-3.40657291652
002507,涪陵榨菜,-3.4027170643
002141,贤丰控股,-3.39887847833
002481,双塔食品,-3.38732799177
300682,朗新科技,-3.38469855345
601991,大唐发电,-3.3805085126
603900,莱绅通灵,-3.38033934884
002882,金龙羽,-3.37755223702
600900,长江电力,-3.36793612682
603000,人民网,-3.36087072375
002595,豪迈科技,-3.35989975646
600491,龙元建设,-3.35677137243
600663,陆家嘴,-3.355616
002002,鸿达兴业,-3.3507180928
000022,深赤湾Ａ,-3.32791801925
002736,国信证券,-3.32673106959
000803,*ST金宇,-3.32506541581
002378,章源钨业,-3.31930925739
002018,华信国际,-3.31750770435
002521,齐峰新材,-3.3065205008
600320,振华重工,-3.29365841769
002726,龙大肉食,-3.28499682939
002021,中捷资源,-3.28434419703
600175,美都能源,-3.28223493002
603026,石大胜华,-3.27542892795
600816,安信信托,-3.2624314512
002313,日海通讯,-3.26176026809
000669,金鸿控股,-3.25506162136
601086,国芳集团,-3.24639832308
601012,隆基股份,-3.2422569586
603165,荣晟环保,-3.24027706313
300526,中潜股份,-3.21828715556
000737,南风化工,-3.21291461559
600978,宜华生活,-3.20131507272
603086,先达股份,-3.19594137623
000935,四川双马,-3.19321419375
300424,航新科技,-3.17779409228
600239,云南城投,-3.1725308054
600962,国投中鲁,-3.1701812599
600664,哈药股份,-3.16971280758
000401,冀东水泥,-3.16839002808
000409,山东地矿,-3.13704303588
600820,隧道股份,-3.13331906437
603598,引力传媒,-3.13251451626
601669,中国电建,-3.12483158288
300662,科锐国际,-3.11501093144
601866,中远海发,-3.09723027556
600020,中原高速,-3.07318119052
002440,闰土股份,-3.06892781087
000880,潍柴重机,-3.05909061182
300684,中石科技,-3.05045902838
000065,北方国际,-3.05029364305
603703,盛洋科技,-3.04186328517
600428,中远海特,-3.0267874349
002484,江海股份,-3.02423260309
002221,东华能源,-3.01773880174
600329,中新药业,-3.01439780686
600829,人民同泰,-3.00931124312
002751,易尚展示,-3.00438806035
600806,*ST昆机,-2.99643631817
600581,八一钢铁,-2.97260822483
002688,金河生物,-2.96026098266
600961,株冶集团,-2.96021914818
600350,山东高速,-2.94540761236
600513,联环药业,-2.94483078455
600197,伊力特,-2.93655394998
600452,涪陵电力,-2.93292393429
600789,鲁抗医药,-2.92073155291
300355,蒙草生态,-2.90283600108
002034,旺能环境,-2.89842419682
002071,长城影视,-2.88952679612
002584,西陇科学,-2.88359659752
002067,景兴纸业,-2.8817028651
600793,宜宾纸业,-2.87343693835
002201,九鼎新材,-2.86351971191
000828,东莞控股,-2.8625267618
600767,*ST运盛,-2.84799139728
300343,联创互联,-2.82837572995
603069,海汽集团,-2.8241690428
300038,梅泰诺,-2.80314925967
000036,华联控股,-2.78974775709
603527,众源新材,-2.77632856143
002749,国光股份,-2.76996411837
600717,天津港,-2.76646242561
600261,阳光照明,-2.76200039304
000966,长源电力,-2.761684
300245,天玑科技,-2.75824141491
600062,华润双鹤,-2.74183296673
300383,光环新网,-2.73737805502
600316,洪都航空,-2.73555265984
600637,东方明珠,-2.7352847415
603536,惠发股份,-2.73046407639
002598,山东章鼓,-2.72502552631
601229,上海银行,-2.71938775733
300384,三联虹普,-2.70677302832
600425,*ST青松,-2.7022153937
600642,申能股份,-2.70210140912
603963,大理药业,-2.69975997252
002111,威海广泰,-2.68389322105
601801,皖新传媒,-2.67585139549
002233,塔牌集团,-2.67309668694
601958,金钼股份,-2.66666112752
300143,星普医科,-2.66495777858
300358,楚天科技,-2.64654605269
600548,深高速,-2.63604471054
002486,嘉麟杰,-2.6356633662
300012,华测检测,-2.62235093841
603309,维力医疗,-2.6147141608
002464,众应互联,-2.59906889349
002267,陕天然气,-2.59744414782
000807,云铝股份,-2.59687345743
600795,国电电力,-2.59443228272
300055,万邦达,-2.58313698975
600209,罗顿发展,-2.58252872329
300363,博腾股份,-2.57939266608
600289,ST信通,-2.57391023652
600387,海越股份,-2.55964169358
002411,必康股份,-2.5474382152
603238,诺邦股份,-2.53555757888
300516,久之洋,-2.52207535421
002266,浙富控股,-2.50402751708
000415,渤海金控,-2.49869808169
000525,红 太 阳,-2.48457778683
000571,新大洲Ａ,-2.48047803028
600130,波导股份,-2.47192200371
600090,同济堂,-2.45897930053
300024,机器人,-2.45721970488
600502,安徽水利,-2.44984282062
300686,智动力,-2.44868304266
000533,万 家 乐,-2.434880348
000965,天保基建,-2.43273557183
