code,name,past_5_p_change
000553,沙隆达Ａ,-2.42881476942
600529,山东药玻,-2.42425596583
600477,杭萧钢构,-2.41798856443
601228,广州港,-2.40469645819
002891,中宠股份,-2.39922746664
002680,长生生物,-2.39587255544
002646,青青稞酒,-2.39505661336
600021,上海电力,-2.39145009883
600403,*ST大有,-2.37690899361
002634,棒杰股份,-2.37213740281
002604,ST龙力,-2.36132125605
000615,京汉股份,-2.35853844738
002089,新 海 宜,-2.35583220329
603008,喜临门,-2.35537407022
600824,益民集团,-2.34923336305
600895,张江高科,-2.31926978104
600275,*ST昌鱼,-2.31725859221
300134,大富科技,-2.31372426886
600155,宝硕股份,-2.31312846838
002433,太安堂,-2.30946525279
000759,中百集团,-2.30469097758
000656,金科股份,-2.29684537657
002648,卫星石化,-2.2964240066
000039,中集集团,-2.28615083414
000612,焦作万方,-2.28371324272
002198,嘉应制药,-2.28035029834
002886,沃特股份,-2.26707505142
603663,三祥新材,-2.24281477819
600173,卧龙地产,-2.23401219364
002700,新疆浩源,-2.21738456316
600037,歌华有线,-2.21631010851
300114,中航电测,-2.20319487366
603817,海峡环保,-2.20092306303
002605,姚记扑克,-2.19251759603
600734,实达集团,-2.190827539
000883,湖北能源,-2.1776165484
600833,第一医药,-2.17670038355
000539,粤电力Ａ,-2.1620902656
000061,农 产 品,-2.16157612176
000011,深物业A,-2.16096648704
603848,好太太,-2.15943157617
600741,华域汽车,-2.14562412599
002305,南国置业,-2.13765393792
002602,世纪华通,-2.12951946818
600549,厦门钨业,-2.12678443826
603661,恒林股份,-2.1092476451
300362,天翔环境,-2.10791731952
600475,华光股份,-2.10598737018
601069,西部黄金,-2.1031942885
601326,秦港股份,-2.0941157714
000751,锌业股份,-2.09355115623
601018,宁波港,-2.0904542632
603278,大业股份,-2.07980182466
600887,伊利股份,-2.07547352305
002035,华帝股份,-2.07332491753
601611,中国核建,-2.06340665022
300103,达刚路机,-2.05716756237
601877,正泰电器,-2.05086279671
002575,群兴玩具,-2.04734460431
000848,承德露露,-2.04528433174
603899,晨光文具,-2.04325050026
601992,金隅集团,-2.04091988284
000915,山大华特,-2.02949694755
600639,浦东金桥,-2.02350876468
600909,华安证券,-2.02289024423
002379,宏创控股,-1.99813579588
300561,汇金科技,-1.98887111193
603589,口子窖,-1.98164744329
600381,青海春天,-1.97360709547
600399,抚顺特钢,-1.9696341912
600033,福建高速,-1.96700836958
600977,中国电影,-1.95552736318
600223,鲁商置业,-1.94824789774
600976,健民集团,-1.93599047329
000518,四环生物,-1.93428681063
002675,东诚药业,-1.9317727692
601108,财通证券,-1.91884666692
600085,同仁堂,-1.9186953424
002387,黑牛食品,-1.91774736223
603636,南威软件,-1.9163064121
000968,蓝焰控股,-1.91423271191
600284,浦东建设,-1.91394867011
601952,苏垦农发,-1.91382783332
600057,象屿股份,-1.90970034969
000651,格力电器,-1.9082100529
603020,爱普股份,-1.90603089258
600323,瀚蓝环境,-1.89872393456
000995,皇台酒业,-1.89022567916
000429,粤高速Ａ,-1.88994040107
603320,迪贝电气,-1.88919550279
002316,键桥通讯,-1.88113528719
002473,*ST圣莱,-1.87987966719
002630,华西能源,-1.87565432894
002073,软控股份,-1.87343903475
600737,中粮糖业,-1.8649592424
603839,安正时尚,-1.86217434948
002121,科陆电子,-1.83913060453
300034,钢研高纳,-1.83432896578
000532,华金资本,-1.83137565826
000901,航天科技,-1.81887817466
600641,万业企业,-1.81564187019
002533,金杯电工,-1.81522013982
000905,厦门港务,-1.81177743842
000715,中兴商业,-1.81117637295
600203,福日电子,-1.79937625263
000568,泸州老窖,-1.79401965024
600059,古越龙山,-1.79368684644
601177,杭齿前进,-1.79108902264
002059,云南旅游,-1.78947474501
300619,金银河,-1.77980286628
600578,京能电力,-1.77591546112
600260,凯乐科技,-1.77579560842
600990,四创电子,-1.77004524695
600236,桂冠电力,-1.75706241947
000858,五 粮 液,-1.75694058558
600225,*ST松江,-1.75171045712
002078,太阳纸业,-1.74124567662
002045,国光电器,-1.73784470216
600567,山鹰纸业,-1.73165797459
603978,深圳新星,-1.72561943643
002358,森源电气,-1.72143475655
601002,晋亿实业,-1.71531404428
600936,广西广电,-1.71360447152
000962,东方钽业,-1.70962716867
002523,天桥起重,-1.70908794093
002603,以岭药业,-1.701421512
603518,维格娜丝,-1.69353538744
002677,浙江美大,-1.68539365772
300609,汇纳科技,-1.68026587501
000088,盐 田 港,-1.67654373054
603113,金能科技,-1.67448217613
000601,韶能股份,-1.67012173888
600757,长江传媒,-1.66050167964
603730,岱美股份,-1.64283243546
300414,中光防雷,-1.63771607241
000531,穗恒运Ａ,-1.63084274141
002902,铭普光磁,-1.6258843575
600600,青岛啤酒,-1.6250107024
300203,聚光科技,-1.62032030325
002853,皮阿诺,-1.60985100699
300420,五洋停车,-1.60041982811
600356,恒丰纸业,-1.59730808352
600180,瑞茂通,-1.59260807957
002785,万里石,-1.58877358072
600152,维科精华,-1.5751058776
600551,时代出版,-1.57266795783
000657,中钨高新,-1.56483742421
601727,上海电气,-1.56222506501
600681,百川能源,-1.55601336692
603313,梦百合,-1.55430446703
000012,南 玻Ａ,-1.53974554861
002655,共达电声,-1.53785248262
000584,哈工智能,-1.53735601829
002625,光启技术,-1.53469334202
603111,康尼机电,-1.5305644873
603378,亚士创能,-1.52975733982
600760,中航沈飞,-1.52928251629
603607,京华激光,-1.52807356465
002656,摩登大道,-1.5242477084
000928,中钢国际,-1.52054321901
300651,金陵体育,-1.52042506096
300461,田中精机,-1.51851837368
600096,云天化,-1.51560240205
600343,航天动力,-1.51445379134
600572,康恩贝,-1.51171591594
600307,酒钢宏兴,-1.5113237913
600415,小商品城,-1.51080411987
002259,升达林业,-1.5015270398
000538,云南白药,-1.49872480535
002419,天虹股份,-1.48196072984
601238,广汽集团,-1.48002230652
603186,华正新材,-1.4724095269
600267,海正药业,-1.47079353105
600483,福能股份,-1.46805908171
002337,赛象科技,-1.45946010998
603533,掌阅科技,-1.4538396788
000566,海南海药,-1.45139774057
600655,豫园股份,-1.44846415237
300379,东方通,-1.44682306165
603696,安记食品,-1.44141946172
000726,鲁 泰Ａ,-1.43324816029
000619,海螺型材,-1.43252900639
002333,罗普斯金,-1.43096144724
000591,太阳能,-1.43040599031
300388,国祯环保,-1.4299870004
000652,泰达股份,-1.42327363541
300489,中飞股份,-1.42046545835
600371,万向德农,-1.41998760304
002768,国恩股份,-1.41965055521
002557,洽洽食品,-1.39854442808
300403,地尔汉宇,-1.39142637796
600256,广汇能源,-1.38774342492
600479,千金药业,-1.38753748929
600798,宁波海运,-1.382266664
603639,海利尔,-1.37914128751
603601,再升科技,-1.37492867425
002394,联发股份,-1.37490248598
600602,云赛智联,-1.36904646914
002375,亚厦股份,-1.36825679574
600550,保变电气,-1.36819084861
603708,家家悦,-1.36373984523
000627,天茂集团,-1.36326142247
002239,奥特佳,-1.35709482579
600643,爱建集团,-1.35586831907
600612,老凤祥,-1.35242678024
600792,云煤能源,-1.34123828454
002468,申通快递,-1.34033444411
600148,长春一东,-1.33783652857
002908,德生科技,-1.33209382477
002124,天邦股份,-1.3210087618
002280,联络互动,-1.31714525979
000785,武汉中商,-1.31552466725
300484,蓝海华腾,-1.31494002127
000993,闽东电力,-1.31427748433
600125,铁龙物流,-1.3121985339
300534,陇神戎发,-1.31131352178
600597,光明乳业,-1.30413068588
002331,皖通科技,-1.30176575792
603386,广东骏亚,-1.28936789625
603315,福鞍股份,-1.28727084668
300129,泰胜风能,-1.27991860497
002611,东方精工,-1.27964946319
300593,新雷能,-1.2781275075
600784,鲁银投资,-1.26868498292
600426,华鲁恒升,-1.2669428458
601216,君正集团,-1.26009724627
600765,中航重机,-1.24815001873
000498,山东路桥,-1.23302904269
300664,鹏鹞环保,-1.23114185482
300254,仟源医药,-1.21226064981
601139,深圳燃气,-1.21074747155
600679,上海凤凰,-1.19846264118
600787,中储股份,-1.19533517299
603909,合诚股份,-1.19456196421
300531,优博讯,-1.18041776656
600346,恒力股份,-1.17857755475
002318,久立特材,-1.17252569616
600480,凌云股份,-1.17081424155
601718,际华集团,-1.17003112914
300251,光线传媒,-1.16942268884
002236,大华股份,-1.16597185394
002803,吉宏股份,-1.16346199493
603357,设计总院,-1.15800726944
300482,万孚生物,-1.15304527851
000421,南京公用,-1.14563554192
600729,重庆百货,-1.13929092498
600727,鲁北化工,-1.13286001574
000729,燕京啤酒,-1.11885443838
600400,红豆股份,-1.11839585164
002252,上海莱士,-1.11677137442
600265,ST景谷,-1.09168366253
601388,怡球资源,-1.09136568561
000800,一汽轿车,-1.07370582472
002537,海联金汇,-1.07280516343
603936,博敏电子,-1.07277436549
002157,正邦科技,-1.07224299481
002875,安奈儿,-1.07155925707
603990,麦迪科技,-1.07034039656
300228,富瑞特装,-1.06938096933
601116,三江购物,-1.06378004649
002262,恩华药业,-1.05733598812
300733,西菱动力,-1.05520558884
002442,龙星化工,-1.04668246616
002123,梦网集团,-1.0446189401
002565,顺灏股份,-1.04119749604
002660,茂硕电源,-1.03768109451
600054,黄山旅游,-1.02966256237
002310,东方园林,-1.02212466447
600446,金证股份,-1.01496626966
002926,华西证券,-1.01003582346
000563,陕国投Ａ,-1.00978396181
600668,尖峰集团,-1.00367199748
000921,海信科龙,-1.00222718268
603208,江山欧派,-0.992015603186
600132,重庆啤酒,-0.988944658887
600177,雅戈尔,-0.987847589784
002609,捷顺科技,-0.976526689479
300341,麦迪电气,-0.973828203818
603779,威龙股份,-0.967636408935
000839,中信国安,-0.967314601344
600095,哈高科,-0.965551384
000719,中原传媒,-0.965423706108
600780,通宝能源,-0.961165199933
002165,红 宝 丽,-0.959625181922
002667,鞍重股份,-0.954542559979
000731,四川美丰,-0.954120136243
002443,金洲管道,-0.953882992831
601005,*ST重钢,-0.953305683439
600604,市北高新,-0.953177283827
600826,兰生股份,-0.950661885074
002745,木林森,-0.948407549607
600648,外高桥,-0.942267617189
600654,*ST中安,-0.939477895615
600490,鹏欣资源,-0.936331412537
002447,晨鑫科技,-0.927869409946
000419,通程控股,-0.926545997787
603737,三棵树,-0.923138912417
600766,园城黄金,-0.905955780507
002681,奋达科技,-0.895043967812
600233,圆通速递,-0.893561075356
600807,天业股份,-0.888970719875
000062,深圳华强,-0.885133059666
000813,德展健康,-0.884632610024
002004,华邦健康,-0.8819189632
300309,吉艾科技,-0.874243754824
601127,小康股份,-0.872297609486
002772,众兴菌业,-0.860426746263
601019,山东出版,-0.854597713788
600372,中航电子,-0.847659198946
002679,福建金森,-0.840581232017
600708,光明地产,-0.836982610866
002349,精华制药,-0.836201316736
603303,得邦照明,-0.835977970921
600501,航天晨光,-0.827501030952
600098,广州发展,-0.805544727854
600575,皖江物流,-0.792886748016
601949,中国出版,-0.789551323587
002056,横店东磁,-0.786873317451
603916,苏博特,-0.785394823368
601038,一拖股份,-0.767423127111
600252,中恒集团,-0.764305838329
002254,泰和新材,-0.763941568714
002210,飞马国际,-0.758332425413
601872,招商轮船,-0.75328652246
002556,辉隆股份,-0.750907245365
002554,惠博普,-0.747108152544
300459,金科文化,-0.740237090252
000850,华茂股份,-0.737327647638
002568,百润股份,-0.736858511572
600863,内蒙华电,-0.734324004402
002098,浔兴股份,-0.732314659303
600459,贵研铂业,-0.720270113504
600616,金枫酒业,-0.710443161832
002842,翔鹭钨业,-0.706957597025
000157,中联重科,-0.704829038139
300416,苏试试验,-0.698493972103
002397,梦洁股份,-0.696142443138
603917,合力科技,-0.691436697249
000818,方大化工,-0.689796036513
002264,新 华 都,-0.684597189029
600311,荣华实业,-0.684224988404
000422,湖北宜化,-0.675713728559
600864,哈投股份,-0.669084128421
000697,炼石有色,-0.669040282143
000667,美好置业,-0.668434314664
600369,西南证券,-0.668112842433
603038,华立股份,-0.65937236482
300498,温氏股份,-0.657877249359
600874,创业环保,-0.655912016622
000990,诚志股份,-0.649763428
603359,东珠景观,-0.646154471492
600008,首创股份,-0.644562874757
000700,模塑科技,-0.641176625502
600361,华联综超,-0.637314985758
002202,金风科技,-0.627781663563
300071,华谊嘉信,-0.622523747558
002400,省广股份,-0.619079101181
600416,湘电股份,-0.615197304055
603818,曲美家居,-0.614487704212
600758,红阳能源,-0.613944698101
600691,阳煤化工,-0.611430063816
002226,江南化工,-0.608024993412
601518,吉林高速,-0.604438351456
002599,盛通股份,-0.600906378747
000895,双汇发展,-0.598577547379
600038,中直股份,-0.597339459743
600287,江苏舜天,-0.589818959461
600470,六国化工,-0.582502617662
600468,百利电气,-0.580987416574
300032,金龙机电,-0.569195073918
002112,三变科技,-0.564909756717
000821,京山轻机,-0.557672692252
603997,继峰股份,-0.555820889597
600683,京投发展,-0.54713366143
002040,南 京 港,-0.543824401997
002563,森马服饰,-0.541404094279
300515,三德科技,-0.536562905228
600960,渤海活塞,-0.536486708004
000027,深圳能源,-0.532428459532
300054,鼎龙股份,-0.526953634206
002529,海源机械,-0.525587588033
000560,昆百大Ａ,-0.517545288762
300470,日机密封,-0.514838042747
600622,光大嘉宝,-0.512516488447
000702,正虹科技,-0.510590528735
002617,露笑科技,-0.510069766718
600738,兰州民百,-0.506589216058
600684,珠江实业,-0.503543398227
000979,中弘股份,-0.5026894748
603668,天马科技,-0.500246549218
002175,东方网络,-0.499146005498
002757,南兴装备,-0.497998942829
600557,康缘药业,-0.49274953804
002870,香山股份,-0.492134634802
000501,鄂武商Ａ,-0.491626867612
600022,山东钢铁,-0.484840721132
600896,览海投资,-0.483136303081
300501,海顺新材,-0.479994994313
000723,美锦能源,-0.463358938453
000909,数源科技,-0.442052663711
002009,天奇股份,-0.438213800792
002802,洪汇新材,-0.435840955184
300391,康跃科技,-0.433221440467
300402,宝色股份,-0.433071344404
002363,隆基机械,-0.432058256668
600392,盛和资源,-0.426927948877
002187,广百股份,-0.421101770425
601566,九牧王,-0.415351708201
000831,五矿稀土,-0.398214496024
300299,富春股份,-0.3973668623
002180,纳思达,-0.394909491825
000637,茂化实华,-0.392619052274
000826,启迪桑德,-0.388008958818
300735,光弘科技,-0.385511908915
603126,中材节能,-0.379047263561
300241,瑞丰光电,-0.377690705326
300649,杭州园林,-0.377395909147
000698,沈阳化工,-0.374844090531
300244,迪安诊断,-0.371145407712
000950,*ST建峰,-0.368928676197
002697,红旗连锁,-0.368134405713
600846,同济科技,-0.364948996153
601600,中国铝业,-0.360034702385
600455,博通股份,-0.3596217602
600629,华建集团,-0.352681354069
000923,河北宣工,-0.351185910265
002818,富森美,-0.346715505983
002462,嘉事堂,-0.342586636795
600817,*ST宏盛,-0.33965799808
000333,美的集团,-0.336281188167
000922,*ST佳电,-0.335584097092
600857,宁波中百,-0.331851054152
601515,东风股份,-0.328293934626
300703,创源文化,-0.32476802478
600744,华银电力,-0.323835039857
600133,东湖高新,-0.322659235594
603090,宏盛股份,-0.322122748648
600770,综艺股份,-0.321058909394
600891,秋林集团,-0.319871060384
600397,安源煤业,-0.319748549026
002508,老板电器,-0.317200919146
002915,中欣氟材,-0.31139180038
600219,南山铝业,-0.304778789389
002338,奥普光电,-0.295224605066
601106,*ST一重,-0.294748078573
000999,华润三九,-0.280538008938
002007,华兰生物,-0.267205380316
600746,江苏索普,-0.257605172242
600458,时代新材,-0.25306680778
603888,新华网,-0.247783195127
600190,锦州港,-0.245561904195
601107,四川成渝,-0.244218409475
300411,金盾股份,-0.240561423481
600135,乐凯胶片,-0.236041822128
600834,申通地铁,-0.235268190385
600650,锦江投资,-0.230262788385
600694,大商股份,-0.229529308508
600532,宏达矿业,-0.229223120956
000617,中油资本,-0.229156665414
300553,集智股份,-0.218868982021
002409,雅克科技,-0.214011523226
002638,勤上股份,-0.210679389114
600611,大众交通,-0.209733276743
300293,蓝英装备,-0.208666301343
300551,古鳌科技,-0.207962091267
002716,金贵银业,-0.207708792115
300437,清水源,-0.204256
001896,豫能控股,-0.203895568
300194,福安药业,-0.20204892736
000799,酒鬼酒,-0.200984289813
000838,财信发展,-0.20060756727
300056,三维丝,-0.197194030257
002503,搜于特,-0.19653148
603098,森特股份,-0.196185383829
002921,联诚精密,-0.191884050532
600790,轻纺城,-0.189455242833
002323,雅百特,-0.183265959811
000886,海南高速,-0.183234763127
000509,华塑控股,-0.180738912766
600626,申达股份,-0.175371584279
600855,航天长峰,-0.17401402238
600117,西宁特钢,-0.173194770615
600776,东方通信,-0.170404583836
002352,顺丰控股,-0.169813701294
000936,华西股份,-0.165783620033
600111,北方稀土,-0.159974026384
300319,麦捷科技,-0.1594791122
300452,山河药辅,-0.156222920177
600509,天富能源,-0.155643163334
002691,冀凯股份,-0.133208286302
000918,嘉凯城,-0.132670794907
603266,天龙股份,-0.132183346869
300205,天喻信息,-0.130213648449
002367,康力电梯,-0.12432589374
000722,湖南发展,-0.122684585432
002075,沙钢股份,-0.121762062666
002780,三夫户外,-0.1196043347
600594,益佰制药,-0.117807274432
000957,中通客车,-0.11107641878
603385,惠达卫浴,-0.108592286474
300233,金城医药,-0.107527604133
300087,荃银高科,-0.107040750584
002317,众生药业,-0.097200473151
603969,银龙股份,-0.0947837798025
603868,飞科电器,-0.0717106271975
002918,蒙娜丽莎,-0.0686946602971
603179,新泉股份,-0.0594560350095
600035,楚天高速,-0.0236716492
000554,泰山石油,-0.0132600807326
002345,潮宏基,-0.0132120286
601058,赛轮金宇,-0.0129456795858
000673,当代东方,-0.0116566306308
601007,金陵饭店,-0.0073226131248
600017,日照港,-0.00728615956667
002733,雄韬股份,-0.00690302565639
000958,东方能源,-0.00513136216578
002044,美年健康,-0.00481143806326
000815,美利云,-0.00447802767
000032,深桑达Ａ,-0.00401063112412
600802,福建水泥,-0.00385495136606
000875,吉电股份,-0.0030253622551
603181,皇马科技,-0.00220113708261
600327,大东方,-0.000274145809931
603387,基蛋生物,0.000129052797981
002586,围海股份,0.000409755493136
002741,光华科技,0.00076517503802
601588,北辰实业,0.000984655477865
601010,文峰股份,0.00180284922828
002746,仙坛股份,0.002634984766
000987,越秀金控,0.00276803926882
603717,天域生态,0.00402637123438
002728,特一药业,0.00501268849105
601158,重庆水务,0.00503152825542
000677,恒天海龙,0.00532025692142
601099,太平洋,0.005702847536
600075,新疆天业,0.00999520089866
000833,贵糖股份,0.010662452868
000897,津滨发展,0.0150557821832
300616,尚品宅配,0.019720504615
300657,弘信电子,0.0222597627014
002892,科力尔,0.0305554803752
300513,恒泰实达,0.042318348512
600482,中国动力,0.05083
300577,开润股份,0.0525663005768
603336,宏辉果蔬,0.058300743581
002151,北斗星通,0.0610781570904
000710,贝瑞基因,0.0661364997268
603110,东方材料,0.0702376143941
300138,晨光生物,0.0818597570602
002219,恒康医疗,0.0850912537889
300204,舒泰神,0.0875277033307
600201,生物股份,0.093146240578
300120,经纬电材,0.0952582717695
300506,名家汇,0.104766125232
603606,东方电缆,0.105159723964
600056,中国医药,0.106476118742
603937,丽岛新材,0.112534126584
300051,三五互联,0.112840398121
600326,西藏天路,0.115096128003
300492,山鼎设计,0.115740757896
600861,北京城乡,0.125481919316
600293,三峡新材,0.138932638984
002683,宏大爆破,0.144197090241
600322,天房发展,0.144337333879
300640,德艺文创,0.146954071193
002652,扬子新材,0.147420309669
002224,三 力 士,0.148961606397
601200,上海环境,0.153564708138
300550,和仁科技,0.15841863217
002729,好利来,0.158579648668
300518,盛讯达,0.160059993597
002274,华昌化工,0.163067972685
600461,洪城水业,0.166658694077
603060,国检集团,0.166742395691
603826,坤彩科技,0.169247058224
002459,天业通联,0.171777616441
000666,经纬纺机,0.180356061391
603919,金徽酒,0.180965327508
600060,海信电器,0.18998586409
002283,天润曲轴,0.197715646066
600761,安徽合力,0.205510279573
000650,仁和药业,0.206633308321
002277,友阿股份,0.208812913301
002573,清新环境,0.212465692722
300691,联合光电,0.214286786558
000902,新洋丰,0.219805874292
002027,分众传媒,0.220495300382
002916,深南电路,0.221587032165
002725,跃岭股份,0.222042431989
002062,宏润建设,0.2226303176
002899,英派斯,0.225111277358
002068,黑猫股份,0.225859628372
002116,中国海诚,0.23151995214
002755,东方新星,0.231841371309
300711,广哈通信,0.238382310341
600982,宁波热电,0.240352490808
600716,凤凰股份,0.240656710388
002750,龙津药业,0.247353903828
300569,天能重工,0.247731210757
300468,四方精创,0.248233460701
002506,协鑫集成,0.248579871328
000927,一汽夏利,0.252970778625
002204,大连重工,0.256975483906
603901,永创智能,0.265061032623
300397,天和防务,0.269356451142
000042,中洲控股,0.272204588936
002117,东港股份,0.274010244303
600258,首旅酒店,0.276327172406
600731,湖南海利,0.282271258099
600390,五矿资本,0.283178173729
300611,美力科技,0.283796666572
300307,慈星股份,0.285011882695
002639,雪人股份,0.285518872804
600351,亚宝药业,0.288377034974
600103,青山纸业,0.291392711513
000911,南宁糖业,0.293400269642
002514,宝馨科技,0.295434064468
600444,国机通用,0.298393037194
002060,粤 水 电,0.301200944959
300738,奥飞数据,0.306901507289
300111,向日葵,0.311733642974
300177,中海达,0.312101551712
603989,艾华集团,0.315110742601
600435,北方导航,0.32089749784
603685,晨丰科技,0.322916468985
000066,中国长城,0.325774151516
002311,海大集团,0.328731148521
300082,奥克股份,0.329285356492
000620,新华联,0.330288518713
002314,南山控股,0.335123470323
002184,海得控制,0.336919574144
300008,天海防务,0.345419400622
300174,元力股份,0.348854542637
600143,金发科技,0.34887293236
600539,狮头股份,0.35830570351
000070,特发信息,0.361010515411
000882,华联股份,0.363245661875
300332,天壕环境,0.372095050323
002271,东方雨虹,0.373134918588
600995,文山电力,0.375347493109
600894,广日股份,0.376174260057
600101,明星电力,0.38127311036
601965,中国汽研,0.396129486232
600168,武汉控股,0.396413904421
002759,天际股份,0.399513140145
002623,亚玛顿,0.401500002135
000939,凯迪生态,0.404839671826
600368,五洲交通,0.405166079978
600377,宁沪高速,0.405813227509
000030,富奥股份,0.41271208753
002564,天沃科技,0.41367839107
300335,迪森股份,0.419096474893
300149,量子高科,0.428453073135
000040,东旭蓝天,0.434101189455
600561,江西长运,0.434189559076
002377,国创高新,0.434862197571
600268,国电南自,0.440225699833
600519,贵州茅台,0.447055560236
000881,中广核技,0.450760801458
603161,科华控股,0.452719860006
600331,宏达股份,0.45501458996
600184,光电股份,0.463984572035
000502,绿景控股,0.464848019143
002561,徐家汇,0.470258878653
300552,万集科技,0.474572480773
300141,和顺电气,0.480689348163
002531,天顺风能,0.482826677742
002797,第一创业,0.483071492363
603612,索通发展,0.489954642127
002189,利达光电,0.4948374716
300472,新元科技,0.49690975477
002140,东华科技,0.498871677324
002748,世龙实业,0.499231987327
600618,氯碱化工,0.499841069576
603131,上海沪工,0.50849252294
600463,空港股份,0.511945266253
600821,津劝业,0.519185334151
002820,桂发祥,0.519675756953
300660,江苏雷利,0.521407319302
002457,青龙管业,0.528720007613
600893,航发动力,0.530098956078
300446,乐凯新材,0.536200433721
000055,方大集团,0.541303601299
600730,中国高科,0.543834710499
601890,亚星锚链,0.549728560123
600391,航发科技,0.549861475951
002452,长高集团,0.55056509696
000544,中原环保,0.55069570764
300572,安车检测,0.552812399247
300695,兆丰股份,0.561448312756
300099,精准信息,0.565744366022
000572,海马汽车,0.579607074186
000043,中航地产,0.58655151265
002026,山东威达,0.587351783126
300580,贝斯特,0.604160882353
300521,爱司凯,0.604642655092
600291,西水股份,0.608844076227
300529,健帆生物,0.613721260601
002887,绿茵生态,0.619012319793
600363,联创光电,0.621077935552
600354,敦煌种业,0.621493591815
002206,海 利 得,0.621577039063
300505,川金诺,0.621657431204
300298,三诺生物,0.631756254721
002270,华明装备,0.635127403437
002191,劲嘉股份,0.635594177871
600771,广誉远,0.638829763356
603766,隆鑫通用,0.639342037609
002801,微光股份,0.639827171179
002906,华阳集团,0.640042139652
002346,柘中股份,0.64399855714
601020,华钰矿业,0.646281984061
002761,多喜爱,0.649283670341
600599,熊猫金控,0.650327050649
600373,中文传媒,0.657160890501
002548,金新农,0.661132586037
000890,法 尔 胜,0.663465971343
603922,金鸿顺,0.676117512929
002498,汉缆股份,0.677049234281
002354,天神娱乐,0.681358465248
002275,桂林三金,0.681829566657
600748,上实发展,0.683090157281
600196,复星医药,0.683589707078
002048,宁波华翔,0.684126908074
002585,双星新材,0.685314943588
000948,南天信息,0.68550195041
600072,中船科技,0.690058000447
000626,远大控股,0.691895283463
603727,博迈科,0.697390625202
002706,良信电器,0.697413352729
000420,吉林化纤,0.701238882633
000596,古井贡酒,0.701591917278
600812,华北制药,0.702967778128
002536,西泵股份,0.710205908523
002133,广宇集团,0.710554137297
300591,万里马,0.713149731691
002817,黄山胶囊,0.714207707273
000963,华东医药,0.714389353005
000541,佛山照明,0.716301133109
002774,快意电梯,0.723039090822
600933,爱柯迪,0.723464259597
603855,华荣股份,0.723734467715
600676,交运股份,0.724586077794
603609,禾丰牧业,0.725124986343
600666,奥瑞德,0.727783169801
000851,高鸿股份,0.729357376258
601008,连云港,0.731626170843
600879,航天电子,0.731689975366
600586,金晶科技,0.736767331867
300374,恒通科技,0.739909009103
300235,方直科技,0.741231840534
002644,佛慈制药,0.742432214599
300480,光力科技,0.75228209068
300533,冰川网络,0.75381553709
600071,凤凰光学,0.758759011243
600538,国发股份,0.765633735206
300148,天舟文化,0.777348146466
300635,达安股份,0.778499749949
002769,普路通,0.783334439678
600058,五矿发展,0.783896033516
002505,大康农业,0.785558642199
000404,华意压缩,0.789304855723
002658,雪迪龙,0.798179930288
603958,哈森股份,0.801505050057
600211,西藏药业,0.806737558641
002436,兴森科技,0.809078404883
002666,德联集团,0.810383671962
600310,桂东电力,0.812041314752
002913,奥士康,0.813353480495
000598,兴蓉环境,0.813588080867
300097,智云股份,0.821123650017
002830,名雕股份,0.822258212387
002241,歌尔股份,0.825679160172
600518,康美药业,0.829806230642
600108,亚盛集团,0.832045549503
600365,通葡股份,0.838260272824
600692,亚通股份,0.838772881499
002014,永新股份,0.842276830212
002810,山东赫达,0.848664374873
600505,西昌电力,0.849952792562
603869,北部湾旅,0.853626666415
600281,太化股份,0.861085861965
000822,山东海化,0.868523822912
300419,浩丰科技,0.869335389029
600617,国新能源,0.873243933184
002714,牧原股份,0.878045517256
000410,*ST沈机,0.881339279558
000665,湖北广电,0.881634913297
600811,东方集团,0.894311951788
002412,汉森制药,0.895450788043
002408,齐翔腾达,0.897905235851
603083,剑桥科技,0.905823400848
002808,苏州恒久,0.912915894336
603031,安德利,0.925734068338
300683,海特生物,0.925821076959
600754,锦江股份,0.943548499891
002756,永兴特钢,0.946567411573
002032,苏 泊 尔,0.950255892499
002522,浙江众成,0.955920416015
603586,金麒麟,0.956217928796
603608,天创时尚,0.959754392792
000795,英洛华,0.960318294
600421,ST仰帆,0.964183732885
600312,平高电气,0.964781179531
002659,凯文教育,0.966546691824
002490,*ST墨龙,0.97173584452
300540,深冷股份,0.973494616288
002179,中航光电,0.97414699485
000504,南华生物,0.977454882862
600685,中船防务,0.979397863152
002670,国盛金控,0.991565365345
600270,外运发展,0.99290266263
600328,兰太实业,0.995448620722
002289,宇顺电子,0.995890765952
600839,四川长虹,1.00196694743
600890,中房股份,1.01287007
002562,兄弟科技,1.01933729294
300530,达志科技,1.02101742274
600635,大众公用,1.02254487629
002578,闽发铝业,1.02307872833
600110,诺德股份,1.02839583068
601933,永辉超市,1.02956415786
002795,永和智控,1.03045752408
300692,中环环保,1.0350288391
300669,沪宁股份,1.04125308592
603788,宁波高发,1.04146584852
000035,中国天楹,1.04385283403
601188,龙江交通,1.05136895229
600235,民丰特纸,1.05194361201
600279,重庆港九,1.05228631452
002672,东江环保,1.05543784498
000949,新乡化纤,1.05571096787
603233,大参林,1.05692706531
601789,宁波建工,1.05830452544
600624,复旦复华,1.05844509725
002244,滨江集团,1.0626744296
002753,永东股份,1.06326664212
603380,易德龙,1.0652156474
002227,奥 特 迅,1.07231342973
002477,雏鹰农牧,1.07480859927
300115,长盈精密,1.07939637191
600707,彩虹股份,1.08393364781
